a,K,t,y
20,11.263580930492251,20.809458844929512,1.0030561499832056
20,11.263580930492251,20.88949522510232,1.0030940614112807
20,11.263580930492251,20.969531605275122,1.0031191168424722
20,11.263580930492251,21.04956798544793,1.0031317783435907
20,11.263580930492251,21.129604365620736,1.0031325330722842
20,11.263580930492251,21.209640745793543,1.0031218904304005
20,11.263580930492251,21.289677125966346,1.0031003792590845
20,11.263580930492251,21.369713506139153,1.003068545083998
20,11.263580930492251,21.44974988631196,1.0030269474184956
20,11.263580930492251,21.529786266484763,1.0029761571320503
20,11.263580930492251,21.60982264665757,1.0029167538906705
20,11.263580930492251,21.689859026830376,1.0028493236754963
20,11.263580930492251,21.769895407003183,1.0027744563852163
20,11.263580930492251,21.849931787175986,1.0026927435273951
20,11.263580930492251,21.929968167348793,1.0026047760032697
20,13.387512608312422,0.0,0.0
20,13.387512608312422,0.08003638017280582,0.027483721431332136
20,13.387512608312422,0.16007276034561163,0.07811085245401109
20,13.387512608312422,0.24010914051841745,0.13445465323027178
20,13.387512608312422,0.32014552069122326,0.1925721687113835
20,13.387512608312422,0.40018190086402905,0.25139725216846204
20,13.387512608312422,0.4802182810368349,0.3104856824961664
20,13.387512608312422,0.5602546612096407,0.3695361229630371
20,13.387512608312422,0.6402910413824465,0.42828861090209647
20,13.387512608312422,0.7203274215552523,0.48650325672586675
20,13.387512608312422,0.8003638017280581,0.5439559347214337
20,13.387512608312422,0.880400181900864,0.600437525926254
20,13.387512608312422,0.9604365620736698,0.6557538578227454
20,13.387512608312422,1.0404729422464756,0.7097257362926858
20,13.387512608312422,1.1205093224192815,0.7621889439512046
20,13.387512608312422,1.2005457025920871,0.812994180855235
20,13.387512608312422,1.280582082764893,0.8620069453196911
20,13.387512608312422,1.360618462937699,0.9091073572573591
20,13.387512608312422,1.4406548431105046,0.9541899274990475
20,13.387512608312422,1.5206912232833105,0.997163276801667
20,13.387512608312422,1.6007276034561162,1.037949808320804
20,13.387512608312422,1.680763983628922,1.0764853373408132
20,13.387512608312422,1.760800363801728,1.1127186820477692
20,13.387512608312422,1.8408367439745337,1.1466112191054905
20,13.387512608312422,1.9208731241473396,1.1781364077544754
20,13.387512608312422,2.0009095043201452,1.2072792860991568
20,13.387512608312422,2.080945884492951,1.2340359431813814
20,13.387512608312422,2.160982264665757,1.2584129703584486
20,13.387512608312422,2.241018644838563,1.2804268954133549
20,13.387512608312422,2.321055025011369,1.3001036027240316
20,13.387512608312422,2.4010914051841743,1.3174777427083186
20,13.387512608312422,2.48112778535698,1.3325921336430975
20,13.387512608312422,2.561164165529786,1.3454971588303937
20,13.387512608312422,2.641200545702592,1.3562501619511984
20,13.387512608312422,2.721236925875398,1.3649148433102287
20,13.387512608312422,2.8012733060482033,1.3715606595326686
20,13.387512608312422,2.8813096862210092,1.3762622291279614
20,13.387512608312422,2.961346066393815,1.379098746186826
20,13.387512608312422,3.041382446566621,1.3801534043265733
20,13.387512608312422,3.121418826739427,1.379512832847326
20,13.387512608312422,3.2014552069122324,1.3772665469085983
20,13.387512608312422,3.2814915870850383,1.3735064133825545
20,13.387512608312422,3.361527967257844,1.368326133887843
20,13.387512608312422,3.44156434743065,1.3618207463567438
20,13.387512608312422,3.521600727603456,1.354086146339158
20,13.387512608312422,3.601637107776262,1.3452186291001458
20,13.387512608312422,3.6816734879490673,1.3353144534238819
20,13.387512608312422,3.7617098681218732,1.324469427896471
20,13.387512608312422,3.841746248294679,1.3127785203034783
20,13.387512608312422,3.921782628467485,1.3003354906457112
20,13.387512608312422,4.0018190086402905,1.2872325481490372
20,13.387512608312422,4.081855388813096,1.2735600325212155
20,13.387512608312422,4.161891768985902,1.2594061195910828
20,13.387512608312422,4.241928149158708,1.2448565513532421
20,13.387512608312422,4.321964529331514,1.2299943903348542
20,13.387512608312422,4.40200090950432,1.2148997981003915
20,13.387512608312422,4.482037289677126,1.199649837615416
20,13.387512608312422,4.562073669849932,1.1843182991017278
20,13.387512608312422,4.642110050022738,1.168975548933603
20,13.387512608312422,4.722146430195543,1.1536884010484154
20,13.387512608312422,4.802182810368349,1.1385200102746917
20,13.387512608312422,4.8822191905411545,1.1235297869165604
20,13.387512608312422,4.96225557071396,1.108773331875615
20,13.387512608312422,5.042291950886766,1.0943023915393448
