a,K,zeta,wn,s3_real_pole,PO_formula,PO_actual,PO_abs_err,Ts_formula,Ts_actual,Ts_abs_err
21,10000,0.10009029228643566,99.8997590343079,-1.002007837823244,72.90376399788306,73.24504661937969,0.3412826214966316,0.30003012059121204,0.290303202013635,0.009726918577577015
22,10000,0.10510009165356594,99.89473375192433,-1.002108653928369,71.7472598643953,72.10350933976495,0.35624947536965124,0.285742977764408,0.2875157192183837,0.0017727414539757125
23,10000,0.11011039628224005,99.88970720328545,-1.0022095106586282,70.60718285108798,70.97801335519753,0.37083050410954854,0.27275466610645227,0.2590984155258709,0.013656250580581397
24,10000,0.11512120644006058,99.8846793875868,-1.0023104080447371,69.48324302463027,69.86825220397239,0.38500917934212,0.260895772856193,0.2563089518536514,0.004586821002541597
25,10000,0.1201325223948848,99.87965030402277,-1.002411346117448,68.37515730293168,68.77392613156523,0.3987688286335498,0.2500251207126706,0.23008968788252765,0.01993543283014293
26,10000,0.12514434441482478,99.87461995178752,-1.002512324907547,67.28264926642281,67.69474193341611,0.4120926669933027,0.2400241207430782,0.22910072796942824,0.010923392773649954
27,10000,0.13015667276824808,99.86958833007395,-1.0026133444458554,66.2054489755278,66.63035874111911,0.424909765591309,0.23079242846581044,0.2275038107841493,0.003288617681661138
28,10000,0.13516950772377792,99.86455543807402,-1.0027144047632284,65.14329279410013,65.58126905985182,0.43797626575168636,0.22224456524838918,0.22511268401878248,0.0028681187703933075
29,10000,0.1401828495502933,99.85952127497922,-1.002815505890557,64.09592321860248,64.54864367658513,0.45272045798265026,0.21430726369154682,0.1980857591156589,0.01622150457588792
30,10000,0.1451966985169296,99.85448583998009,-1.0029166478587674,63.063088712820694,63.53006995782167,0.46698124500097293,0.2069173622441909,0.1966942911250339,0.010223071119157018
31,10000,0.15021105489307943,99.84944913226629,-1.0030178306988204,62.04454354791052,62.52528287543255,0.48073932752203064,0.20002012089537394,0.1951023614829373,0.004917759412436634
32,10000,0.15522591894839163,99.8444111510266,-1.003119054441712,61.04004764758461,61.534023182960084,0.4939755353754762,0.1935678628613687,0.16947171763404886,0.024096145227319843
