a,K,zeta,wn,s3_real_pole,PO_formula,PO_actual,PO_abs_err,Ts_formula,Ts_actual,Ts_abs_err
17,50000,0.0357820989670322,223.5710070584381,-1.0003201985518089,89.36109184903071,89.42073388691489,0.059642037884174215,0.37500750480374756,0.36713834899457204,0.007869155809175521
18,50000,0.03801886067788263,223.5687691886379,-1.0003402245829496,88.73407696254722,88.79718870800701,0.0631117454597927,0.35294824009810544,0.3522013993993687,0.0007468406987367615
19,50000,0.040255667184664605,223.5665312068023,-1.0003602522180817,88.11129065431318,88.17785365608421,0.06656300177102992,0.3333400048042278,0.3252810627037083,0.008058942100519495
20,50000,0.04249251849208828,223.56429311291723,-1.0003802814574463,87.49269630798813,87.56266137008124,0.06996506209311804,0.31579579427815274,0.3107906776727822,0.005005116605370563
21,50000,0.04472941460486483,223.56205490696863,-1.0004003123012837,86.87825772320865,86.95158945269014,0.07333172948149524,0.30000600480470924,0.2967473876149974,0.003258617189711821
22,50000,0.046966355527706206,223.55981658894277,-1.0004203447498354,86.26793910998128,86.34460132645762,0.0766622164763362,0.2857200048049498,0.282524959844487,0.0031950449604628006
23,50000,0.049203341265325495,223.5575781588247,-1.0004403788033425,85.66170508316452,85.741660781814,0.07995569864948493,0.2727327320779175,0.2688391017633834,0.0038936303145341022
24,50000,0.05144037182243629,223.5553396166011,-1.0004604144620461,85.05952065703865,85.14273197311991,0.08321131608126109,0.26087478741412634,0.2549741086908781,0.005900678723248232
25,50000,0.05367744720375337,223.55310096225713,-1.0004804517261872,84.46135123996116,84.54780158115646,0.08645034119530237,0.25000500480567145,0.24147009340426284,0.008534911401408607
26,50000,0.05591456741399236,223.55086219577908,-1.0005004905960073,83.86716262910696,83.9567914214107,0.08962879230374199,0.2400048048059119,0.23995096551809666,5.383928781524383e-05
27,50000,0.05815173245786962,223.54862331715262,-1.0005205310717478,83.2769210052914,83.36968764413481,0.09276663884341474,0.23077385095999878,0.22671152660995972,0.004062324350039059
28,50000,0.060388942340102544,223.5463843263634,-1.0005405731536494,82.69059292787472,82.78645581988589,0.09586289201116927,0.22222667147306033,0.2135613571959737,0.008665314277086639
29,50000,0.06262619706540948,223.5441452233979,-1.000560616841954,82.10814532974639,82.20706186408304,0.09891653433665226,0.21429000480663404,0.2125788002298191,0.0017112045768149509
30,50000,0.06486349663850947,223.54190600824126,-1.000580662136903,81.52954551238835,81.6315008136397,0.10195530125135122,0.2069006944620472,0.19934160247598964,0.007559091986057559
31,50000,0.06710084106412262,223.53966668087955,-1.0006007090387383,80.95476114101494,81.05968316492742,0.10492202391247929,0.20000400480711553,0.19817996672203073,0.0018240380850848004
32,50000,0.06933823034696969,223.5374272412987,-1.0006207575477006,80.3837602397891,80.49160319750987,0.10784295772077712,0.1935522628718727,0.18565531350802986,0.007896949363842831
33,50000,0.07157566449177272,223.53518768948445,-1.0006408076640319,79.81651118711251,79.92722816888657,0.1107169817740612,0.1875037548075974,0.18485144977009269,0.0026523050375047152
34,50000,0.07381314350325431,223.53294802542285,-1.0006608593879744,79.2529827109895,79.36672956333877,0.11374685234926574,0.18182182298965627,0.17178966544570728,0.010032157543948983
35,50000,0.07605066738613814,223.53070824909912,-1.0006809127197693,78.69314388446216,78.81051491202619,0.11737102756403317,0.17647412245513788,0.17116463424137665,0.005309488213761232
36,50000,0.07828823614514857,223.5284683604997,-1.0007009676596579,78.13696412111655,78.2578923639261,0.12092824280955483,0.17143200480832005,0.17009456098708914,0.0013374438212309103
37,50000,0.0805258497850111,223.5262283596101,-1.0007210242078832,77.5844131706579,77.70889211180541,0.12447894114751534,0.16667000480856106,0.1579269617830357,0.008743043025525365
38,50000,0.08276350831045198,223.52398824641645,-1.0007410823646863,77.03546111455411,77.16345060168301,0.12798948712890024,0.16216541021420733,0.15739128129834182,0.004774128915865511
39,50000,0.08500121172619846,223.52174802090406,-1.000761142130309,76.49007836174626,76.62153664583687,0.13145828409061266,0.15789789954588504,0.15667663593923106,0.0012212636066539773
40,50000,0.08723896003697855,223.51950768305912,-1.0007812035049948,75.94823564442468,76.0831193691046,0.13488372467990928,0.15384923557851465,0.14406126645501577,0.009787969123498885
41,50000,0.08947675324752119,223.51726723286728,-1.0008012664889832,75.4099040138699,75.54814906992469,0.1382450560547852,0.15000300480952494,0.14361692793006764,0.006386076879457303
42,50000,0.09171459136255634,223.5150266703143,-1.0008213310825185,74.87505483635688,75.01663602138021,0.14158118502332684,0.1463443950536684,0.14299163465931,0.0033527603943583895
43,50000,0.09395247438681462,223.512785995386,-1.0008413972858419,74.34365978912186,74.48852889065938,0.1448691015375232,0.14286000481000719,0.1420084027474948,0.000851602062512391
44,50000,0.09619040232502779,223.51054520806832,-1.000861465099196,73.81569085639032,73.96379801894388,0.14810716255355771,0.13953767922885296,0.13028719996279373,0.009250479266059236
45,50000,0.09842837518192842,223.50830430834696,-1.0008815345228226,73.2911203254655,73.44241404357675,0.1512937181112477,0.13636636844685304,0.12993024326576721,0.006436125181085828
46,50000,0.1006663929622499,223.50606329620769,-1.0009016055569642,72.76992078287589,72.92434789489155,0.15442711201566794,0.13333600481073055,0.1295732811452041,0.003762723665526435
47,50000,0.10290445567072641,223.50382217163622,-1.0009216782018635,72.25206511058117,72.40956541182506,0.1575003012438856,0.1304373961153198,0.1290391217467058,0.0013982743686140053
48,50000,0.10514256331209351,223.5015809346186,-1.0009417524577624,71.73752648223511,71.8980512499928,0.16052476775769264,0.12766213247078756,0.12814522124903235,0.00048308877824479457
49,50000,0.10738071589108715,223.49933958514015,-1.0009618283249042,71.22627835950513,71.38976945079864,0.16349109129350836,0.12500250481145445,0.11624433765441956,0.008758167157034882
50,50000,0.10961891341244434,223.49709812318713,-1.0009819058035303,70.7182944884467,70.88469208487207,0.16639759642536944,0.12245143338312432,0.11597674521044775,0.006474688172676574
2,70000,0.0018898088658810643,264.5732412773451,-1.0000142859183674,99.40805690267968,99.41076488204699,0.002707979367315261,6.000085716734741,5.984844823088452,0.015240893646288889
3,70000,0.0037796447289351522,264.5713513807346,-1.0000285726531137,98.81960310419545,98.82513233664642,0.005529232450967925,3.0000428595919755,2.9926054096153933,0.007437449976582133
4,70000,0.005669507591187146,264.5694614166219,-1.0000428602043265,98.2346118731285,98.24293339234936,0.008321519220856999,2.000028573877784,1.9951982723215689,0.004830301556215
5,70000,0.007559397454662275,264.56757138500086,-1.0000571485720935,97.65305674457092,97.66415633287295,0.011099588302030838,1.5000214310207216,1.4965066282636774,0.0035148027570441887
6,70000,0.00944931432138588,264.56568128586514,-1.0000714377565016,97.07491151695808,97.08877117147252,0.013859654514433828,1.2000171453065303,1.1883107085207067,0.011706436785823504
7,70000,0.011339258193383816,264.5637911192093,-1.000085727757639,96.50015024894513,96.51675199659412,0.01660174764899125,1.000014288163756,0.9977393898535762,0.002274898310179685
8,70000,0.01322922907268198,264.5619008850264,-1.0001000185755924,95.92874725632723,95.94806677180452,0.01931951547729227,0.8571551044903744,0.8553109147004527,0.0018441897899216242
9,70000,0.015119226961306713,264.5600105833108,-1.0001143102104508,95.36067710900257,95.38270248716631,0.022025378163746723,0.7500107167353574,0.7484982637840676,0.0015124529512897666
10,70000,0.017009251861284422,264.5581202140566,-1.0001286026623002,94.79591462797772,94.82062774455838,0.024713116580656447,0.6666761929259225,0.6652705611744382,0.0014056317514843375
11,70000,0.018899303774642048,264.55622977725744,-1.000142895931229,94.23443488241435,94.26181751044993,0.027382628035582002,0.6000085738783903,0.5946664989798262,0.0053420748985641975
12,70000,0.02078938270340653,264.55433927290716,-1.000157190017325,93.676213186717,93.70624696566567,0.030033778948663326,0.5454623401122466,0.5357036133644071,0.009758726747839508
13,70000,0.02267948864960545,264.552448701,-1.0001714849206749,93.12122509766098,93.15389150344262,0.03266640578164015,0.5000071453071379,0.4989663524801413,0.0010407928269965394
14,70000,0.024569621615266282,264.5505580615298,-1.000185780641367,92.56944641156002,92.60472672749506,0.03528031593504011,0.46154505739513685,0.45262702384044334,0.008918033554693505
15,70000,0.026459781602416927,264.54866735449,-1.000200077179489,92.02085316147276,92.05871959929273,0.037866437819971566,0.42857755347057824,0.4173199472640823,0.011257606206495963
16,70000,0.0283499686130856,264.5467765798753,-1.0002143745351277,91.47542161444765,91.51586336640172,0.040441751954062966,0.40000571673597174,0.3932822181464881,0.006723498589483623
17,70000,0.030240182649300694,264.5448857376791,-1.000228672708372,90.93312826880573,90.97612584315853,0.042997574352796164,0.37500535959320275,0.369470865998404,0.0055344935947987395
18,70000,0.032130423713091126,264.54299482789514,-1.0002429716993086,90.39394985146039,90.43948345680607,0.04553360534568185,0.35294622093782746,0.3459615003989762,0.006984720538851241
19,70000,0.03402069180648567,264.54110385051797,-1.0002572715080253,89.85786331527412,89.90591283565865,0.048049520384537914,0.33333809768861516,0.3225273170284158,0.01081078066019936
20,70000,0.03591098693151364,264.5392128055412,-1.0002715721346103,89.32484583645078,89.37539080728058,0.05054497082980447,0.31579398741301357,0.3102066233081513,0.005587364104862269
21,70000,0.03780130909020471,264.5373216929582,-1.0002858735791513,88.79487481196371,88.84788212763144,0.05300731566772754,0.3000042881649808,0.29795784723890467,0.002046440926076143
22,70000,0.03969165828458849,264.5354305127639,-1.0003001758417356,88.2679278570188,88.32338790237355,0.055460045354749354,0.2857183697977217,0.2752033226388561,0.010515047158865587
23,70000,0.041582034516695336,264.5335392649514,-1.0003144789224512,87.74398280255163,87.80187390188561,0.05789109933398606,0.2727311712820389,0.26326004579882606,0.009471125483212828
24,70000,0.04347243778855535,264.53164794951465,-1.0003287828213854,87.2230176927589,87.2833177333449,0.060300040586000136,0.26087329437642404,0.25146776794375497,0.009405526432669065
25,70000,0.045362868102199264,264.52975656644816,-1.0003430875386266,86.7050107826628,86.7676971942923,0.06268641162949962,0.2500035738796175,0.2500334844970474,2.991061742985135e-05
26,70000,0.047253325459658095,264.52786511574504,-1.0003573930742626,86.18994053570833,86.25499027090726,0.06504973519892587,0.24000343102256247,0.23846770037163378,0.001535730650928685
27,70000,0.049143809862962934,264.5259735974,-1.0003716994283804,85.67778562139327,85.74517513629746,0.06738951490419254,0.23077252992374894,0.22727975218338048,0.0034927777403684634
28,70000,0.05103432131414529,264.5240820114067,-1.0003860066010688,85.16852491292943,85.23821262193827,0.06968770900884635,0.2222253992767057,0.21571104615843328,0.00651435311827242
29,70000,0.052924859815237,264.5221903577586,-1.000400314592415,84.66213748493561,84.73411548500872,0.07197800007310207,0.21428877796160006,0.20429599562674924,0.00999278233485082
30,70000,0.054815425368269804,264.5202986364499,-1.0004146234025075,84.1586026111615,84.23284573637943,0.07424312521793297,0.20689950984064623,0.20361733967145107,0.003282170169195159
31,70000,0.0567060179752761,264.51840684747475,-1.0004289330314333,83.65789976224148,83.73438228060202,0.07648251836053532,0.20000285959442848,0.19220197577305212,0.007800883821376364
32,70000,0.058596637638288485,264.5165149908263,-1.0004432434792803,83.16000860347896,83.23870420084893,0.07869559736997189,0.19355115452539204,0.1913719766619611,0.0021791778634309422
33,70000,0.06048728435933984,264.5146230664994,-1.0004575547461372,82.66490899265978,82.74579075728894,0.08088176462916863,0.18750268102317538,0.18048558126898856,0.007017099754186823
34,70000,0.06237795814046321,264.5127310744873,-1.0004718668320915,82.17258097789488,82.25559836000966,0.08301738211477527,0.18182078167261365,0.17972898295106668,0.002091798721546967
35,70000,0.06426865898369186,264.5108390147841,-1.0004861797372309,81.68300479549153,81.76815169155256,0.08514689606103332,0.17647311169561988,0.16869118967686306,0.007781922018756826
36,70000,0.06615938689105971,264.50894688738384,-1.0005004934616435,81.19616086785244,81.28340846420134,0.08724759634890233,0.17143102286017314,0.1680121854843897,0.00341883737578344
37,70000,0.06805014186460039,264.5070546922801,-1.000514808005417,80.71202980140319,80.80134863074555,0.08931882934236057,0.16666905007114546,0.1572009301973041,0.009468119873841357
38,70000,0.06994092390634843,264.50516242946696,-1.0005291233686395,80.23059238454633,80.3219523131204,0.09135992857407871,0.16216448121666419,0.15674865390610385,0.005415827310560339
39,70000,0.0718317330183381,264.50327009893834,-1.000543439551399,79.75182958564298,79.84519980088274,0.09337021523975864,0.15789699493347606,0.15614513931780105,0.0017518556156750076
40,70000,0.0737225692026041,264.5013777006881,-1.0005577565537844,79.27572255102054,79.37124044221562,0.09551789119508669,0.15384835410071254,0.14525618007636376,0.008592174024348781
41,70000,0.07561343246118164,264.49948523471005,-1.0005720743758821,78.80225260300668,78.90041104238179,0.09815843937511204,0.15000214530959147,0.14480378964008647,0.005198355669504995
42,70000,0.07750432279610589,264.4975927009982,-1.000586393017781,78.3314012379891,78.43217712511968,0.10077588713058105,0.146343556459505,0.1442001585976813,0.002143397861823715
43,70000,0.0793952402094124,264.49570009954647,-1.0006007124795688,77.86315012450058,77.96651941167059,0.10336928717001115,0.14285918612609363,0.13369070117621615,0.009168484949877487
44,70000,0.08128618470313738,264.49380743034857,-1.000615032761334,77.39748110132889,77.5034187867135,0.10593768538460324,0.13953687952912364,0.13331381235464704,0.006223067174476599
45,70000,0.08317715627931636,264.4919146933984,-1.0006293538631639,76.93437617565176,77.04285629687581,0.10848012122404782,0.1363655868683841,0.1329369167516867,0.0034286701166973965
46,70000,0.08506815493998614,264.4900218886902,-1.0006436757851471,76.47381752119527,76.5848131492724,0.11099562807713426,0.13333524054812554,0.13240877647300645,0.0009264640751190933
47,70000,0.08695918068718339,264.4881290162172,-1.000657998527372,76.01578747641705,76.12928896277151,0.11350148635446544,0.13043664841570815,0.12174617959487823,0.008690468820829925
48,70000,0.08885023352294491,264.48623607597403,-1.0006723220899263,75.5602685427123,75.67622719507885,0.11595865236655811,0.1276614006293548,0.12144479382924545,0.006216606800109353
49,70000,0.09074131344930808,264.4843430679541,-1.0006866464728976,75.10724338264343,75.22562932501897,0.11838594237553934,0.12500178816743646,0.1210677825372814,0.0039340056301550574
50,70000,0.09263242046831018,264.4824499921515,-1.000700971676375,74.65669481819234,74.77747718758884,0.12078236939650822,0.12245073131621241,0.12061514368432372,0.0018355876318886938
