K,mean_PO_err,mean_Ts_err_pct,mean_s3
10000,0.39487653080113067,0.011754018366205828,-1.002516399832693
20000,0.20917051866541525,0.009792443763897598,-1.0012540811264194
30000,0.14308078446684241,0.006651417096911235,-1.0008351443977705
50000,0.08807028461973088,0.005732284180239459,-1.0005006511881867
70000,0.06347044563631156,0.005740690183458618,-1.0003574749225388
