x_variable,y_variable,slope,intercept,r_squared,mae,rmse,std_residual,mean_bias,max_abs_deviation,n_points,Mode
Frequency,Inverter Voltage,4.391454573499924,9.050748110442726,0.9995829209171072,1.1469127401076147,1.3435297127317019,1.38487872918714,-5.976918306687902e-14,2.9492518895572744,17,Manual CW
Frequency,Motor Speed,30.130664815671764,-0.5160419558845176,0.9999994709437291,0.2681402037909618,0.32824555352164886,0.33834777207727335,-2.566378482276163e-13,0.5960974857315477,17,Manual CW
Frequency,Inverter Voltage,4.4503375575407516,8.288518848047847,0.9984089986512924,1.863826676606783,2.648661001247264,2.717468849291882,-3.694822225952521e-14,9.354632410574169,20,Auto CW
Frequency,Motor Speed,30.129104190149672,-0.5226814960586572,0.9999986375078965,0.33560758164171867,0.5243314465933231,0.5379527135222426,-2.3998580900297383e-13,1.8223757707946788,20,Auto CW
Frequency,Inverter Voltage,4.403858278933691,8.581590756874595,0.9995751157505689,1.1142663941073754,1.350491512376073,1.3855750563725908,2.7267077484793844e-14,3.581676170128004,20,Auto ACW
Frequency,Motor Speed,30.135637911962565,-0.7644482944373786,0.9999988104853809,0.37767979816686664,0.48887346561055534,0.5015735926252758,2.1049828546892968e-13,1.3046890644395717,20,Auto ACW
