K,PO_Measured,tp_Measured,ts_Measured,ess_Measured,y_ss
0.1,46.1140293744851,27.2509003601441,111.044417767107,0.00816141071915211,0.991838589280848
0.5,20.7941578552691,11.3445378151261,31.0924369747899,2.07696748688591e-10,0.999999999792303
1,13.0227632554299,7.92316926770708,17.9471788715486,8.60422844084496e-14,0.999999999999914
2,8.52027606100245,5.16206482593037,13.9255702280912,0,1
5,38.7875623340114,0.560276146628672,9.38462545603025,7.66953356718947e-05,1.00007669533567
10,59.8192226426246,0.420035994113482,8.7007455923507,2.98800455238446e-05,1.00002988004552
20,74.495726736921,0.300045635472106,8.8013386405151,1.35570161596821e-05,1.00001355701616
50,86.0478863581871,0.200049329025176,9.22227406806063,5.14112909622e-06,1.0000051411291
