K,zeta,omega_n,omega_d,num_complex_pairs,num_real_poles,PO_measured,PO_approx,PO_error_percent,tp_measured,tp_approx,tp_error_percent,ts_measured,ts_approx,ts_error_percent,ess_measured,y_ss,P1_real,P1_imag,P2_real,P2_imag,P3_real,P3_imag,P4_real,P4_imag
0.01,0.0915555590774654,0.0315636850181584,0.0314311165838703,2,0,60.797324752739,74.9129492721989,23.2175092849361,94.1176470588235,99.9516719428919,6.1986514393226,150,1384.16406964517,822.776046430111,0.0939370552689074,1.09393705526891,-0.00288983082838251,0.0314311165838703,-0.997110169171617,3.00719954866616,-0.00288983082838251,-0.0314311165838703,-0.997110169171617,-3.00719954866616
0.0104407747151656,0.0935447923631716,0.0322491484801866,0.0321077382897349,2,0,70.4957766094622,74.4402088241839,5.59527450356834,92.0168067226891,97.8453426161812,6.33420795731105,150,1325.93466278983,783.95644185989,0.0291570093122637,1.02915700931226,-0.00301673989846814,0.0321077382897349,-0.996983260101531,3.00751686418547,-0.00301673989846814,-0.0321077382897349,-0.996983260101531,-3.00751686418547
0.0109009776652841,0.0955769400952164,0.0329493782374027,0.0327985374806227,2,0,81.3420361400541,73.9600777133754,9.07520733064576,89.9759903961585,95.7845347660956,6.45566038713495,150,1270.16354865183,746.77569910122,0.0348318006058038,0.965168199394196,-0.00314920074997087,0.0327985374806227,-0.996850799250029,3.00784816400302,-0.00314920074997087,-0.0327985374806227,-0.996850799250029,-3.00784816400302
0.0113814651978283,0.097652907579834,0.0336646843656376,0.0335037851233362,2,0,93.3840889168944,73.4725021204811,21.3222477483646,87.9351740696278,93.7682904192696,6.63342787611142,150,1216.74694809917,711.164632066111,0.097246501494793,0.902753498505207,-0.00328745431106189,0.0335037851233362,-0.996712545688938,3.00819406429524,-0.00328745431106189,-0.0335037851233362,-0.996712545688938,-3.00819406429524
0.0118831314059023,0.0997736178369501,0.0343953829115682,0.0342237555695661,2,0,106.621297935731,72.9774305658766,31.5545468130902,85.9543817527011,91.7956723716053,6.7958031921051,150,1165.58546328605,677.056975524032,0.157276623695092,0.842723376304908,-0.00343175178997437,0.0342237555695661,-0.996568248210026,3.00855520837577,-0.00343175178997437,-0.0342237555695661,-0.996568248210026,-3.00855520837577
0.0124069097919735,0.101940011851251,0.0351417959704502,0.0349587264639706,2,0,120.975013468192,72.4748140499329,40.0910882568416,84.0336134453782,89.8657637550841,6.9402588685501,150,1116.58389269282,644.389261795215,0.214097189265444,0.785902810734556,-0.00358235509770193,0.0349587264639706,-0.996417644902299,3.00893226788916,-0.00358235509770193,-0.0349587264639706,-0.996417644902299,-3.00893226788916
0.0129537750049377,0.10415304881971,0.0359042517620762,0.0357089786395046,2,0,136.250456244288,71.9646061971568,47.1821172707642,82.1128451380552,87.9776676142249,7.14239345416567,150,1069.65105397449,613.10070264966,0.266883882793856,0.733116117206144,-0.00373953728661066,0.0357089786395046,-0.996260462713389,3.00932594405695,-0.00373953728661066,-0.0357089786395046,-0.996260462713389,-3.00932594405695
0.0135247446537497,0.106413706394916,0.0366830847046946,0.0364747959990396,2,0,152.093683454695,71.4467634041256,53.02450320009,80.31212484994,86.1305064920038,7.24471137195685,150,1024.6996142879,583.133076191933,0.314830184766504,0.685169815233496,-0.0039035830054252,0.0364747959990396,-0.996096416994575,3.0097369689784,-0.0039035830054252,-0.0364747959990396,-0.996096416994575,-3.0097369689784
0.0141208812009941,0.108722980923434,0.0374786354866029,0.037256465382254,2,0,167.952384588015,70.9212449912089,57.7730050304568,78.4513805522209,84.3234220250586,7.48494345351775,150,981.645927782354,554.430618521569,0.357166253976801,0.642833746023199,-0.00407478897104625,0.037256465382254,-0.995925211028954,3.01016610698819,-0.00407478897104625,-0.037256465382254,-0.995925211028954,-3.01016610698819
0.0147432939399196,0.111081887678448,0.0382912511351061,0.0380542764167079,2,0,183.056465295631,70.3880133580382,61.5484690779079,76.7106842737095,82.5555745480017,7.61939530279405,150,940.40987995073,526.939919967153,0.39317924047101,0.60682075952899,-0.00425346445765709,0.0380542764167079,-0.995746535542343,3.01061415607355,-0.00425346445765709,-0.0380542764167079,-0.995746535542343,-3.01061415607355
0.0153931410586167,0.113491461085812,0.0391212850825088,0.0388685213519447,2,0,196.442249461729,69.8470341426978,64.4439857850917,74.9699879951981,80.8261427066766,7.81133206511069,150,900.914738551856,500.609825701237,0.422234596616245,0.577765403383755,-0.00443993180356852,0.0388685213519447,-0.995560068196432,3.01108194935354,-0.00443993180356852,-0.0388685213519447,-0.995560068196432,-3.01108194935354
0.0160716317951783,0.115952754942599,0.0399690972287863,0.0396994948753933,2,0,207.042068442266,69.2982763845907,66.5293740030835,73.2893157262905,79.1343230801918,7.97525163931166,150,863.087010826551,475.391340551034,0.443797834649621,0.556202165350379,-0.00463452693624636,0.0396994948753933,-0.995365473063755,3.01157035662292,-0.00463452693624636,-0.0396994948753933,-0.995365473063755,-3.01157035662292
0.0167800286878548,0.118466842627154,0.0408350540005503,0.040547493908761,2,0,213.845055065458,68.7417126909265,67.8544296149917,71.608643457383,77.4793298115767,8.1982929305002,150,826.856306741678,451.237537827786,0.457456059404858,0.542543940595142,-0.00483759991595451,0.040547493908761,-0.995162400084045,3.01208028596367,-0.00483759991595451,-0.040547493908761,-0.995162400084045,-3.01208028596367
0.0175196499243908,0.121034817299599,0.0417195284058991,0.0414128173835312,2,0,216.101398455515,68.1773194067724,68.4512363667989,69.9879951980792,75.8603942469059,8.39058045912965,148.079231692677,792.155208007773,434.953618378982,0.462938491065255,0.537061508934745,-0.00504951549843342,0.0414128173835312,-0.994950484501567,3.01261268542688,-0.00504951549843342,-0.0414128173835312,-0.994950484501567,-3.01261268542688
0.0182918717949132,0.123657792091645,0.0426229000847119,0.0422957659940876,2,0,213.506129874324,67.6050767885896,68.3357677700477,68.4273709483793,74.2767645827469,8.5483243814529,150,758.919142626372,405.946095084248,0.460135092326749,0.539864907673251,-0.00527065371701826,0.0422957659940876,-0.994729346282982,3.01316854478814,-0.00527065371701826,-0.0422957659940876,-0.994729346282982,-3.01316854478814
0.0190981312529381,0.126336900284456,0.0435455553539152,0.0431966419269028,2,0,206.287451215224,67.0249691811852,67.5089450248446,66.8667466986795,72.7277055217853,8.76513231534501,150,727.086264733837,384.724176489224,0.449112336047908,0.550887663952092,-0.00550141048457885,0.0431966419269028,-0.99449858951542,3.01374889737954,-0.00550141048457885,-0.0431966419269028,-0.99449858951542,-3.01374889737954
0.0199399285892589,0.129073295473283,0.0444878872472139,0.044115748564125,2,0,195.157617002624,66.4369851979759,65.9572676596668,65.3661464585834,71.2124979364975,8.94400510762605,150,696.597339517817,364.398226345211,0.430125103045151,0.569874896954849,-0.00574219821564175,0.044115748564125,-0.994257801784359,3.01435482200161,-0.00574219821564175,-0.044115748564125,-0.994257801784359,-3.01435482200161
0.0208188302236942,0.13186815171741,0.0454502955487467,0.0450533901598024,2,0,181.147865789035,65.8411179044718,63.6533846989119,63.8655462184874,69.7304385407336,9.1831866624645,150,667.395632992426,344.930421994951,0.403623695362547,0.596376304637453,-0.00599344646902326,0.0450533901598024,-0.994006553530977,3.01498744491858,-0.00599344646902326,-0.0450533901598024,-0.994006553530977,-3.01498744491858
0.0217364716198872,0.134722663673917,0.0464331868200844,0.0460098714868747,2,0,165.39458090123,65.2373650048605,60.5565281223944,62.4249699879952,68.2808395690912,9.38065261740958,150,639.426806426835,326.28453761789,0.370254998242554,0.629745001757446,-0.0062556026112704,0.0460098714868747,-0.993744397388729,3.01564794194062,-0.0062556026112704,-0.0460098714868747,-0.993744397388729,-3.01564794194062
0.0226945603285832,0.137638046713607,0.0474369744199508,0.0469854974529513,2,0,148.954287980725,64.6257290315728,56.6137169277494,60.984393757503,66.8630284639555,9.63957226471446,150,612.638815230975,308.42587682065,0.330856933377719,0.669143066622281,-0.00652913250116536,0.0469854974529513,-0.993470867498836,3.01633754059656,-0.00652913250116536,-0.0469854974529513,-0.993470867498836,-3.01633754059656
0.0236948791650472,0.140615537017342,0.048462078516003,0.0479805726827771,2,0,132.68755538853,64.0062175376927,51.7617026327207,59.6038415366146,65.4763475700965,9.85256299272984,150,586.981812110126,291.321208073417,0.286445524179703,0.713554475820297,-0.00681452119550434,0.0479805726827771,-0.993185478804496,3.01705752240117,-0.00681452119550434,-0.0479805726827771,-0.993185478804496,-3.01705752240117
0.0247392895265328,0.143656391650923,0.049508926087961,0.048995401065166,2,0,117.218927803453,63.3788432920661,45.9312207680855,58.2232893157263,64.1201538367109,10.1280167958353,150,562.408054308169,274.938702872113,0.238194145160643,0.761805854839357,-0.00711227367630872,0.048995401065166,-0.992887726323691,3.01780922522087,-0.00711227367630872,-0.048995401065166,-0.992887726323691,-3.01780922522087
