Step_Number,K_Element_Name,K_Value,Change_from_Nominal,Change_Percent,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Max_Magnitude,Stable
139,K11,0.270667236180904,0.0755122361809045,38.6934673366834,0.654297137013819+0.634976436113694i,0.654297137013819-0.634976436113694i,-0.71614529764573+0i,0.911756446604096,YES
140,K11,0.272628592964824,0.0774735929648241,39.6984924623116,0.657803294330384+0.640788957162733i,0.657803294330384-0.640788957162733i,-0.723353747957248+0i,0.918322199259937,YES
141,K11,0.274589949748744,0.0794349497487437,40.7035175879397,0.661256993951462+0.646495467799898i,0.661256993951462-0.646495467799898i,-0.730457282877799+0i,0.924779542342678,YES
142,K11,0.276551306532663,0.0813963065326633,41.7085427135678,0.664660208543011+0.652100444855013i,0.664660208543011-0.652100444855013i,-0.737459847739284+0i,0.931132741879773,YES
143,K11,0.278512663316583,0.0833576633165829,42.713567839196,0.668014793653851+0.6576080732151i,0.668014793653851-0.6576080732151i,-0.744365153639355+0i,0.937385802377054,YES
144,K11,0.280474020100502,0.0853190201005025,43.7185929648241,0.671322497109499+0.663022271248188i,0.671322497109499-0.663022271248188i,-0.751176696229047+0i,0.943542488336608,YES
145,K11,0.282435376884422,0.0872803768844221,44.7236180904523,0.67458496746468+0.668346713482261i,0.67458496746468-0.668346713482261i,-0.757897772617799+0i,0.949606343571831,YES
146,K11,0.284396733668342,0.0892417336683417,45.7286432160804,0.67780376162752+0.673584850891941i,0.67780376162752-0.673584850891941i,-0.764531496621873+0i,0.955580708589042,YES
147,K11,0.286358090452261,0.0912030904522613,46.7336683417085,0.68098035175145+0.678739929089991i,0.68098035175145-0.678739929089991i,-0.771080812548131+0i,0.961468736263752,YES
148,K11,0.288319447236181,0.0931644472361809,47.7386934673367,0.684116131479546+0.683815004682654i,0.684116131479546-0.683815004682654i,-0.777548507682717+0i,0.967273406012839,YES
149,K11,0.2902808040201,0.0951258040201005,48.7437185929648,0.687212421612759+0.688812960005838i,0.687212421612759-0.688812960005838i,-0.783937223627531+0i,0.972997536631454,YES
150,K11,0.29224216080402,0.0970871608040201,49.748743718593,0.690270475266508+0.693736516435076i,0.690270475266508-0.693736516435076i,-0.790249466613418+0i,0.978643797946998,YES
151,K11,0.29420351758794,0.0990485175879397,50.7537688442211,0.693291482569999+0.69858824643107i,0.693291482569999-0.69858824643107i,-0.796487616898792+0i,0.984214721417915,YES
152,K11,0.296164874371859,0.101009874371859,51.7587939698492,0.696276574957059+0.703370584464538i,0.696276574957059-0.703370584464538i,-0.802653937351301+0i,0.989712709792048,YES
