Step_Number,K_Element_Name,K_Value,Change_from_Nominal,Change_Percent,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Max_Magnitude,Stable
168,K21,-26.6187828944724,-10.7590888944724,67.8391959798995,-0.175253730663567+3.21588676914582i,-0.175253730663567-3.21588676914582i,0.950507661327138+0i,3.22065856341194,NO
169,K21,-26.7781768040201,-10.9184828040201,68.8442211055276,-0.175466118415426+3.23902566148935i,-0.175466118415426-3.23902566148935i,0.950932436830855+0i,3.24377489886372,NO
170,K21,-26.9375707135678,-11.0778767135678,69.8492462311558,-0.175673162496676+3.26199861822896i,-0.175673162496676-3.26199861822896i,0.951346524993354+0i,3.26672558464117,NO
171,K21,-27.0969646231156,-11.2372706231156,70.8542713567839,-0.17587506324877+3.28480918661889i,-0.17587506324877-3.28480918661889i,0.951750326497541+0i,3.28951416327223,NO
172,K21,-27.2563585326633,-11.3966645326633,71.859296482412,-0.176072011066504+3.30746078861292i,-0.176072011066504-3.30746078861292i,0.952144222133013+0i,3.31214405201419,NO
173,K21,-27.4157524422111,-11.5560584422111,72.8643216080402,-0.176264187010944+3.32995672699788i,-0.176264187010944-3.32995672699788i,0.952528574021889+0i,3.33461854899493,NO
174,K21,-27.5751463517588,-11.7154523517588,73.8693467336683,-0.176451763377399+3.35230019114543i,-0.176451763377399-3.35230019114543i,0.952903726754797+0i,3.3569408389712,NO
175,K21,-27.7345402613065,-11.8748462613065,74.8743718592965,-0.176634904222226+3.37449426241088i,-0.176634904222226-3.37449426241088i,0.953270008444447+0i,3.37911399873303,NO
176,K21,-27.8939341708543,-12.0342401708543,75.8793969849246,-0.176813765851899+3.39654191920516i,-0.176813765851899-3.39654191920516i,0.953627731703801+0i,3.40114100218038,NO
177,K21,-28.053328080402,-12.193634080402,76.8844221105528,-0.176988497277491+3.4184460417639i,-0.176988497277491-3.4184460417639i,0.953977194554982+0i,3.42302472509619,NO
178,K21,-28.2127219899497,-12.3530279899497,77.8894472361809,-0.177159240637368+3.44020941663539i,-0.177159240637368-3.44020941663539i,0.954318681274737+0i,3.44476794963754,NO
179,K21,-28.3721158994975,-12.5124218994975,78.894472361809,-0.177326131590779+3.46183474090752i,-0.177326131590779-3.46183474090752i,0.954652463181566+0i,3.46637336856536,NO
180,K21,-28.5315098090452,-12.6718158090452,79.8994974874372,-0.177489299684502+3.48332462619205i,-0.177489299684502-3.48332462619205i,0.954978799369005+0i,3.48784358923081,NO
181,K21,-28.690903718593,-12.831209718593,80.9045226130653,-0.177648868694795+3.50468160238297i,-0.177648868694795-3.50468160238297i,0.955297937389589+0i,3.50918113733535,NO
182,K21,-28.8502976281407,-12.9906036281407,81.9095477386935,-0.177804956946581+3.52590812120457i,-0.177804956946581-3.52590812120457i,0.955610113893161+0i,3.53038846048011,NO
183,K21,-29.0096915376884,-13.1499975376884,82.9145728643216,-0.177957677611534+3.5470065595633i,-0.177957677611534-3.5470065595633i,0.955915555223073+0i,3.55146793151873,NO
184,K21,-29.1690854472362,-13.3093914472362,83.9195979899497,-0.178107138986788+3.5679792227167i,-0.178107138986788-3.5679792227167i,0.956214477973582+0i,3.57242185172694,NO
185,K21,-29.3284793567839,-13.4687853567839,84.9246231155779,-0.178253444755651+3.58882834727132i,-0.178253444755651-3.58882834727132i,0.956507089511304+0i,3.5932524538008,NO
186,K21,-29.4878732663317,-13.6281792663317,85.929648241206,-0.178396694231692+3.60955610402092i,-0.178396694231692-3.60955610402092i,0.956793588463383+0i,3.61396190469511,NO
187,K21,-29.6472671758794,-13.7875731758794,86.9346733668342,-0.178536982587465+3.63016460063522i,-0.178536982587465-3.63016460063522i,0.957074165174928+0i,3.63455230831206,NO
188,K21,-29.8066610854271,-13.9469670854271,87.9396984924623,-0.178674401068955+3.65065588420861i,-0.178674401068955-3.65065588420861i,0.95734900213791+0i,3.65502570804971,NO
189,K21,-29.9660549949749,-14.1063609949749,88.9447236180904,-0.178809037196763+3.67103194367786i,-0.178809037196763-3.67103194367786i,0.957618274393526+0i,3.67538408921931,NO
190,K21,-30.1254489045226,-14.2657549045226,89.9497487437186,-0.178940974954987+3.69129471211674i,-0.178940974954987-3.69129471211674i,0.957882149909979+0i,3.69562938133937,NO
191,K21,-30.2848428140703,-14.4251488140703,90.9547738693467,-0.179070294968794+3.71144606891543i,-0.179070294968794-3.71144606891543i,0.958140789937594+0i,3.71576346031445,NO
192,K21,-30.4442367236181,-14.5845427236181,91.9597989949749,-0.179197074671179+3.73148784185133i,-0.179197074671179-3.73148784185133i,0.958394349342363+0i,3.73578815050519,NO
193,K21,-30.6036306331658,-14.7439366331658,92.964824120603,-0.179321388460055+3.75142180905822i,-0.179321388460055-3.75142180905822i,0.958642976920112+0i,3.75570522669669,NO
194,K21,-30.7630245427136,-14.9033305427136,93.9698492462311,-0.179443307845934+3.77124970089958i,-0.179443307845934-3.77124970089958i,0.958886815691869+0i,3.77551641597091,NO
195,K21,-30.9224184522613,-15.0627244522613,94.9748743718593,-0.179562901591232+3.7909732017518i,-0.179562901591232-3.7909732017518i,0.959126003182469+0i,3.79522339948891,NO
196,K21,-31.081812361809,-15.222118361809,95.9798994974874,-0.17968023584137+3.81059395170243i,-0.17968023584137-3.81059395170243i,0.959360671682748+0i,3.8148278141881,NO
197,K21,-31.2412062713568,-15.3815122713568,96.9849246231156,-0.179795374248545+3.83011354816861i,-0.179795374248545-3.83011354816861i,0.959590948497089+0i,3.83433125439964,NO
198,K21,-31.4006001809045,-15.5409061809045,97.9899497487437,-0.179908378088502+3.84953354743988i,-0.179908378088502-3.84953354743988i,0.959816956177004+0i,3.85373527339015,NO
199,K21,-31.5599940904523,-15.7003000904523,98.9949748743718,-0.180019306370724+3.86885546614999i,-0.180019306370724-3.86885546614999i,0.960038812741447+0i,3.87304138483245,NO
200,K21,-31.719388,-15.859694,100,-0.18012821594261+3.88808078268152i,-0.18012821594261-3.88808078268152i,0.960256631885223+0i,3.89225106420899,NO
