Step_Number,K_Element_Name,K_Value,Change_from_Nominal,Change_Percent,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Max_Magnitude,Stable
55,K21,-8.60727111557789,7.25242288442211,-45.7286432160804,2.28626853798698+0i,1.06466723361417+0i,-2.75093557160115+0i,2.75093557160115,NO
56,K21,-8.76666502512563,7.09302897487437,-44.7236180904523,2.25450960475221+0i,1.0673310091756+0i,-2.72184041392781+0i,2.72184041392781,NO
57,K21,-8.92605893467337,6.93363506532663,-43.7185929648241,2.22222519920268+0i,1.07018626517598+0i,-2.69241126437866+0i,2.69241126437866,NO
58,K21,-9.08545284422111,6.77424115577889,-42.713567839196,2.18938102006778+0i,1.07325559598453+0i,-2.66263641605231+0i,2.66263641605231,NO
59,K21,-9.24484675376885,6.61484724623115,-41.7085427135678,2.15593816087825+0i,1.0765655031427+0i,-2.63250346402095+0i,2.63250346402095,NO
60,K21,-9.40424066331658,6.45545333668342,-40.7035175879397,2.12185211972795+0i,1.08014732603801+0i,-2.60199924576595+0i,2.60199924576595,NO
61,K21,-9.56363457286432,6.29605942713568,-39.6984924623116,2.08707150882139+0i,1.0840384661041+0i,-2.57110977492549+0i,2.57110977492549,NO
62,K21,-9.72302848241206,6.13666551758794,-38.6934673366834,2.0515363435889+0i,1.08828402382512+0i,-2.53982016741401+0i,2.53982016741401,NO
63,K21,-9.8824223919598,5.9772716080402,-37.6884422110553,2.01517572973228+0i,1.09293902908067+0i,-2.50811455881295+0i,2.50811455881295,NO
64,K21,-10.0418163015075,5.81787769849246,-36.6834170854271,1.97790466588339+0i,1.09807154585681+0i,-2.47597601174019+0i,2.47597601174019,NO
65,K21,-10.2012102110553,5.65848378894472,-35.678391959799,1.93961950852737+0i,1.1037671031455+0i,-2.44338641167287+0i,2.44338641167287,NO
66,K21,-10.360604120603,5.49908987939698,-34.6733668341708,1.90019134306446+0i,1.11013520635206+0i,-2.41032634941652+0i,2.41032634941652,NO
67,K21,-10.5199980301508,5.33969596984925,-33.6683417085427,1.85945594218587+0i,1.11731924588409+0i,-2.37677498806996+0i,2.37677498806996,NO
68,K21,-10.6793919396985,5.18030206030151,-32.6633165829146,1.81719788445471+0i,1.12551222745905+0i,-2.34270991191376+0i,2.34270991191376,NO
69,K21,-10.8387858492462,5.02090815075377,-31.6582914572864,1.77312406291512+0i,1.13498309121593+0i,-2.30810695413105+0i,2.30810695413105,NO
70,K21,-10.998179758794,4.86151424120603,-30.6532663316583,1.72681640086999+0i,1.1461237987548+0i,-2.27293999962478+0i,2.27293999962478,NO
71,K21,-11.1575736683417,4.70212033165829,-29.6482412060301,1.67763956717652+0i,1.15954139121544+0i,-2.23718075839196+0i,2.23718075839196,NO
72,K21,-11.3169675778894,4.54272642211055,-28.643216080402,1.62453700058773+0i,1.17626170331647+0i,-2.2007985039042+0i,2.2007985039042,NO
73,K21,-11.4763614874372,4.38333251256281,-27.6381909547739,1.56548663599995+0i,1.19827333366561+0i,-2.16375976966556+0i,2.16375976966556,NO
74,K21,-11.6357553969849,4.22393860301507,-26.6331658291457,1.49547436790378+0i,1.23055382758288+0i,-2.12602799548664+0i,2.12602799548664,NO
75,K21,-11.7951493065327,4.06454469346734,-25.6281407035176,1.3857395465935+0i,1.30182376632302+0i,-2.08756311291651+0i,2.08756311291651,NO
76,K21,-11.9545432160804,3.9051507839196,-24.6231155778894,1.32416062827635+0.116716140631878i,1.32416062827635-0.116716140631878i,-2.04832105655269+0i,2.04832105655269,NO
77,K21,-12.1139371256281,3.74575687437186,-23.6180904522613,1.30412669219313+0.169055496417604i,1.30412669219313-0.169055496417604i,-2.00825318438627+0i,2.00825318438627,NO
78,K21,-12.2733310351759,3.58636296482412,-22.6130653266332,1.28365289281324+0.207568014774385i,1.28365289281324-0.207568014774385i,-1.96730558562648+0i,1.96730558562648,NO
79,K21,-12.4327249447236,3.42696905527638,-21.608040201005,1.26270922407383+0.238971944490359i,1.26270922407383-0.238971944490359i,-1.92541824814766+0i,1.92541824814766,NO
80,K21,-12.5921188542714,3.26757514572864,-20.6030150753769,1.24126212458825+0.265737733442301i,1.24126212458825-0.265737733442301i,-1.88252404917651+0i,1.88252404917651,NO
81,K21,-12.7515127638191,3.1081812361809,-19.5979899497487,1.2192738605783+0.289093266386853i,1.2192738605783-0.289093266386853i,-1.83854752115661+0i,1.83854752115661,NO
82,K21,-12.9109066733668,2.94878732663317,-18.5929648241206,1.1967017642486+0.309744621139115i,1.1967017642486-0.309744621139115i,-1.7934033284972+0i,1.7934033284972,NO
83,K21,-13.0703005829146,2.78939341708543,-17.5879396984925,1.17349728401014+0.328131981974191i,1.17349728401014-0.328131981974191i,-1.74699436802027+0i,1.74699436802027,NO
84,K21,-13.2296944924623,2.62999950753769,-16.5829145728643,1.14960478654192+0.34454123951616i,1.14960478654192-0.34454123951616i,-1.69920937308383+0i,1.69920937308383,NO
85,K21,-13.38908840201,2.47060559798995,-15.5778894472362,1.12496002669489+0.359159114177726i,1.12496002669489-0.359159114177726i,-1.64991985338979+0i,1.64991985338979,NO
86,K21,-13.5484823115578,2.31121168844221,-14.572864321608,1.09948816548248+0.372102403507268i,1.09948816548248-0.372102403507268i,-1.59897613096496+0i,1.59897613096496,NO
87,K21,-13.7078762211055,2.15181777889447,-13.5678391959799,1.07310116185975+0.383433747700304i,1.07310116185975-0.383433747700304i,-1.54620212371951+0i,1.54620212371951,NO
88,K21,-13.8672701306533,1.99242386934673,-12.5628140703518,1.04569427865439+0.393169384354076i,1.04569427865439-0.393169384354076i,-1.49138835730877+0i,1.49138835730877,NO
89,K21,-14.026664040201,1.83302995979899,-11.5577889447236,1.01714130557396+0.401281285166615i,1.01714130557396-0.401281285166615i,-1.43428241114792+0i,1.43428241114792,NO
90,K21,-14.1860579497487,1.67363605025126,-10.5527638190955,0.987287873451648+0.407694397342462i,0.987287873451648-0.407694397342462i,-1.37457554690329+0i,1.37457554690329,NO
91,K21,-14.3454518592965,1.51424214070352,-9.54773869346734,0.95594183837117+0.412278460196654i,0.95594183837117-0.412278460196654i,-1.31188347674234+0i,1.31188347674234,NO
92,K21,-14.5048457688442,1.35484823115578,-8.5427135678392,0.922858999454826+0.414832429886072i,0.922858999454826-0.414832429886072i,-1.24571779890965+0i,1.24571779890965,NO
93,K21,-14.664239678392,1.19545432160804,-7.53768844221105,0.887721052431175+0.415057213121716i,0.887721052431175-0.415057213121716i,-1.17544190486235+0i,1.17544190486235,NO
94,K21,-14.8236335879397,1.0360604120603,-6.53266331658291,0.85009991803148+0.412507782043793i,0.85009991803148-0.412507782043793i,-1.10019963606296+0i,1.10019963606296,NO
95,K21,-14.9830274974874,0.876666502512563,-5.52763819095477,0.809396523364098+0.406505272967719i,0.809396523364098-0.406505272967719i,-1.0187928467282+0i,1.0187928467282,NO
96,K21,-15.1424214070352,0.717272592964823,-4.52261306532663,0.764727440339152+0.395962908617518i,0.764727440339152-0.395962908617518i,-0.929454680678307+0i,0.929454680678307,YES
97,K21,-15.3018153165829,0.557878683417085,-3.51758793969849,0.714692320177084+0.379000191791566i,0.714692320177084-0.379000191791566i,-0.829384440354163+0i,0.829384440354163,YES
98,K21,-15.4612092261307,0.398484773869347,-2.51256281407035,0.65682121724218+0.351929938166584i,0.65682121724218-0.351929938166584i,-0.713642234484359+0i,0.745163601363777,YES
99,K21,-15.6206031356784,0.239090864321607,-1.50753768844221,0.585914799011238+0.305728188251699i,0.585914799011238-0.305728188251699i,-0.571829398022475+0i,0.660882649788936,YES
100,K21,-15.7799970452261,0.0796969547738691,-0.50251256281407,0.486096640423152+0.202766181467357i,0.486096640423152-0.202766181467357i,-0.372193080846304+0i,0.526691625315543,YES
101,K21,-15.9393909547739,-0.0796969547738673,0.50251256281407,0.610510687911185+0i,-0.0052552439555919+0.266140556940497i,-0.0052552439555919-0.266140556940497i,0.610510687911185,YES
102,K21,-16.0987848643216,-0.239090864321609,1.50753768844221,0.689662841582451+0i,-0.0448313207912251+0.522637528233179i,-0.0448313207912251-0.522637528233179i,0.689662841582451,YES
103,K21,-16.2581787738693,-0.398484773869347,2.51256281407035,0.732378423149785+0i,-0.0661891115748919+0.674369327248911i,-0.0661891115748919-0.674369327248911i,0.732378423149785,YES
104,K21,-16.4175726834171,-0.557878683417085,3.51758793969849,0.761455591725583+0i,-0.0807276958627925+0.792154894128152i,-0.0807276958627925-0.792154894128152i,0.796257707762066,YES
105,K21,-16.5769665929648,-0.717272592964827,4.52261306532663,0.783219050882824+0i,-0.0916094254414095+0.891669572555194i,-0.0916094254414095-0.891669572555194i,0.896363159355887,YES
106,K21,-16.7363605025126,-0.876666502512562,5.52763819095477,0.80040706023904+0i,-0.100203430119517+0.979394685526469i,-0.100203430119517-0.979394685526469i,0.98450732726842,YES
107,K21,-16.8957544120603,-1.0360604120603,6.53266331658291,0.814466761520695+0i,-0.107233280760345+1.05872834737458i,-0.107233280760345-1.05872834737458i,1.06414505122052,NO
108,K21,-17.055148321608,-1.19545432160804,7.53768844221105,0.826258737315442+0i,-0.11312926865772+1.1317066133828i,-0.11312926865772-1.1317066133828i,1.13734695242982,NO
109,K21,-17.2145422311558,-1.35484823115578,8.5427135678392,0.836336827530602+0i,-0.118168313765299+1.19966014537609i,-0.118168313765299-1.19966014537609i,1.20546597412864,NO
110,K21,-17.3739361407035,-1.51424214070352,9.54773869346734,0.84507834499515+0i,-0.122539072497575+1.26351366870069i,-0.122539072497575-1.26351366870069i,1.26944185187114,NO
111,K21,-17.5333300502513,-1.67363605025126,10.5527638190955,0.852751667723474+0i,-0.126375733861736+1.32393994737605i,-0.126375733861736-1.32393994737605i,1.32995782277755,NO
112,K21,-17.692723959799,-1.83302995979899,11.5577889447236,0.859554265911376+0i,-0.129777032955685+1.38144616025518i,-0.129777032955685-1.38144616025518i,1.38752858419802,NO
113,K21,-17.8521178693467,-1.99242386934673,12.5628140703518,0.865635465130296+0i,-0.132817632565147+1.43642568299757i,-0.132817632565147-1.43642568299757i,1.44255303760217,NO
114,K21,-18.0115117788945,-2.15181777889447,13.5678391959799,0.87111076267949+0i,-0.135555281339746+1.48919080287505i,-0.135555281339746-1.48919080287505i,1.49534761231853,NO
115,K21,-18.1709056884422,-2.31121168844221,14.572864321608,0.876071202153761+0i,-0.138035501076884+1.53999428585012i,-0.138035501076884-1.53999428585012i,1.54616823147048,NO
116,K21,-18.3302995979899,-2.47060559798995,15.5778894472362,0.880589721792135+0i,-0.140294760896063+1.58904410476901i,-0.140294760896063-1.58904410476901i,1.59522530911343,NO
117,K21,-18.4896935075377,-2.62999950753769,16.5829145728643,0.884725577504059+0i,-0.142362688752034+1.63651380056152i,-0.142362688752034-1.63651380056152i,1.64269429735938,NO
118,K21,-18.6490874170854,-2.78939341708543,17.5879396984925,0.888527500577767+0i,-0.144263650288877+1.68254995872402i,-0.144263650288877-1.68254995872402i,1.68872329420686,NO
119,K21,-18.8084813266332,-2.94878732663317,18.5929648241206,0.892036000272699+0i,-0.146017900136351+1.72727772400645i,-0.146017900136351-1.72727772400645i,1.73343865279655,NO
120,K21,-18.9678752361809,-3.10818123618091,19.5979899497487,0.89528507429463+0i,-0.147642437147313+1.77080494685411i,-0.147642437147313-1.77080494685411i,1.77694919709309,NO
121,K21,-19.1272691457286,-3.26757514572864,20.6030150753769,0.898303500417365+0i,-0.149151650208684+1.81322535423791i,-0.149151650208684-1.81322535423791i,1.8193494441726,NO
122,K21,-19.2866630552764,-3.42696905527638,21.608040201005,0.901115826157552+0i,-0.150557813078776+1.85462101110886i,-0.150557813078776-1.85462101110886i,1.86072210443298,NO
123,K21,-19.4460569648241,-3.58636296482412,22.6130653266332,0.90374313707539+0i,-0.151871468537695+1.89506425700663i,-0.151871468537695-1.89506425700663i,1.90114004774501,NO
124,K21,-19.6054508743719,-3.74575687437186,23.6180904522613,-0.153101730148308+1.93461924824918i,-0.153101730148308-1.93461924824918i,0.906203660296619+0i,1.94066786840784,NO
125,K21,-19.7648447839196,-3.9051507839196,24.6231155778894,-0.154256521846515+1.97334319952226i,-0.154256521846515-1.97334319952226i,0.908513243693031+0i,1.97936314445655,NO
126,K21,-19.9242386934673,-4.06454469346733,25.6281407035176,-0.155342770031225+2.011287393436i,-0.155342770031225-2.011287393436i,0.910685740062445+0i,2.01727746113309,NO
127,K21,-20.0836326030151,-4.22393860301507,26.6331658291457,-0.156366558950091+2.04849800888574i,-0.156366558950091-2.04849800888574i,0.91273331790018+0i,2.05445725026508,NO
128,K21,-20.2430265125628,-4.38333251256281,27.6381909547739,-0.157333257426987+2.08501680640787i,-0.157333257426987-2.08501680640787i,0.914666714853979+0i,2.0909444844127,NO
129,K21,-20.4024204221106,-4.54272642211055,28.643216080402,-0.158247622999914+2.12088169956873i,-0.158247622999914-2.12088169956873i,0.916495445999831+0i,2.12677725532099,NO
130,K21,-20.5618143316583,-4.70212033165829,29.6482412060301,-0.159113888094908+2.15612723470951i,-0.159113888094908-2.15612723470951i,0.918227976189822+0i,2.16199025937694,NO
131,K21,-20.721208241206,-4.86151424120603,30.6532663316583,-0.159935831798319+2.19078499638494i,-0.159935831798319-2.19078499638494i,0.919871863596643+0i,2.19661520769533,NO
132,K21,-20.8806021507538,-5.02090815075377,31.6582914572864,-0.160716839995278+2.22488395208843i,-0.160716839995278-2.22488395208843i,0.921433879990555+0i,2.23068117464569,NO
133,K21,-21.0399960603015,-5.18030206030151,32.6633165829146,-0.161459956044471+2.2584507470148i,-0.161459956044471-2.2584507470148i,0.922920112088936+0i,2.26421489574148,NO
134,K21,-21.1993899698492,-5.33969596984925,33.6683417085427,-0.162167923703132+2.29150995743278i,-0.162167923703132-2.29150995743278i,0.924336047406258+0i,2.29724102359586,NO
135,K21,-21.358783879397,-5.49908987939699,34.6733668341708,-0.162843223667533+2.32408430955529i,-0.162843223667533-2.32408430955529i,0.925686647335067+0i,2.32978234893638,NO
136,K21,-21.5181777889447,-5.65848378894472,35.678391959799,-0.163488104822482+2.35619486948096i,-0.163488104822482-2.35619486948096i,0.926976409644966+0i,2.36185999233376,NO
137,K21,-21.6775716984925,-5.81787769849246,36.6834170854271,-0.164104611082985+2.38786120874722i,-0.164104611082985-2.38786120874722i,0.928209422165972+0i,2.3934935712507,NO
138,K21,-21.8369656080402,-5.9772716080402,37.6884422110553,-0.164694604544596+2.41910154921682i,-0.164694604544596-2.41910154921682i,0.929389409089194+0i,2.42470134618458,NO
139,K21,-21.9963595175879,-6.13666551758794,38.6934673366834,-0.165259785527891+2.4499328903667i,-0.165259785527891-2.4499328903667i,0.930519771055777+0i,2.45550034901509,NO
140,K21,-22.1557534271357,-6.29605942713568,39.6984924623116,-0.165801709997493+2.4803711215236i,-0.165801709997493-2.4803711215236i,0.931603619994982+0i,2.48590649613503,NO
141,K21,-22.3151473366834,-6.45545333668341,40.7035175879397,-0.16632180475251+2.5104311211678i,-0.16632180475251-2.5104311211678i,0.932643809505017+0i,2.51593468851319,NO
142,K21,-22.4745412462312,-6.61484724623116,41.7085427135678,-0.166821380717349+2.54012684508112i,-0.166821380717349-2.54012684508112i,0.933642961434699+0i,2.5455989004881,NO
143,K21,-22.6339351557789,-6.77424115577889,42.713567839196,-0.167301644606967+2.56947140483487i,-0.167301644606967-2.56947140483487i,0.934603489213938+0i,2.57491225880656,NO
144,K21,-22.7933290653266,-6.93363506532663,43.7185929648241,-0.167763709196209+2.59847713788145i,-0.167763709196209-2.59847713788145i,0.935527618392421+0i,2.60388711318595,NO
145,K21,-22.9527229748744,-7.09302897487437,44.7236180904523,-0.168208602385972+2.6271556703229i,-0.168208602385972-2.6271556703229i,0.936417404771945+0i,2.63253509948612,NO
146,K21,-23.1121168844221,-7.25242288442211,45.7286432160804,-0.168637275229094+2.65551797327084i,-0.168637275229094-2.65551797327084i,0.937274750458185+0i,2.66086719641571,NO
147,K21,-23.2715107939698,-7.41181679396985,46.7336683417085,-0.169050609053675+2.68357441358067i,-0.169050609053675-2.68357441358067i,0.938101418107348+0i,2.68889377656431,NO
148,K21,-23.4309047035176,-7.57121070351759,47.7386934673367,-0.169449421801231+2.71133479963189i,-0.169449421801231-2.71133479963189i,0.938899043602458+0i,2.7166246524398,NO
149,K21,-23.5902986130653,-7.73060461306533,48.7437185929648,-0.169834473679559+2.73880842273388i,-0.169834473679559-2.73880842273388i,0.939669147359127+0i,2.74406911809598,NO
150,K21,-23.7496925226131,-7.88999852261306,49.748743718593,-0.170206472215978+2.76600409465794i,-0.170206472215978-2.76600409465794i,0.940413144431956+0i,2.77123598685653,NO
151,K21,-23.9090864321608,-8.0493924321608,50.7537688442211,-0.170566076784387+2.79293018172993i,-0.170566076784387-2.79293018172993i,0.941132353568775+0i,2.79813362557395,NO
152,K21,-24.0684803417085,-8.20878634170854,51.7587939698492,-0.170913902669572+2.81959463586154i,-0.170913902669572-2.81959463586154i,0.941828005339147+0i,2.82476998580503,NO
153,K21,-24.2278742512563,-8.36818025125628,52.7638190954774,-0.17125052472333+2.84600502284983i,-0.17125052472333-2.84600502284983i,0.94250124944666+0i,2.85115263223569,NO
154,K21,-24.387268160804,-8.52757416080402,53.7688442211055,-0.171576480659835+2.87216854823404i,-0.171576480659835-2.87216854823404i,0.943153161319667+0i,2.8772887686467,NO
155,K21,-24.5466620703518,-8.68696807035176,54.7738693467337,-0.171892274031421+2.89809208096235i,-0.171892274031421-2.89809208096235i,0.943784748062843+0i,2.90318526167524,NO
156,K21,-24.7060559798995,-8.8463619798995,55.7788944723618,-0.172198376920634+2.92378217509184i,-0.172198376920634-2.92378217509184i,0.944396953841266+0i,2.92884866259745,NO
157,K21,-24.8654498894472,-9.00575588944723,56.7839195979899,-0.172495232379747+2.94924508971784i,-0.172495232379747-2.94924508971784i,0.944990664759494+0i,2.9542852273297,NO
158,K21,-25.024843798995,-9.16514979899497,57.7889447236181,-0.172783256645262+2.97448680730635i,-0.172783256645262-2.97448680730635i,0.945566713290522+0i,2.9795009348239,NO
159,K21,-25.1842377085427,-9.32454370854271,58.7939698492462,-0.173062841151255+2.99951305058358i,-0.173062841151255-2.99951305058358i,0.946125882302516+0i,3.0045015040117,NO
160,K21,-25.3436316180905,-9.48393761809045,59.7989949748744,-0.173334354362895+3.02432929811888i,-0.173334354362895-3.02432929811888i,0.946668908725791+0i,3.02929240943536,NO
161,K21,-25.5030255276382,-9.64333152763819,60.8040201005025,-0.173598143448478+3.04894079872321i,-0.173598143448478-3.04894079872321i,0.947196486896958+0i,3.05387889568786,NO
162,K21,-25.6624194371859,-9.80272543718593,61.8090452261306,-0.173854535806673+3.07335258477092i,-0.173854535806673-3.07335258477092i,0.947709271613353+0i,3.07826599077121,NO
163,K21,-25.8218133467337,-9.96211934673367,62.8140703517588,-0.174103840463273+3.0975694845423i,-0.174103840463273-3.0975694845423i,0.948207880926548+0i,3.10245851847074,NO
164,K21,-25.9812072562814,-10.1215132562814,63.8190954773869,-0.174346349350518+3.1215961336733i,-0.174346349350518-3.1215961336733i,0.948692898701035+0i,3.12646110983264,NO
165,K21,-26.1406011658291,-10.2809071658291,64.8241206030151,-0.174582338480318+3.14543698579034i,-0.174582338480318-3.14543698579034i,0.949164876960635+0i,3.15027821382288,NO
166,K21,-26.2999950753769,-10.4403010753769,65.8291457286432,-0.174812069021584+3.16909632240007i,-0.174812069021584-3.16909632240007i,0.949624338043174+0i,3.17391410723813,NO
167,K21,-26.4593889849246,-10.5996949849246,66.8341708542713,-0.175035788290749+3.19257826209702i,-0.175035788290749-3.19257826209702i,0.950071776581499+0i,3.19737290393175,NO
