Step_Number,K_Element_Name,K_Value,Change_from_Nominal,Change_Percent,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Max_Magnitude,Stable
1,K21,-15.93899247,-0.0792984699999995,-0.499999999999997,0.6102012014,-0.005100500703+0.2650812963i,-0.005100500703-0.2650812963i,0.610201201406512,YES
2,K21,-16.01829094,-0.158596940000001,-1,0.6576516025,-0.02882570124+0.4185946189i,-0.02882570124-0.4185946189i,0.657651602473762,YES
3,K21,-16.09758941,-0.237895409999998,-1.49999999999999,0.6892574698,-0.04462863488+0.5212827994i,-0.04462863488-0.5212827994i,0.689257469765068,YES
4,K21,-16.17688788,-0.31719388,-2,0.7129967347,-0.05649826734+0.603032944i,-0.05649826734-0.603032944i,0.712996734681846,YES
5,K21,-16.25618635,-0.396492350000001,-2.50000000000001,0.7319486928,-0.06597424639+0.6727331896i,-0.06597424639-0.6727331896i,0.731948692773571,YES
6,K21,-16.33548482,-0.475790819999999,-2.99999999999999,0.7476585513,-0.07382917566+0.7344104397i,-0.07382917566-0.7344104397i,0.747658551318407,YES
7,K21,-16.41478329,-0.55508929,-3.5,0.7610206486,-0.08051022432+0.7902770372i,-0.08051022432-0.7902770372i,0.794367479020023,YES
8,K21,-16.49408176,-0.634387760000001,-4.00000000000001,0.7726021965,-0.08630099825+0.8416965119i,-0.08630099825-0.8416965119i,0.846109260325354,YES
9,K21,-16.57338023,-0.713686229999999,-4.49999999999999,0.7827867578,-0.0913932789+0.8895767295i,-0.0913932789-0.8895767295i,0.894259184504597,YES
10,K21,-16.6526787,-0.7929847,-5,0.7918463578,-0.0959230789+0.9345568092i,-0.0959230789-0.9345568092i,0.939466692743446,YES
11,K21,-16.73197717,-0.872283170000001,-5.50000000000001,0.7999811587,-0.09999047935+0.977106075i,-0.09999047935-0.977106075i,0.982208927797938,YES
12,K21,-16.81127564,-0.951581639999999,-5.99999999999999,0.8073428371,-0.1036713185+1.01758077i,-0.1036713185-1.01758077i,1.02284816321661,NO
13,K21,-15.859694,0,0,0.5000392469,0.2999432651,-0.1999823119,0.500039246869543,YES
14,K21,-15.78039553,0.0792984699999995,0.499999999999997,0.4857718146+0.2023093042i,0.4857718146-0.2023093042i,-0.3715434293,0.526216030221663,YES
15,K21,-15.70109706,0.158596940000001,1,0.5412754991+0.2669661922i,0.5412754991-0.2669661922i,-0.4825507982,0.603531369293519,YES
16,K21,-15.62179859,0.23789541,1.5,0.5853082575+0.305258903i,0.5853082575-0.305258903i,-0.570616315,0.66012783169509,YES
17,K21,-15.54250012,0.31719388,2,0.6228316624+0.3317937217i,0.6228316624-0.3317937217i,-0.6456631247,0.705695652109604,YES
18,K21,-15.46320165,0.396492350000001,2.50000000000001,0.6560311812+0.3514998401i,0.6560311812-0.3514998401i,-0.7120621623,0.74426409845202,YES
19,K21,-15.38390318,0.47579082,3,0.6860959442+0.366685449i,0.6860959442-0.366685449i,-0.7721916884,0.777936927488753,YES
20,K21,-15.30460471,0.55508929,3.5,0.7137565881+0.3786284574i,0.7137565881-0.3786284574i,-0.8275129762,0.827512976238289,YES
21,K21,-15.22530624,0.634387759999999,4,0.7394994633+0.388114187i,0.7394994633-0.388114187i,-0.8789987265,0.878998726501271,YES
22,K21,-15.14600777,0.71368623,4.5,0.7636673195+0.395661153i,0.7636673195-0.395661153i,-0.9273344391,0.927334439066464,YES
23,K21,-15.0667093,0.7929847,5,0.7865122793+0.4016301353i,0.7865122793-0.4016301353i,-0.9730243587,0.973024358677805,YES
24,K21,-14.98741083,0.872283169999999,5.5,0.8082260998+0.406282374i,0.8082260998-0.406282374i,-1.016452,1.01645199951501,NO
