n,theta_rad,group_delay_samples
1,0.2132266561111928,0.8468469916741981
1,0.2137503088289107,0.846755127570475
1,0.21427396154662862,0.8466630615859003
1,0.21479761426434654,0.8465707938839273
1,0.21532126698206444,0.8464783246279808
1,0.21584491969978237,0.8463856539823666
1,0.2163685724175003,0.8462927821113055
1,0.21689222513521822,0.846199709179416
1,0.21741587785293612,0.8461064353515724
1,0.21793953057065404,0.84601296079299
1,0.21846318328837197,0.8459192856692255
1,0.21898683600608987,0.8458254101459772
1,0.2195104887238078,0.8457313343891997
1,0.22003414144152572,0.8456370585654724
1,0.22055779415924365,0.8455425828413468
1,0.22108144687696155,0.8454479073837433
1,0.22160509959467947,0.8453530323598386
1,0.2221287523123974,0.8452579579371502
1,0.2226524050301153,0.8451626842836504
1,0.22317605774783322,0.8450672115671978
1,0.22369971046555115,0.8449715399562194
1,0.22422336318326908,0.8448756696193414
1,0.22474701590098697,0.8447796007256443
1,0.2252706686187049,0.8446833334441237
1,0.22579432133642283,0.8445868679443151
1,0.22631797405414072,0.8444902043961235
1,0.22684162677185865,0.8443933429695392
1,0.22736527948957658,0.8442962838349501
1,0.2278889322072945,0.8441990271627446
1,0.2284125849250124,0.8441015731240782
1,0.22893623764273033,0.8440039218899074
1,0.22945989036044825,0.8439060736318993
1,0.22998354307816618,0.8438080285216074
1,0.23050719579588408,0.8437097867310399
1,0.231030848513602,0.8436113484326313
1,0.23155450123131993,0.8435127137987593
1,0.23207815394903783,0.8434138830020856
1,0.23260180666675576,0.8433148562160966
1,0.23312545938447368,0.843215633613994
1,0.2336491121021916,0.8431162153692355
1,0.2341727648199095,0.8430166016559326
1,0.23469641753762743,0.8429167926481682
1,0.23522007025534536,0.8428167885203379
1,0.23574372297306326,0.8427165894472921
1,0.23626737569078118,0.8426161956039948
1,0.2367910284084991,0.8425156071655806
1,0.23731468112621704,0.8424148243075251
1,0.23783833384393493,0.8423138472057587
1,0.23836198656165286,0.8422126760362687
1,0.2388856392793708,0.8421113109752412
1,0.23940929199708869,0.8420097521994023
1,0.2399329447148066,0.8419079998855352
1,0.24045659743252454,0.8418060542106787
1,0.24098025015024246,0.8417039153523262
