time_s,response
0,0
0.00531825651950672,0.0511240370856568
0.0106365130390134,0.098370867047201
0.0159547695585202,0.142076418791844
0.0212730260780269,0.182547073466838
0.0265912825975336,0.220062264734081
0.0319095391170403,0.254876850242085
0.0372277956365471,0.287223274427511
0.0425460521560538,0.317313541007058
0.0478643086755605,0.345341011904953
0.0531825651950672,0.371482047887874
0.058500821714574,0.395897504835406
0.0638190782340807,0.418734098348566
0.0691373347535874,0.440125648281298
0.0744555912730941,0.460194213760462
0.0797738477926009,0.479051128330185
0.0850921043121076,0.496797944008619
0.0904103608316143,0.513527292271865
0.095728617351121,0.529323669274637
0.101046873870628,0.544264151974051
0.106365130390134,0.558419051236388
0.111683386909641,0.571852507471677
0.117001643429148,0.584623033853095
0.122319899948655,0.5967840117332
0.127638156468161,0.60838414246321
0.132956412987668,0.619467859451434
0.138274669507175,0.630075703959442
0.143592926026682,0.640244667826707
0.148911182546188,0.650008506033696
0.154229439065695,0.659398021757376
0.159547695585202,0.668441326339525
0.164865952104708,0.677164076375328
0.170184208624215,0.685589689935457
0.175502465143722,0.693739543757727
0.180820721663229,0.701633153082835
0.186138978182735,0.709288335661383
0.191457234702242,0.71672136132497
0.196775491221749,0.723947088391633
0.202093747741255,0.730979088064096
0.207412004260762,0.737829757877398
0.212730260780269,0.744510425159482
0.218048517299776,0.751031441383537
0.223366773819282,0.757402268213581
0.228685030338789,0.763631555974227
0.234003286858296,0.769727215211285
0.239321543377803,0.775696481951163
0.244639799897309,0.78154597721357
0.249958056416816,0.787281761283198
0.255276312936323,0.792909383201608
0.260594569455829,0.798433925899909
0.265912825975336,0.803860047355864
0.271231082494843,0.80919201812527
0.27654933901435,0.814433755566677
0.281867595533856,0.819588855050454
0.287185852053363,0.824660618417587
0.29250410857287,0.82965207993025
0.297822365092377,0.834566029934889
0.303140621611883,0.839405036439154
0.30845887813139,0.844171464786259
0.313777134650897,0.848867495594241
0.319095391170403,0.853495141112827
0.32441364768991,0.858056260137186
0.329731904209417,0.862552571605586
0.335050160728924,0.866985666996817
0.34036841724843,0.871357021633013
0.345686673767937,0.87566800498424
0.351004930287444,0.879919890062733
0.35632318680695,0.884113861986912
0.361641443326457,0.888251025788286
0.366959699845964,0.892332413527893
0.372277956365471,0.896358990783083
0.377596212884977,0.900331662560079
0.382914469404484,0.904251278682898
0.388232725923991,0.908118638704729
0.393550982443498,0.911934496383849
0.398869238963004,0.915699563762421
0.404187495482511,0.919414514883161
0.409505752002018,0.92307998917578
0.414824008521524,0.926696594542297
0.420142265041031,0.930264910167766
0.425460521560538,0.933785489080599
0.430778778080045,0.937258860484584
0.436097034599551,0.940685531882709
0.441415291119058,0.944065991011149
0.446733547638565,0.947400707600172
0.452051804158072,0.950690134977225
0.457370060677578,0.953934711526118
0.462688317197085,0.957134862015018
0.468006573716592,0.960290998804836
0.473324830236098,0.963403522948553
0.478643086755605,0.966472825191135
0.483961343275112,0.969499286878814
0.489279599794619,0.972483280785757
0.494597856314125,0.975425171865406
0.499916112833632,0.978325317933183
0.505234369353139,0.981184070286614
0.510552625872645,0.984001774268429
0.515870882392152,0.986778769777676
0.521189138911659,0.989515391733474
0.526507395431166,0.992211970495601
0.531825651950672,0.994868832245752
0.537143908470179,0.997486299332956
0.542462164989686,1.00006469058635
0.547780421509192,1.00260432159822
0.553098678028699,1.00510550497994
0.558416934548206,1.00756855059321
0.563735191067713,1.00999376575893
0.569053447587219,1.0123814554455
0.574371704106726,1.01473192243853
0.579689960626233,1.01704546749366
0.58500821714574,1.01932238947385
0.590326473665246,1.02156298547272
0.595644730184753,1.02376755092508
0.60096298670426,1.02593637970582
0.606281243223767,1.02806976421832
0.611599499743273,1.03016799547314
0.61691775626278,1.03223136315811
0.622236012782287,1.03426015570038
0.627554269301793,1.03625466032139
0.6328725258213,1.03821516308518
0.638190782340807,1.04014194894086
0.643509038860314,1.04203530175968
0.64882729537982,1.04389550436718
0.654145551899327,1.04572283857103
0.659463808418834,1.04751758518472
0.66478206493834,1.04928002404777
0.670100321457847,1.0510104340426
