Ts,omega_N,mag_edge_dB
1.0,3.141592653589793,-1.4116214857141456
0.5,6.283185307179586,-1.4116214857141456
0.2,15.707963267948966,-1.4116214857141456
0.1,31.41592653589793,-1.4116214857141456
