r_star,alpha_star,K_star,root1_re,root1_im,root2_re,root2_im,root3_re,root3_im,max_abs_root
0.32218535462608544,-0.32218535462608544,-0.9665560638782569,0.32218719257825157,3.1834057433260146e-06,0.32218719257825157,-3.1834057433260146e-06,0.3221816787217544,0.0,0.32218719259397854
