omega,uncompensated_dB,compensated_2nd_dB
-0.5631586410880249,2.556801000619677,2.291417616918804
-0.5622161161657022,2.5640512922391077,2.300481248265813
-0.5612735912433777,2.5713329199275443,2.3095668827840266
-0.560331066321055,2.578645978460439,2.3186746460294994
-0.5593885413987323,2.585990563076174,2.3278046640022474
-0.5584460164764096,2.5933667694787643,2.336957063148515
-0.5575034915540868,2.600774693840688,2.346131970363152
-0.5565609666317624,2.6082144328057155,2.355329512991986
-0.5556184417094396,2.615686083491702,2.364549818834201
-0.5546759167871169,2.6231897434935454,2.373793016144834
-0.5537333918647942,2.6307255108860246,2.3830592336371983
-0.5527908669424715,2.6382934842267374,2.392348600485355
-0.5518483420201488,2.64589376255904,2.401661246326647
-0.5509058170978243,2.6535264454150265,2.410997301264258
-0.5499632921755016,2.6611916328184657,2.4203568958696824
-0.5490207672531788,2.6688894252879165,2.42974016118546
-0.5480782423308561,2.6766199238396915,2.4391472287277134
-0.5471357174085334,2.6843832299909782,2.4485782304888097
-0.5461931924862089,2.6921794457628985,2.458033298940071
-0.5452506675638862,2.700008673683615,2.467512567034408
-0.5443081426415635,2.7078710167915396,2.4770161682091536
-0.5433656177192407,2.7157665786384673,2.486544236388778
-0.542423092796918,2.723695463292782,2.4960969059876947
-0.5414805678745935,2.7316577753426947,2.505674311913089
-0.5405380429522708,2.7396536198994577,2.515276589567737
-0.5395955180299481,2.747683102600723,2.52490387485296
-0.5386529931076254,2.7557463296138005,2.5345563041715105
-0.5377104681853027,2.763843407639011,2.5442340144305104
-0.5367679432629782,2.771974443913078,2.55393714304446
-0.5358254183406554,2.78013954621245,2.5636658279381743
-0.5348828934183327,2.7883388228568426,2.5734202075499555
-0.53394036849601,2.7965723827126103,2.5832004208345607
-0.5329978435736873,2.8048403351962703,2.5930066072663607
-0.5320553186513646,2.8131427902780026,2.602838906842461
-0.5311127937290401,2.82147985848523,2.612697460085914
-0.5301702688067174,2.8298516509061225,2.6225824080488502
-0.5292277438843946,2.838258279193309,2.632493892315806
-0.5282852189620719,2.8466998555674508,2.642432055006967
-0.5273426940397492,2.8551764928209455,2.652397038781472
-0.5264001691174247,2.86368830432163,2.6623889868407877
-0.525457644195102,2.87223540401647,2.672408042932011
-0.5245151192727793,2.8808179064354227,2.682454351351402
-0.5235725943504566,2.8894359266951835,2.692528056947766
-0.5226300694281338,2.898089580503038,2.7026293051259613
-0.5216875445058093,2.906778984160747,2.712758241850433
-0.5207450195834866,2.915504254568403,2.72291501364872
-0.5198024946611639,2.9242655092284537,2.7330997676151543
-0.5188599697388412,2.9330628662496356,2.743312651414443
-0.5179174448165185,2.941896444350986,2.753553813285337
-0.5169749198941958,2.9507663628659007,2.7638234020443804
-0.5160323949718713,2.959672741746244,2.774121567089656
-0.5150898700495485,2.9686157015663923,2.784448458404518
-0.5141473451272258,2.9775953635275036,2.7948042265615562
-0.5132048202049031,2.986611849461647,2.805189022726347
-0.5122622952825804,2.9956652818360583,2.815602998661442
-0.5113197703602559,3.004755783757428,2.8260463067303156
-0.5103772454379332,3.0138834789761475,2.836519099901285
-0.5094347205156105,3.0230484918907736,2.8470215317516816
-0.5084921955932877,3.0322509475523365,2.8575537564718396
-0.507549670670965,3.0414909716688108,2.8681159288692553
-0.5066071457486405,3.0507686906095954,2.8787082043727623
-0.5056646208263178,3.0600842314099563,2.8893307390366783
-0.5047220959039951,3.0694377217756963,2.8999836895451674
-0.5037795709816724,3.0788292900876844,2.910667213216471
-0.5028370460593496,3.0882590654065174,2.9213814680072794
-0.5018945211370252,3.0977271774772057,2.932126612517125
-0.5009519962147024,3.107233756733849,2.9429028059927576
-0.5000094712923797,3.1167789343045227,2.953710208332747
-0.499066946370057,3.1263628420160043,2.9645489800919336
-0.4981244214477343,3.1359856123986534,2.975419282486013
-0.49718189652541156,3.14564737869135,2.9863212773962
-0.49623937160308706,3.1553482748464265,2.9972551273738928
-0.49529684668076435,3.165088435534627,3.0082209956453148
-0.49435432175844163,3.174867996150251,3.019219046116452
-0.4934117968361189,3.1846870928161843,3.030249443377751
-0.4924692719137962,3.194545862389055,3.0413123527090495
-0.4915267469914717,3.204444442464451,3.0524079400844983
-0.490584222069149,3.214382971382077,3.0635363721774778
-0.48964169714682626,3.224361588231192,3.074697816365756
-0.48869917222450354,3.2343804328558194,3.085892440736462
-0.4877566473021808,3.2444396458602394,3.0971204140912945
-0.48681412237985633,3.2545393686143753,3.108381905951689
-0.4858715974575336,3.2646797432592822,3.119677086564015
-0.4849290725352109,3.2748609127127706,3.1310061269049823
-0.4839865476128882,3.285083020674953,3.1423691986869433
-0.48304402269056546,3.29534621163393,3.1537664743632945
-0.48210149776824274,3.30565063087149,3.1651981271339897
-0.48115897284591824,3.315996424468909,3.1766643309510596
-0.4802164479235955,3.3263837393127083,3.1881652605241504
-0.4792739230012728,3.3368127231006333,3.199701091326262
-0.4783313980789501,3.3472835243475436,3.2112719995994174
-0.47738887315662737,3.35779629239142,3.2228781623604217
-0.4764463482343029,3.368351177399438,3.2345197574067255
-0.47550382331198016,3.3789483303740186,3.2461969633222316
-0.47456129838965744,3.389587903159121,3.257909959483387
-0.4736187734673347,3.4002700484464143,3.2696589260651203
-0.472676248545012,3.4109949197815896,3.2814440440469363
-0.4717337236226875,3.4217626715707468,3.293265495219088
-0.4707911987003648,3.4325734590867407,3.3051234621887167
-0.46984867377804207,3.4434274384758146,3.31701812838625
-0.46890614885571935,3.454324766764059,3.3289496780716994
-0.46796362393339663,3.4652656018640577,3.3409182963410373
-0.46702109901107214,3.476250102581597,3.3529241691327605
-0.4660785740887494,3.4872784286223704,3.3649674832343406
-0.4651360491664267,3.498350740598877,3.3770484262889755
-0.464193524244104,3.5094672000372924,3.3891671868022026
-0.46325099932178126,3.5206279693844076,3.4013239541486993
-0.46230847439945855,3.5318332120146874,3.4135189185791166
-0.46136594947713405,3.543083092237417,3.4257522712270254
-0.46042342455481133,3.554377775303745,3.4380242041158127
-0.4594808996324886,3.5657174274141346,3.4503349101658856
-0.4585383747101659,3.5771022157255454,3.462684583201727
-0.4575958497878432,3.5885323083589045,3.4750734179591536
-0.4566533248655187,3.600007874406578,3.487501610092603
-0.45571079994319597,3.6115290839398573,3.499969356182458
-0.45476827502087325,3.6230961080167328,3.512476853742636
-0.45382575009855053,3.6347091186894946,3.525024301228013
-0.4528832251762278,3.6463682890125755,3.537611898042104
-0.4519407002539033,3.6580737930504443,3.5502398445447807
-0.4509981753315806,3.66982580588547,3.5629083420599623
-0.4500556504092579,3.6816245036261046,3.575617592883641
-0.44911312548693516,3.6934700634149125,3.588367800291749
-0.44817060056461244,3.705362663436808,3.601159168548226
-0.4472280756422897,3.7173024829273658,3.6139919029131846
-0.44628555071996523,3.7292897021812093,3.626866209651122
-0.4453430257976425,3.741324502560409,3.6397822960391757
-0.4444005008753198,3.7534070665031845,3.652740370375675
-0.4434579759529971,3.7655375775324567,3.665740641988532
-0.44251545103067436,3.777716220264638,3.67878332124389
-0.44157292610834986,3.789943180418478,3.6918686195548207
-0.44063040118602714,3.8022186448239257,3.70499674939003
-0.4396878762637044,3.8145428014312763,3.7181679242828873
-0.4387453513413817,3.8269158393202423,3.7313823588403245
-0.437802826419059,3.8393379487091717,3.7446402687519424
-0.4368603014967345,3.851809320964416,3.757941870799227
-0.4359177765744118,3.864330148609663,3.771287382864736
-0.43497525165208906,3.8769006253356086,3.7846770239416614
-0.43403272672976634,3.8895209460094926,3.798111014143219
-0.4330902018074436,3.902191306684861,3.8115895747122943
-0.4321476768851209,3.9149119046114214,3.8251129280311402
-0.4312051519627964,3.9276829382450202,3.838681297631265
-0.4302626270404737,3.940504607257597,3.852294908203236
-0.42932010211815097,3.953377112547507,3.865953985606894
-0.42837757719582825,3.9663006562497167,3.8796587568814327
-0.42743505227350553,3.979275441746238,3.8934094502556893
-0.42649252735118104,3.99230167367663,3.907206295158559
-0.4255500024288583,4.005379557948579,3.9210495222294477
-0.4246074775065356,4.018509301748757,3.934939363329014
-0.4236649525842129,4.031691113553622,3.9488760515498615
-0.42272242766189017,4.044925203140414,3.9628598212274295
-0.42177990273956567,4.058211781598299,3.9768909079510317
-0.42083737781724295,4.07155106133952,3.990969548574884
-0.41989485289492023,4.0849432561109005,4.005095981229523
-0.4189523279725975,4.0983885810052385,4.019270445333092
-0.4180098030502748,4.111887252472966,4.033493181602899
-0.4170672781279503,4.12543948833392,4.047764432067092
-0.4161247532056276,4.1390455077891355,4.0620844400763385
-0.41518222828330487,4.152705531433021,4.076453450315943
-0.41423970336098215,4.166419781265413,4.090871708817759
-0.41329717843865943,4.180188480703925,4.105339462972488
-0.4123546535163367,4.194011854596365,4.119856961541986
-0.4114121285940122,4.207890129233353,4.134424454671798
-0.4104696036716895,4.221823532360959,4.149042193903706
-0.4095270787493668,4.235812293193729,4.163710432188673
-0.40858455382704406,4.249856642427608,4.1784294238996775
-0.40764202890472134,4.263956812253133,4.193199424844844
-0.40669950398239685,4.2781130363688264,4.2080206922807175
-0.40575697906007413,4.292325549994528,4.222893484925555
-0.4048144541377514,4.30659458988524,4.237818062973078
-0.4038719292154287,4.320920394344798,4.252794688106064
-0.402929404293106,4.335303203239893,4.267823623510302
-0.4019868793707815,4.34974325801419,4.282905133888636
-0.40104435444845876,4.364240801702549,4.2980394854751145
-0.40010182952613604,4.378796078945659,4.313226946049548
-0.3991593046038133,4.393409336004531,4.32846778495196
-0.3982167796814906,4.408080820775374,4.343762273097372
-0.3972742547591679,4.422810782804571,4.359110682990715
-0.3963317298368434,4.437599473303882,4.374513288741984
-0.3953892049145207,4.452447145165662,4.389970366081386
-0.39444667999219796,4.467354052978591,4.405482192375013
-0.39350415506987524,4.482320453043263,4.421049046640361
-0.3925616301475525,4.49734660338814,4.436671209562244
-0.391619105225228,4.512432763785654,4.4523489635088485
-0.3906765803029053,4.527579195768439,4.468082592547862
-0.3897340553805826,4.542786162645958,4.483872382463103
-0.38879153045825987,4.558053929521101,4.499718620771047
-0.38784900553593715,4.573382763307123,4.515621596737697
-0.38690648061361266,4.58877293274477,4.5315816013956995
-0.38596395569128994,4.6042247084194745,4.547598927561445
-0.3850214307689672,4.61973836277909,4.563673869852805
-0.3840789058466445,4.635314170151479,4.579806724706634
-0.3831363809243218,4.650952406762561,4.59599779039681
-0.3821938560019973,4.66665335075448,4.612247367052332
-0.38125133107967457,4.682417282203941,4.628555756675632
-0.38030880615735185,4.698244483141009,4.6449232631613295
-0.37936628123502913,4.714135237567884,4.6613501923149725
-0.3784237563127064,4.730089831478033,4.677836851872131
-0.3774812313903837,4.746108552875551,4.694383551517721
-0.3765387064680592,4.7621916917947855,4.7109906029056035
-0.3755961815457365,4.77833954032006,4.727658319678257
-0.37465365662341377,4.7945523926059606,4.744387017487056
-0.37371113170109105,4.810830544897546,4.761177014012439
-0.37276860677876833,4.82717429555101,4.7780286289845435
-0.37182608185644384,4.843583945054565,4.794942184204059
-0.3708835569341211,4.860059796049468,4.8119180035632345
-0.3699410320117984,4.876602153351617,4.828956413067441
-0.3689985070894757,4.893211323973095,4.846057740856707
-0.36805598216715296,4.909887617144182,4.863222317227688
-0.36711345724482847,4.926631344335628,4.880450474655927
-0.36617093232250575,4.943442819281058,4.89774254781825
-0.36522840740018303,4.960322357999985,4.915098873615741
-0.3642858824778603,4.97727027882082,4.932519791196754
-0.3633433575555376,4.994286902404315,4.950005641980319
-0.3624008326332149,5.011372551767304,4.96755676967988
-0.3614583077108904,5.028527552306766,4.985173520327356
-0.36051578278856766,5.045752231824076,5.002856242297336
-0.35957325786624494,5.063046920549851,5.020605286331966
-0.3586307329439222,5.080411951168854,5.038421005565803
-0.3576882080215995,5.097847658845335,5.0563037555511725
-0.356745683099275,5.115354381248761,5.074253894283867
-0.3558031581769523,5.132932458579674,5.092271782229018
-0.3548606332546296,5.1505822335962845,5.110357782347654
-0.35391810833230686,5.168304051641027,5.128512260123285
-0.35297558340998414,5.186098260667668,5.14673558358899
-0.35203305848765964,5.203965211268807,5.165028123354896
-0.3510905335653369,5.221905256703509,5.18339025263585
-0.3501480086430142,5.2399187529257105,5.201822347279785
-0.3492054837206915,5.258006058612668,5.22032478579618
-0.34826295879836877,5.276167535193914,5.238897949385032
-0.3473204338760443,5.294403546880665,5.257542221966247
-0.34637790895372156,5.312714460695438,5.2762579902092535
-0.34543538403139884,5.331100646502385,5.295045643563375
-0.3444928591090761,5.349562477037775,5.313905574288281
-0.3435503341867534,5.368100327940985,5.332838177485
-0.3426078092644307,5.386714577785949,5.35184385112736
-0.3416652843421062,5.40540560811305,5.370922996093911
-0.34072275941978347,5.424173803461264,5.390076016200065
-0.33978023449746075,5.44301955140114,5.40930331823109
-0.33883770957513804,5.461943242567879,5.42860531197518
-0.3378951846528153,5.48094527069502,5.447982410257178
-0.3369526597304908,5.500026032648641,5.467435028972777
-0.3360101348081681,5.519185928461856,5.486963587123025
-0.3350676098858454,5.538425361370127,5.506568506849675
-0.33412508496352267,5.557744737846751,5.52625021347064
-0.33318256004119995,5.577144467639034,5.546009135516238
-0.33224003511887545,5.596624963804939,5.5658457047658105
-0.33129751019655274,5.616186642750115,5.585760356284789
-0.33035498527423,5.635829924265825,5.605753528462652
-0.3294124603519073,5.655555231567018,5.625825663050994
-0.3284699354295846,5.675362991331157,5.645977205202377
-0.32752741050726186,5.695253633737583,5.666208603509731
-0.32658488558493737,5.715227592507457,5.6865203100463
-0.32564236066261465,5.735285304944101,5.706912780406007
-0.32469983574029193,5.755427211974333,5.72738647374483
-0.3237573108179692,5.775653758190014,5.747941852822346
-0.3228147858956465,5.795965391890351,5.768579384044078
-0.321872260973322,5.816362565124903,5.789299537504512
-0.3209297360509993,5.836845733736949,5.810102787030502
-0.31998721112867656,5.857415357407946,5.8309896102257595
-0.31904468620635384,5.878071899702211,5.851960488515533
-0.3181021612840311,5.898815828112507,5.873015907192264
-0.31715963636170663,5.9196476141062675,5.894156355461801
-0.3162171114393839,5.940567733172336,5.9153823264902075
-0.3152745865170612,5.961576664868815,5.936694317451595
-0.3143320615947385,5.982674892871211,5.95809282957635
-0.31338953667241576,6.003862905021522,5.979578368200203
-0.31244701175009126,6.025141193378065,6.001151442814128
-0.31150448682776855,6.046510254265866,6.022812567114746
-0.3105619619054458,6.067970588328202,6.0445622590559
-0.3096194369831231,6.089522700578555,6.066401040900651
-0.3086769120608004,6.111167100453526,6.08832943927422
-0.30773438713847767,6.132904301866571,6.1103479852177625
-0.3067918622161532,6.154734823262553,6.132457214242971
-0.30584933729383046,6.176659187672984,6.154657666387302
-0.30490681237150774,6.198677922772486,6.17694988627056
-0.303964287449185,6.220791560935762,6.1993344231518135
-0.3030217625268623,6.243000639295637,6.22181183098755
-0.3020792376045378,6.265305699802005,6.244382668490615
-0.3011367126822151,6.287707289281518,6.267047499189957
-0.3001941877598924,6.3102059594985995,6.2898068914916845
-0.29925166283756965,6.332802267217046,6.312661418740701
-0.29830913791524694,6.355496774262754,6.3356116592834875
-0.29736661299292244,6.378290047587526,6.358658196531924
-0.2964240880705997,6.401182659333577,6.381801619027861
-0.295481563148277,6.424175186899629,6.405042520509243
-0.2945390382259543,6.447268213007499,6.428381499976757
-0.29359651330363157,6.470462325770102,6.451819161761869
-0.29265398838130885,6.4937581187604065,6.475356115595811
-0.29171146345898435,6.517156191081613,6.498992976679831
-0.29076893853666164,6.540657147438237,6.522730365756299
-0.2898264136143389,6.564261598208777,6.54656890918144
-0.2888838886920162,6.587970159519164,6.57050923899881
-0.2879413637696935,6.611783453317598,6.594551993014187
-0.286998838847369,6.635702107450633,6.61869781487172
-0.28605631392504627,6.65972675574031,6.642947354131088
-0.28511378900272355,6.683858038063003,6.6673012663463895
-0.28417126408040083,6.708096600429121,6.691760213145924
-0.2832287391580781,6.732443095064364,6.716324862313465
-0.2822862142357536,6.756898180492369,6.7409958878709855
-0.2813436893134309,6.781462521618469,6.7657739701624315
-0.2804011643911082,6.80613678981536,6.790659795939473
-0.27945863946878546,6.830921663009738,6.815654058448169
-0.27851611454646275,6.855817825770635,6.840757457517363
-0.27757358962414,6.880825969399218,6.865970699648541
-0.27663106470181553,6.905946792020177,6.891294498107262
-0.2756885397794928,6.931180998674403,6.916729573015882
-0.2747460148571701,6.956529301413802,6.942276651448442
-0.2738034899348474,6.981992419397197,6.967936467526604
-0.27286096501252466,7.007571078988163,6.993709762517547
-0.27191844009020016,7.033266013854572,7.019597284933567
-0.27097591516787745,7.0590779650696085,7.0455997906331405
-0.2700333902455547,7.08500768121504,7.0717180429242585
-0.269090865323232,7.1110559184858255,7.097952812669081
-0.2681483404009093,7.137223440796795,7.12430487839068
-0.2672058154785848,7.16351101989122,7.150775026381657
-0.2662632905562621,7.189919435451055,7.177364050814451
-0.26532076563393936,7.216449475209674,7.2040727538541205
-0.26437824071161664,7.243101935066044,7.230901945772581
-0.2634357157892939,7.269877619201282,7.257852445065209
-0.26249319086696943,7.296777340197231,7.28492507856949
-0.2615506659446467,7.323801919156999,7.312120681585604
-0.260608141022324,7.350952185828106,7.339440097999629
-0.2596656161000013,7.378228978727429,7.366884180408554
-0.25872309117767855,7.405633145268649,7.3944537902477725
-0.25778056625535584,7.433165541891958,7.422149797920861
-0.25683804133303134,7.46082703419627,7.449973082931834
-0.2558955164107086,7.488618497073533,7.477924534019519
-0.2549529914883859,7.516540814846094,7.50600504929499
-0.2540104665660632,7.544594881406078,7.534215536381003
-0.25306794164374047,7.572781600357619,7.562556912554278
-0.252125416721416,7.60110188516177,7.591030104890465
-0.25118289179909326,7.62955665928387,7.619636050411599
-0.25024036687677054,7.658146856344189,7.648375696236773
-0.24929784195444782,7.68687342027092,7.677249999735219
-0.2483553170321251,7.715737305456352,7.706259928682494
-0.2474127921098006,7.7447394769159805,7.735406461419727
-0.2464702671874779,7.773880910450421,7.764690587015518
-0.24552774226515517,7.803162592810981,7.794113305431618
-0.24458521734283245,7.832585521867853,7.823675627691172
-0.24364269242050973,7.862150706781854,7.853378576050506
-0.242700167498187,7.891859168179441,7.883223184174226
-0.24175764257586252,7.9217119383312085,7.9132104973137665
-0.2408151176535398,7.9517100613335625,7.943341572489119
-0.23987259273121708,7.9818545932945835,7.973617478674785
-0.23893006780889436,8.012146602522941,8.00403929698871
-0.23798754288657165,8.04258716972087,8.034608120885354
-0.23704501796424715,8.073177388180952,8.06532505635255
-0.23610249304192443,8.103918363986566,8.096191222111958
-0.23515996811960171,8.134811216216928,8.127207749824226
-0.234217443197279,8.165857077155644,8.158375784297593
-0.23327491827495628,8.197057092503838,8.189696483701054
-0.23233239335263178,8.228412421597525,8.221171019781824
-0.23138986843030906,8.259924237629173,8.252800578086942
-0.23044734350798635,8.291593727874346,8.284586358190012
-0.22950481858566363,8.323422093922439,8.316529573921969
-0.2285622936633409,8.35541055191246,8.348631453606924
-0.22761976874101641,8.387560332773678,8.380893240302894
-0.2266772438186937,8.419872682470986,8.41331619204723
-0.22573471889637098,8.452348862255983,8.44590158210774
-0.22479219397404826,8.484990148922712,8.47865069923852
-0.22384966905172554,8.517797835069098,8.511564847941427
-0.22290714412940282,8.550773229363822,8.544645348733038
-0.22196461920707833,8.583917656818938,8.57789353841733
-0.2210220942847556,8.617232459068,8.611310770363854
-0.2200795693624329,8.650718994650747,8.644898414792513
-0.21913704444011017,8.684378639303269,8.678657859063764
-0.21819451951778746,8.718212786254805,8.712590507975495
-0.21725199459546296,8.752222846530918,8.746697784066257
-0.21630946967314024,8.786410249262946,8.780981127924793
-0.21536694475081752,8.820776442004945,8.815441998507028
-0.2144244198284948,8.855322891056844,8.850081873459306
-0.2134818949061721,8.890051081795104,8.884902249449095
-0.2125393699838476,8.92496251901073,8.91990464250308
-0.21159684506152487,8.960058727254399,8.955090588352347
-0.21065432013920216,8.995341251190034,8.99046164278602
-0.20971179521687944,9.030811655955628,9.026019382012148
-0.20876927029455672,9.066471527532508,9.06176540302706
-0.207826745372234,9.10232247312296,9.097701323993004
-0.2068842204499095,9.138366121536453,9.133828784624482
-0.2059416955275868,9.17460412358439,9.170149446583043
-0.20499917060526407,9.211038152484596,9.206664993881837
-0.20405664568294135,9.247669904274433,9.243377133298804
-0.20311412076061863,9.284501098233886,9.280287594799809
-0.20217159583829414,9.32153347731841,9.317398131971576
-0.20122907091597142,9.358768808601667,9.354710522464456
-0.2002865459936487,9.396208883729255,9.392226568446256
-0.19934402107132598,9.433855519382526,9.429948097066097
-0.19840149614900326,9.471710557753708,9.467876960929614
-0.19745897122667877,9.509775867032417,9.506015038585515
-0.19651644630435605,9.548053341903355,9.54436423502337
-0.19557392138203333,9.58654490405683,9.582926482184162
-0.19463139645971061,9.625252502710783,9.62170373948241
-0.1936888715373879,9.664178115145939,9.66069799434136
-0.1927463466150634,9.703323747253975,9.699911262741232
-0.19180382169274068,9.74269143409881,9.739345589780552
-0.19086129677041797,9.782283240492415,9.779003050252065
-0.18991877184809525,9.822101261584185,9.81888574923213
-0.18897624692577253,9.862147623465377,9.858995822685246
-0.1880337220034498,9.902424483788534,9.899335438083524
-0.18709119708112532,9.942934032402611,9.93990679504188
-0.1861486721588026,9.983678492003726,9.980712125968871
-0.18520614723647988,10.02466011880329,10.021753696734857
-0.18426362231415716,10.065881203212307,10.063033807356367
-0.18332109739183444,10.107344070543732,10.104554792698547
-0.18237857246950995,10.149051081732829,10.146319023195558
-0.18143604754718723,10.191004634075949,10.188328905589417
-0.1804935226248645,10.23320716198921,10.230586883688748
-0.1795509977025418,10.275661137786367,10.273095439146704
-0.17860847278021907,10.318369072477477,10.315857092259712
-0.17766594785789458,10.361333516588784,10.358874402787404
-0.17672342293557186,10.404557061003963,10.402149970793918
-0.17578089801324914,10.448042337828698,10.445686437512553
-0.17483837309092642,10.491792021277712,10.489486486232867
-0.1738958481686037,10.535808828586177,10.533552843212115
-0.172953323246281,10.580095520945829,10.577888278611464
-0.1720107983239565,10.624654904466762,10.622495607457829
-0.17106827340163377,10.669489831165214,10.667377690631714
-0.17012574847931106,10.714603199979535,10.712537435883256
-0.16918322355698834,10.759997957813535,10.757977798875618
-0.16824069863466562,10.805677100609367,10.803701784257946
-0.16729817371234112,10.851643674450617,10.849712446768516
-0.1663556487900184,10.89790077669612,10.896012892368613
-0.1654131238676957,10.944451557146888,10.9426062794095
-0.16447059894537297,10.991299219245436,10.989495819831845
-0.16352807402305025,11.038447021310168,11.0366847804001
-0.16258554910072576,11.085898277805317,11.084176483972579
-0.16164302417840304,11.13365636064745,11.131974310807964
-0.16070049925608032,11.181724700551047,11.180081699910971
-0.1597579743337576,11.230106788412817,11.228502150416709
-0.15881544941143488,11.278806176737357,11.27723922301642
-0.1578729244891104,11.327826481105365,11.326296541425712
-0.15693039956678767,11.377171381685256,11.37567779389629
-0.15598787464446495,11.42684462479133,11.425386734774126
-0.15504534972214223,11.47685002448819,11.475427186103957
-0.15410282479981952,11.527191464244614,11.525803039283238
-0.1531602998774968,11.577872898638022,11.576518256766617
-0.1522177749551723,11.628898355111676,11.627576873823251
-0.15127525003284958,11.680271935786026,11.678983000348149
-0.15033272511052687,11.7319978193276,11.730740822731164
-0.14939020018820415,11.78408026287572,11.782854605783752
-0.14844767526588143,11.836523604030694,11.835328694727199
-0.14750515034355693,11.889332262905354,11.88816751724427
-0.14656262542123422,11.942510744241863,11.941375585595992
-0.1456201004989115,11.996063639597798,11.994957498807876
-0.14467757557658878,12.049995629602266,12.048917944926016
-0.14373505065426606,12.104311486286228,12.103261703347535
-0.14279252573194157,12.159016075489525,12.157993647227602
-0.14185000080961885,12.2141143593471,12.213118745965764
-0.14090747588729613,12.269611398859137,12.268642067776094
-0.1399649509649734,12.32551235654645,12.32456878234267
-0.1390224260426507,12.381822499196073,12.380904163565202
-0.13807990112032797,12.438547200700219,12.437653592398028
-0.13713737619800348,12.495691944992505,12.494822559786446
-0.13619485127568076,12.55326232908498,12.552416669703735
-0.13525232635335804,12.611264066211698,12.610441642294806
-0.13430980143103532,12.669702989081049,12.668903317128606
-0.1333672765087126,12.728585053243311,12.72780765656568
-0.1324247515863881,12.787916340577521,12.787160749245135
-0.1314822266640654,12.847703062902404,12.846968813695588
-0.13053970174174268,12.907951565718324,12.907238202077199
-0.12959717681941996,12.968668332083675,12.967975404058079
-0.12865465189709724,13.029859986633362,13.02918705083286
-0.12771212697477274,13.091533299745034,13.090879919288954
-0.12676960205245003,13.153695191859073,13.153060936326582
-0.1258270771301273,13.216352737960928,13.2157371833412
-0.12488455220780459,13.27951317223085,13.278915900873248
-0.12394202728548187,13.343183892870336,13.342604493434651
-0.12299950236315915,13.407372467112706,13.406810534519451
-0.12205697744083466,13.472086636426539,13.471541771807287
-0.12111445251851194,13.53733432192018,13.536806132567955
-0.12017192759618922,13.603123629958649,13.602611729278376
-0.1192294026738665,13.669462858000454,13.668966865459431
-0.11828687775154378,13.736360500666663,13.735880041745093
-0.11734435282921929,13.803825256052795,13.803359962194389
-0.11640182790689657,13.87186603229457,13.87141554085715
-0.11545930298457385,13.940491954401901,13.9400559086081
-0.11451677806225113,14.009712371371696,14.009290420259662
-0.11357425313992842,14.079536863595239,14.079128661969415
-0.11263172821760392,14.149975250574258,14.149580458956201
-0.1116892032952812,14.221037598960534,14.220655883539767
-0.11074667837295848,14.29273423093761,14.292365263522528
-0.10980415345063577,14.365075732959266,14.364719190928108
-0.10886162852831305,14.438072964865466,14.437728531117283
-0.10791910360598855,14.51173706939462,14.511404432300344
-0.10697657868366584,14.58607948211241,14.585758335465925
-0.10603405376134312,14.661111941781375,14.660801984750645
-0.1050915288390204,14.736846501192076,14.736547438270332
-0.10414900391669768,14.81329553848284,14.81300707943978
-0.10320647899437496,14.890471768973999,14.890193628807056
-0.10226395407205047,14.968388257545126,14.968120156430775
-0.10132142914972775,15.047058431584613,15.046800094829704
-0.10037890422740503,15.126496094545885,15.126247252539047
-0.09943637930508231,15.206715440141657,15.206475828304711
-0.0984938543827596,15.287731067214828,15.287500425954256
-0.0975513294604351,15.369557995324453,15.369336069982918
-0.09660880453811238,15.452211681087515,15.451998221895408
-0.09566627961578966,15.53570803532349,15.535502797350517
-0.09472375469346694,15.620063441046018,15.619866184152848
-0.09378122977114423,15.705294772355103,15.705105261145015
-0.09283870484881973,15.791419414283478,15.791237418054084
-0.09189617992649701,15.878455283654828,15.878280576349828
-0.0909536550041743,15.966420851018901,15.966253211179852
-0.09001113008185158,16.05533516372743,16.0551743744456
-0.08906860515952886,16.145217870225604,16.1450637190938
-0.08812608023720614,16.236089245635448,16.235941524699953
-0.08718355531488164,16.32797021871502,16.327828724427512
-0.08624103039255893,16.420882400281954,16.42074693345148
-0.08529850547023621,16.5148481132006,16.5147184789456
-0.08435598054791349,16.609890424033534,16.609766431733874
-0.08341345562559077,16.706033176472147,16.70591463972122
-0.08247093070326628,16.803301026666986,16.80318776322381
-0.08152840578094356,16.901719480587648,16.901611312329045
-0.08058588085862084,17.001314933556916,17.00121168642968
-0.07964335593629812,17.10211471210864,17.102016216081772
-0.0787008310139754,17.20414711833836,17.20405320735531
-0.07775830609165091,17.307441476925785,17.307351988856784
-0.07681578116932819,17.412028185023882,17.41194296161821
-0.07587325624700547,17.51793876522957,17.517857652067942
-0.07493073132468275,17.625205921863532,17.625128768310503
-0.07398820640236003,17.73386360081326,17.73379025996961
-0.07304568148003554,17.84394705321253,17.843877381867735
-0.07210315655771282,17.955492903255188,17.955426761839927
-0.0711606316353901,18.068539220473,18.068476473011636
-0.07021810671306739,18.183125596830156,18.183066110893296
-0.06927558179074467,18.299293229028557,18.299236875685637
-0.06833305686842195,18.41708500645066,18.417031660222534
-0.06739053194609745,18.536545605210385,18.536495144021984
-0.06644800702377474,18.657721588826764,18.657673893959736
-0.06550548210145202,18.78066151609159,18.780616472137027
-0.0645629571791293,18.90541605675214,18.905373551563255
