omegaT,zeta,re,im
0.5235987755982988,0.10005002501250625,0.8230692930527077,0.47232047559693924
0.5235987755982988,0.10055027513756877,0.822866202432556,0.4721750492694773
0.5235987755982988,0.10105052526263131,0.8226632239625189,0.47202955694001475
0.5235987755982988,0.10155077538769385,0.8224603575823611,0.47188399866014075
0.5235987755982988,0.10205102551275637,0.8222576032318794,0.47173837448131306
0.5235987755982988,0.1025512756378189,0.8220549608509028,0.47159268445485797
0.5235987755982988,0.10305152576288143,0.8218524303792925,0.4714469286319702
0.5235987755982988,0.10355177588794397,0.8216500117569411,0.47130110706371336
0.5235987755982988,0.10405202601300649,0.8214477049237736,0.4711552198010198
0.5235987755982988,0.10455227613806903,0.8212455098197466,0.4710092668946906
0.5235987755982988,0.10505252626313155,0.8210434263848491,0.47086324839539545
0.5235987755982988,0.10555277638819409,0.8208414545591014,0.47071716435367367
0.5235987755982988,0.10605302651325663,0.8206395942825561,0.4705710148199331
0.5235987755982988,0.10655327663831915,0.8204378454952974,0.4704247998444507
0.5235987755982988,0.10705352676338169,0.8202362081374416,0.47027851947737276
0.5235987755982988,0.10755377688844421,0.8200346821491366,0.4701321737687149
0.5235987755982988,0.10805402701350675,0.8198332674705622,0.4699857627683617
0.5235987755982988,0.10855427713856927,0.8196319640419301,0.46983928652606743
0.5235987755982988,0.10905452726363181,0.8194307718034837,0.46969274509145553
0.5235987755982988,0.10955477738869433,0.819229690695498,0.4695461385140194
0.5235987755982988,0.11005502751375687,0.81902872065828,0.4693994668431214
0.5235987755982988,0.11055527763881941,0.8188278616321684,0.46925273012799396
0.5235987755982988,0.11105552776388193,0.8186271135575334,0.46910592841773907
0.5235987755982988,0.11155577788894447,0.818426476374777,0.4689590617613285
0.5235987755982988,0.11205602801400699,0.818225950024333,0.468812130207604
0.5235987755982988,0.11255627813906953,0.8180255344466667,0.4686651338052768
0.5235987755982988,0.11305652826413205,0.8178252295822752,0.46851807260292866
0.5235987755982988,0.11355677838919459,0.8176250353716871,0.4683709466490108
0.5235987755982988,0.11405702851425711,0.8174249517554626,0.46822375599184496
0.5235987755982988,0.11455727863931965,0.8172249786741936,0.468076500679623
0.5235987755982988,0.11505752876438219,0.8170251160685034,0.46792918076040657
0.5235987755982988,0.11555777888944471,0.8168253638790471,0.467781796282128
0.5235987755982988,0.11605802901450725,0.8166257220465114,0.46763434729259
0.5235987755982988,0.11655827913956977,0.816426190511614,0.46748683383946527
0.5235987755982988,0.11705852926463231,0.8162267692151047,0.46733925597029746
0.5235987755982988,0.11755877938969483,0.8160274580977647,0.4671916137325003
0.5235987755982988,0.11805902951475737,0.815828257100406,0.4670439071733583
0.5235987755982988,0.1185592796398199,0.815629166163873,0.46689613634002686
0.5235987755982988,0.11905952976488243,0.8154301852290413,0.4667483012795314
0.5235987755982988,0.11955977988994497,0.8152313142368173,0.4666004020387686
0.5235987755982988,0.1200600300150075,0.8150325531281397,0.46645243866450603
0.5235987755982988,0.12056028014007003,0.814833901843978,0.46630441120338173
0.5235987755982988,0.12106053026513255,0.8146353603253331,0.4661563197019052
0.5235987755982988,0.12156078039019509,0.8144369285132378,0.4660081642064562
0.5235987755982988,0.12206103051525762,0.8142386063487554,0.46585994476328607
0.5235987755982988,0.12256128064032015,0.8140403937729815,0.4657116614185171
0.5235987755982988,0.12306153076538268,0.8138422907270423,0.46556331421814273
0.5235987755982988,0.12356178089044521,0.8136442971520953,0.46541490320802764
0.5235987755982988,0.12406203101550775,0.8134464129893294,0.4652664284339076
0.5235987755982988,0.12456228114057027,0.8132486381799654,0.46511788994139
0.5235987755982988,0.1250625312656328,0.8130509726652541,0.46496928777595303
0.5235987755982988,0.12556278139069535,0.8128534163864788,0.46482062198294694
0.5235987755982988,0.12606303151575787,0.812655969284953,0.46467189260759323
0.5235987755982988,0.1265632816408204,0.812458631302022,0.4645230996949847
0.5235987755982988,0.12706353176588292,0.8122614023790621,0.464374243290086
0.5235987755982988,0.12756378189094547,0.8120642824574807,0.4642253234377331
0.5235987755982988,0.128064032016008,0.8118672714787165,0.46407634018263405
0.5235987755982988,0.12856428214107052,0.8116703693842392,0.46392729356936835
0.5235987755982988,0.12906453226613307,0.8114735761155497,0.4637781836423874
0.5235987755982988,0.1295647823911956,0.8112768916141796,0.46362901044601423
0.5235987755982988,0.13006503251625812,0.8110803158216925,0.4634797740244439
0.5235987755982988,0.13056528264132064,0.8108838486796822,0.46333047442174347
0.5235987755982988,0.1310655327663832,0.8106874901297737,0.46318111168185183
0.5235987755982988,0.13156578289144572,0.8104912401136234,0.4630316858485799
0.5235987755982988,0.13206603301650824,0.8102950985729184,0.4628821969656107
0.5235987755982988,0.13256628314157076,0.8100990654493767,0.46273264507649936
0.5235987755982988,0.1330665332666333,0.8099031406847479,0.46258303022467334
0.5235987755982988,0.13356678339169584,0.8097073242208117,0.462433352453432
0.5235987755982988,0.13406703351675836,0.8095116159993794,0.462283611805947
0.5235987755982988,0.1345672836418209,0.8093160159622931,0.46213380832526263
0.5235987755982988,0.13506753376688344,0.8091205240514254,0.4619839420542952
0.5235987755982988,0.13556778389194596,0.8089251402086807,0.46183401303583327
0.5235987755982988,0.13606803401700848,0.808729864375993,0.46168402131253844
0.5235987755982988,0.13656828414207103,0.8085346964953285,0.46153396692694404
0.5235987755982988,0.13706853426713356,0.8083396365086831,0.4613838499214566
0.5235987755982988,0.13756878439219608,0.8081446843580846,0.4612336703383546
0.5235987755982988,0.13806903451725863,0.8079498399855907,0.46108342821978976
0.5235987755982988,0.13856928464232116,0.8077551033332905,0.4609331236077857
