n,theta_c_deg,guard_band_deg,resonance_cost_dB
4,32.5,62.77474186590635,-61.916936488528556
4,33.0,61.9559159875942,-61.35646614081835
4,33.5,61.1540830621126,-60.80347746447095
4,34.0,60.36876607719948,-60.25773233498072
4,34.50000000000001,59.59950249262469,-59.71900294778224
4,35.0,58.845843892812844,-59.187071222076185
4,35.5,58.10735563251912,-58.66172824691634
4,36.0,57.38361647795787,-58.14277376601098
4,36.5,56.67421824547745,-57.630015698033645
4,37.0,55.97876543960147,-57.12326968954407
4,37.49999999999999,55.296874892009235,-56.622358697892565
4,38.0,54.62817540280954,-56.12711260172443
4,38.5,53.97230738526554,-55.6373678369193
4,39.00000000000001,53.32892251495359,-55.1529670559959
4,39.5,52.6976833841847,-54.67375880918841
4,40.0,52.078263162378555,-54.19959724555841
4,40.5,51.47034526296006,-53.73034183264909
4,41.0,50.87362301723908,-53.2658570933163
4,41.5,50.287799355641255,-52.80601235848718
4,41.99999999999999,49.712586496573394,-52.35068153470178
4,42.5,49.14770564313536,-51.89974288538794
4,43.0,48.592886687825676,-51.45307882490598
4,43.50000000000001,48.047867925333556,-51.01057572447707
4,44.0,47.512395773462224,-50.57212372918112
4,44.5,46.986224502186055,-50.137616585273506
4,45.0,46.46911597080976,-49.70695147712937
4,45.5,45.96083937316624,-49.28002887317759
4,46.0,45.461170990764685,-48.85675238023527
4,46.49999999999999,44.96989395377839,-48.437028605698444
4,47.0,44.4867980097434,-48.02076702708544
4,47.5,44.011679299824564,-47.60787986846681
4,48.00000000000001,43.544340142492615,-47.198281983349865
4,48.5,43.08458882444668,-46.7918907436175
4,49.00000000000001,42.63223939860868,-46.38862593414964
4,49.5,42.18711148901013,-45.98840965278241
4,49.99999999999999,41.749030102387884,-45.59116621528419
4,50.5,41.317825446302685,-45.19682206505071
4,50.99999999999999,40.89333275359258,-44.80530568724147
4,51.5,40.47539211297266,-44.41654752709929
4,52.0,40.06384830559406,-44.03047991221247
4,52.50000000000001,39.65855064737442,-43.64703697849491
4,53.0,39.25935283691636,-43.26615459967512
4,53.50000000000001,38.866112808830316,-42.88777032009885
4,54.0,38.47869259228352,-42.511823290662925
4,54.49999999999999,38.09695817459811,-42.13825420770991
4,55.0,37.720779369726245,-41.76700525472469
4,55.49999999999999,37.35002969143361,-41.39802004668377
4,56.0,36.984586231026185,-41.031243576918676
4,56.5,36.62432953946065,-40.66662216636281
4,57.00000000000001,36.26914351368147,-40.30410341506021
4,57.5,35.91891528703363,-39.94363615582261
4,58.00000000000001,35.573535123603385,-39.585170409927315
4,58.5,35.232896316344274,-39.22865734475718
4,58.99999999999999,34.896895088850094,-38.87404923328849
4,59.5,34.565430500640666,-38.52129941533983
4,59.99999999999999,34.23840435583133,-38.170362260500276
4,60.5,33.91572111506016,-37.821193132660206
4,61.0,33.597287810552615,-37.47374835607386
4,61.50000000000001,33.2830139642064,-37.127985182886746
4,62.0,32.97281150858398,-36.783861762065996
4,62.50000000000001,32.666594710704,-36.44133710967558
4,63.0,32.36428009852666,-36.10037108044303
4,63.49999999999999,32.06578639003241,-35.760924340567264
4,64.0,31.771034424796156,-35.42295834172168
4,64.5,31.4799470979637,-35.08643529620962
4,65.0,31.192449296539838,-34.751318153233015
4,65.5,30.90846783790164,-34.41757057623816
4,66.0,30.627931410452987,-34.085156921305824
4,66.5,30.350770516340138,-33.75404221655593
4,67.0,30.076917416151037,-33.42419214254018
4,67.5,29.8063060755238,-33.09557301359867
4,68.0,29.538872113593015,-32.76815176015977
4,68.5,29.274552753205036,-32.44189591196532
4,69.0,29.01328677283603,-32.11677358220565
4,69.5,28.755014460149468,-31.79275345255261
4,70.0,28.499677567131705,-31.469804759080645
4,70.5,28.247219266747035,-31.147897279069593
4,71.0,27.997584111055914,-30.82700131868538
4,71.5,27.750717990741805,-30.50708770153772
4,72.0,27.506568095994876,-30.18812775811725
4,72.5,27.265082878702227,-29.870093316117085
4,73.0,27.026212015896395,-29.552956691647317
4,73.5,26.789906374416496,-29.23669068135423
4,74.0,26.556117976736527,-28.921268555458962
4,74.5,26.324799967919287,-28.606664051734533
4,75.0,26.09590658365369,-28.292851370442914
4,75.5,25.869393119337147,-27.979805170258636
4,76.0,25.64521590016404,-27.667500565208506
4,76.5,25.42333225218485,-27.3559131226618
4,77.0,25.203700474299897,-27.045018862409506
4,77.5,24.986279811155043,-26.73479425687578
4,78.00000000000001,24.771030426906098,-26.42521623250984
4,78.5,24.557913379821525,-26.11626217241163
4,79.00000000000001,24.346890597692994,-25.807909920250033
4,79.5,24.13792485402538,-25.50013778553849
4,80.0,23.930979744978515,-25.1929245503386
4,80.5,23.726019667033874,-24.886249477469295
4,81.0,23.52300979536103,-24.580092320305834
4,81.5,23.321916062858822,-24.27443333426018
4,82.0,23.122705139847966,-23.96925329004244
4,82.50000000000001,22.925344414392317,-23.66453348881071
4,83.0,22.729801973226667,-23.36025577932618
4,83.50000000000001,22.53604658327028,-23.056402577238707
4,84.0,22.34404767370571,-22.75295688663865
4,84.5,22.15377531860381,-22.449902324020357
4,85.0,21.965200220075463,-22.14722314481393
4,85.5,21.778293691932916,-21.844904272653096
4,86.0,21.593027643842422,-21.54293133155889
4,86.5,21.409374565952184,-21.241290681231373
4,87.00000000000001,21.227307513979103,-20.939969455654392
4,87.5,21.046800094738934,-20.638955605232027
4,88.00000000000001,20.867826452105113,-20.338237942688853
4,88.5,20.690361253381496,-20.037806192980764
4,89.0,20.514379676075478,-19.737651047476987
4,89.5,20.33985739505812,-19.43776422268912
4,90.0,20.166770570098365,-19.13813852383716
4,90.5,19.995095833758896,-18.83876791355698
4,91.0,19.82481027964195,-18.539647586067975
4,91.50000000000001,19.655891450973403,-18.240774047132476
4,92.0,19.488317329514086,-17.942145200151288
4,92.50000000000001,19.322066324787627,-17.6437604387501
4,93.0,19.157117263614808,-17.345620746221016
4,93.5,18.993449379944014,-17.047728802189518
4,94.0,18.831042304968655,-16.750089096880817
4,94.5,18.669876057522167,-16.452708053359054
4,95.0,18.50993103474158,-16.155594158107366
4,95.5,18.351188002991396,-15.858758100305835
4,96.00000000000001,18.193628089039077,-15.562212920146031
4,96.5,18.0372327714746,-15.265974166494258
4,97.00000000000001,17.881983872365932,-14.970060064178996
4,97.5,17.727863549143414,-14.674491691129779
4,98.0,17.574854286705513,-14.379293165532314
4,98.5,17.422938889739356,-14.08449184308713
4,99.0,17.27210047524899,-13.790118524362416
4,99.5,17.122322465285226,-13.496207672114162
4,100.0,16.973588579870768,-13.202797638306414
4,100.50000000000001,16.825882830114388,-12.909930900395484
4,101.0,16.67918951150864,-12.617654306244992
4,101.50000000000001,16.53349319740541,-12.32601932680689
4,102.0,16.388778732663546,-12.035082315436638
4,102.5,16.24503122746401,-11.744904772403338
4,103.0,16.102236051286855,-11.455553612806996
4,103.5,15.96037882704525,-11.167101435721085
4,104.0,15.819445425372397,-10.879626791938959
4,104.5,15.679421959055748,-10.593214447216626
4,105.00000000000001,15.540294777615129,-10.307955637372002
4,105.5,15.402050462019838,-10.023948311025892
4,106.00000000000001,15.264675819540832,-9.741297355156306
4,106.5,15.12815787873389,-9.460114797993786
4,107.0,14.992483884550225,-9.180519983121156
4,107.5,14.857641293570161,-8.90263970797261
4,108.0,14.723617769357096,-8.62660831927127
4,108.5,14.590401177927395,-8.352567757327442
4,109.0,14.457979583333564,-8.080667540569173
4,109.50000000000001,14.32634124335692,-7.81106468122678
4,110.0,14.195474605306908,-7.54392352278443
