n,theta_c_deg,guard_band_deg,resonance_cost_dB
3,80.5,13.47366727143403,-18.712903630351978
3,81.0,13.356138861803712,-18.485692061112893
3,81.5,13.239777407601542,-18.258964763500177
3,82.0,13.124561485444568,-18.032711938009637
3,82.50000000000001,13.01047016881909,-17.80692434427944
3,83.0,12.897483013649422,-17.58159331646436
3,83.50000000000001,12.785580044361355,-17.356710779851404
3,84.0,12.674741740420732,-17.132269268757508
3,84.5,12.564949023328461,-16.90826194575029
3,85.0,12.456183244054174,-16.684682622233883
3,85.5,12.34842617089131,-16.46152578044224
3,86.0,12.241659977717468,-16.23878659688229
3,86.5,12.13586723264437,-16.016460967269452
3,87.00000000000001,12.03103088704247,-15.794545532997123
3,87.5,11.927134264925892,-15.573037709181028
3,88.00000000000001,11.82416105268415,-15.351935714317538
3,88.5,11.722095289147532,-15.131238601593353
3,89.0,11.62092135597355,-14.910946291880744
3,89.5,11.520623968342383,-14.691059608449489
3,90.0,11.421188165950191,-14.471580313422187
3,90.5,11.322599304288888,-14.252511145994273
3,91.0,11.224843046201862,-14.033855862434116
3,91.50000000000001,11.12790535370598,-13.815619277870798
3,92.0,11.03177248006955,-13.59780730986886
3,92.50000000000001,10.93643096213737,-13.380427023778797
3,93.0,10.841867612893845,-13.16348667984079
3,93.5,10.748069514255684,-12.94699578200558
3,94.0,10.655024010085633,-12.730965128421115
3,94.5,10.562718699420019,-12.515406863516622
3,95.0,10.47114142990188,-12.30033453159593
3,95.5,10.380280291412804,-12.085763131830443
3,96.00000000000001,10.290123609896499,-11.87170917451761
3,96.5,10.20065994136728,-11.658190738443832
3,97.00000000000001,10.111878066097043,-11.44522752916091
3,97.5,10.023766982974717,-11.232840937952487
3,98.0,9.93631590403206,-11.02105410123076
3,98.5,9.849514249130339,-10.809891960065121
3,99.0,9.763351640802073,-10.599381319501905
3,99.5,9.677817899242859,-10.389550907288818
3,100.0,9.592903037448174,-10.180431431569428
3,100.50000000000001,9.5085972564901,-9.972055637060826
3,101.0,9.424890940929568,-9.764458359173418
3,101.50000000000001,9.341774654359174,-9.557676575474268
3,102.0,9.259239135072868,-9.351749453836424
3,102.5,9.177275291857573,-9.146718396555043
3,103.0,9.095874199903397,-8.94262707964968
3,103.5,9.015027096828124,-8.739521486509297
3,104.0,8.934725378812445,-8.537449934975179
3,104.5,8.854960596842234,-8.33646309689747
3,105.00000000000001,8.77572445305452,-8.136614009144411
3,105.5,8.697008797183711,-7.937958074992137
3,106.00000000000001,8.618805623104967,-7.740553054777736
3,106.5,8.541107065471467,-7.544459044662156
3,107.0,8.463905396442787,-7.3497384423235
3,107.5,8.38719302250121,-7.156455898389113
3,108.0,8.310962481353648,-6.964678252417118
3,108.5,8.23520643891601,-6.77447445225924
3,109.0,8.159917686377698,-6.585915455678217
3,109.50000000000001,8.085089137343731,-6.3990741131574325
3,110.0,8.010713825052099,-6.214025030931191
4,20.0,90.48566002140505,-79.37934855555464
4,20.5,89.04104068671018,-78.5033159066324
4,21.0,87.63033576565928,-77.64749660479387
4,21.5,86.25272582039399,-76.81091657115851
4,22.0,84.90739358389625,-75.99266881954856
4,22.5,83.59352642566039,-75.19190742175891
4,23.0,82.31031851132802,-74.40784213613033
4,23.5,81.05697268088768,-73.6397336138133
4,24.0,79.832702069198,-72.88688910973048
4,24.5,78.63673149156993,-72.14865863578315
4,25.0,77.46829861599295,-71.42443150268294
4,25.499999999999996,76.32665494235629,-70.7136332042228
4,26.0,75.21106660773633,-70.0157226040823
4,26.5,74.12081503552383,-69.33018939058297
4,27.0,73.05519744487496,-68.65655176933663
4,27.5,72.0135272357053,-67.99435436759025
4,28.0,70.99513426322149,-67.34316632737644
4,28.500000000000004,69.99936501480981,-66.70257956741496
4,29.000000000000004,69.0255827009847,-66.07220719615245
4,29.499999999999996,68.07316727104389,-65.451682060436
4,29.999999999999996,67.14151536308829,-64.84065541614021
4,30.5,66.23004019713993,-64.2387957086507
4,31.0,65.33817141923319,-63.64578745248414
4,31.5,64.46535490356173,-63.06133020052581
4,32.0,63.611052519032405,-62.48513759441504
