f_percent,K,pole_re,pole_im,zeta,stable,classification
-20.0,0.9016877712317013,-0.686678241624878,1.350475021545703,-0.19943589781101653,False,unstable
-20.0,1.0,-0.7284108781742913,1.4022445639934078,-0.2178323833525758,False,unstable
-19.0,0.0001,0.9999310701726107,0.0,1.0,True,non-ringing
-19.0,0.00011090313431155938,0.9999235552568237,0.0,1.0,True,non-ringing
-19.0,0.0001229950520012778,0.9999152211166933,0.0,1.0,True,non-ringing
-19.0,0.0001364053677175493,0.9999059784626034,0.0,1.0,True,non-ringing
-19.0,0.00015127782816797016,0.9998957282768008,0.0,1.0,True,non-ringing
-19.0,0.00016777185295673396,0.9998843607544183,0.0,1.0,True,non-ringing
-19.0,0.00018606424342159842,0.9998717541293729,0.0,1.0,True,non-ringing
-19.0,0.0002063510777876421,0.9998577733727376,0.0,1.0,True,non-ringing
-19.0,0.0002288498129521791,0.9998422687497848,0.0,1.0,True,non-ringing
-19.0,0.0002538016154301076,0.9998250742204029,0.0,1.0,True,non-ringing
-19.0,0.00028147394644535966,0.9998060056659768,0.0,1.0,True,non-ringing
-19.0,0.00031216342887834366,0.9997848589240497,0.0,1.0,True,non-ringing
-19.0,0.0003461990268005186,0.9997614076099945,0.0,1.0,True,non-ringing
-19.0,0.00038394557167789064,0.9997354007028325,0.0,1.0,True,non-ringing
-19.0,0.00042580767304121515,0.9997065598698238,0.0,1.0,True,non-ringing
-19.0,0.0004722340555418245,0.9996745765018353,0.0,1.0,True,non-ringing
-19.0,0.0005237223688824735,0.9996391084284866,0.0,1.0,True,non-ringing
-19.0,0.0005808245221814102,0.9995997762788931,0.0,1.0,True,non-ringing
-19.0,0.0006441525999493224,0.9995561594501974,0.0,1.0,True,non-ringing
-19.0,0.0007143854230931981,0.999507791642186,0.0,1.0,True,non-ringing
-19.0,0.0007922758252752512,0.9994541559119987,0.0,1.0,True,non-ringing
-19.0,0.0008786587226230274,0.9993946791981576,0.0,1.0,True,non-ringing
-19.0,0.0009744600632908472,0.9993287262580823,0.0,1.0,True,non-ringing
-19.0,0.0010807067528039549,0.9992555929574811,0.0,1.0,True,non-ringing
-19.0,0.001198537661576262,0.9991744988439972,0.0,1.0,True,non-ringing
-19.0,0.001329215832592545,0.9990845789306528,0.0,1.0,True,non-ringing
-19.0,0.0014741420201106225,0.998984874607487,0.0,1.0,True,non-ringing
-19.0,0.001634869704506417,0.9988743235917998,0.0,1.0,True,non-ringing
-19.0,0.0018131217442077456,0.9987517488190225,0.0,1.0,True,non-ringing
-19.0,0.0020108088432108043,0.998615846166997,0.0,1.0,True,non-ringing
-19.0,0.0022300500321347895,0.9984651708968162,0.0,1.0,True,non-ringing
-19.0,0.002473195382353419,0.9982981226828294,0.0,1.0,True,non-ringing
-19.0,0.002742851196678697,0.9981129290935833,0.0,1.0,True,non-ringing
-19.0,0.0030419079466187894,0.9979076273738499,0.0,1.0,True,non-ringing
-19.0,0.003373571255672634,0.9976800443659727,0.0,1.0,True,non-ringing
-19.0,0.0037413962607747778,0.997427774396534,0.0,1.0,True,non-ringing
-19.0,0.004149325720214712,0.9971481549419404,0.0,1.0,True,non-ringing
-19.0,0.004601732276513801,0.9968382398743709,0.0,1.0,True,non-ringing
-19.0,0.005103465327280476,0.9964947700778289,0.0,1.0,True,non-ringing
-19.0,0.005659903006457729,0.9961141412134488,0.0,1.0,True,non-ringing
-19.0,0.006277009833155804,0.9956923684041337,0.0,1.0,True,non-ringing
-19.0,0.00696140064601457,0.9952250476020315,0.0,1.0,True,non-ringing
-19.0,0.007720411508415302,0.9947073133993745,0.0,1.0,True,non-ringing
-19.0,0.008562178344582902,0.9941337930448202,0.0,1.0,True,non-ringing
-19.0,0.009495724149488028,0.9934985564357899,0.0,1.0,True,non-ringing
-19.0,0.010531055707361887,0.9927950618741161,0.0,1.0,True,non-ringing
-19.0,0.011679270855560683,0.9920160974004574,0.0,1.0,True,non-ringing
-19.0,0.012952677443553275,0.9911537175656363,0.0,1.0,True,non-ringing
-19.0,0.014364925262166945,0.9901991755584632,0.0,1.0,True,non-ringing
-19.0,0.01593115235725613,0.9891428506946822,0.0,1.0,True,non-ringing
-19.0,0.017668147296146925,0.9879741713867325,0.0,1.0,True,non-ringing
-19.0,0.019594529126209955,0.9866815338665966,0.0,1.0,True,non-ringing
-19.0,0.02173094695455825,0.9852522171332517,0.0,1.0,True,non-ringing
-19.0,0.02410030128818746,0.9836722948533654,0.0,1.0,True,non-ringing
-19.0,0.02672798950712899,0.9819265452718962,0.0,1.0,True,non-ringing
-19.0,0.02964217810187076,0.9799983606039877,0.0,1.0,True,non-ringing
-19.0,0.032874104593189374,0.9778696578989913,0.0,1.0,True,non-ringing
-19.0,0.03645841237070733,0.9755207940123761,0.0,1.0,True,non-ringing
-19.0,0.040433522039347726,0.9729304881149662,0.0,1.0,True,non-ringing
-19.0,0.04484204325419173,0.970075756136064,0.0,1.0,True,non-ringing
-19.0,0.04973123145824381,0.9669318627031978,0.0,1.0,True,non-ringing
-19.0,0.05515349441892861,0.9634722975298894,0.0,1.0,True,non-ringing
-19.0,0.061166953992942745,0.9596687848320749,0.0,1.0,True,non-ringing
-19.0,0.06783606914108303,0.9554913362301711,0.0,1.0,True,non-ringing
-19.0,0.0752323268712176,0.9509083597030987,0.0,1.0,True,non-ringing
-19.0,0.08343500851569784,0.9458868394558484,0.0,1.0,True,non-ringing
-19.0,0.09253203955702538,0.9403926039436787,0.0,1.0,True,non-ringing
-19.0,0.10262093211115302,0.9343907015894164,0.0,1.0,True,non-ringing
-19.0,0.11380983017100621,0.9278459056526054,0.0,1.0,True,non-ringing
-19.0,0.12621866881430865,-0.4284710198245515,0.8161439122548179,0.03961797595339664,True,ringing
-19.0,0.1399804598013949,-0.43148496186315793,0.8281122854990979,0.03338333158091848,True,ringing
-19.0,0.15524271734347939,-0.43492775281154844,0.8412686156396758,0.026557874620358093,True,ringing
-19.0,0.17216903932435343,-0.4388672277364374,0.8557169778342579,0.019099048108809063,True,ringing
-19.0,0.1909408609248092,-0.4433825967453851,0.8715672791828419,0.010964816576013857,True,ringing
-19.0,0.21175939944708896,-0.4485662389518641,0.8889347148686739,0.0021147938209976143,True,ringing
-19.0,0.23484781118615636,-0.45452568443155617,0.9079389342302153,-0.007488365489270323,False,unstable
-19.0,0.2604535834675404,-0.4613857629973528,0.9287028577842477,-0.0178773045370285,False,unstable
-19.0,0.28885118749227573,-0.4692908816013409,0.9513510874268134,-0.02907805109996165,False,unstable
-19.0,0.3203450204250925,-0.47840737357664864,0.9760078597221705,-0.041107903149143275,False,unstable
-19.0,0.35527266826243264,-0.4889258456182097,1.0027945080678313,-0.05397320599187425,False,unstable
-19.0,0.3940085244553465,-0.5010634367124918,1.0318264241819013,-0.06766716080001677,False,unstable
-19.0,0.43696780307570626,-0.5150659026184699,1.0632095412153997,-0.08216784979306176,False,unstable
-19.0,0.4846109895433208,-0.5312094554553488,1.0970363951420266,-0.09743669655696996,False,unstable
-19.0,0.5374487766218056,-0.5498023241327417,1.1333818497377084,-0.11341758843611538,False,unstable
-19.0,0.5960475385927138,-0.5711860574179357,1.172298582609179,-0.130036860303332,False,unstable
-19.0,0.6610354022862212,-0.5957366613230055,1.2138124142442912,-0.14720426971280046,False,unstable
-19.0,0.733108980044444,-0.6238657344196964,1.257917510973561,-0.16481498692202418,False,unstable
-19.0,0.8130408367887928,-0.6560218234932641,1.3045714045299799,-0.18275249571689733,False,unstable
-19.0,0.9016877712317013,-0.6926922535973055,1.353689651822297,-0.200892177603016,False,unstable
-19.0,1.0,-0.7344056831579712,1.4051398206756032,-0.21910525991225335,False,unstable
-18.0,0.0001,0.9999317975113622,0.0,1.0,True,non-ringing
-18.0,0.00011090313431155938,0.999924361890292,0.0,1.0,True,non-ringing
-18.0,0.0001229950520012778,0.9999161156886482,0.0,1.0,True,non-ringing
-18.0,0.0001364053677175493,0.9999069705588288,0.0,1.0,True,non-ringing
-18.0,0.00015127782816797016,0.9998968285277179,0.0,1.0,True,non-ringing
-18.0,0.00016777185295673396,0.9998855809488532,0.0,1.0,True,non-ringing
-18.0,0.00018606424342159842,0.9998731073407141,0.0,1.0,True,non-ringing
-18.0,0.0002063510777876421,0.9998592740988159,0.0,1.0,True,non-ringing
-18.0,0.0002288498129521791,0.9998439330679552,0.0,1.0,True,non-ringing
-18.0,0.0002538016154301076,0.9998269199594896,0.0,1.0,True,non-ringing
-18.0,0.00028147394644535966,0.9998080525969066,0.0,1.0,True,non-ringing
-18.0,0.00031216342887834366,0.9997871289711739,0.0,1.0,True,non-ringing
-18.0,0.0003461990268005186,0.9997639250853805,0.0,1.0,True,non-ringing
-18.0,0.00038394557167789064,0.9997381925659696,0.0,1.0,True,non-ringing
-18.0,0.00042580767304121515,0.9997096560155023,0.0,1.0,True,non-ringing
-18.0,0.0004722340555418245,0.9996780100792284,0.0,1.0,True,non-ringing
-18.0,0.0005237223688824735,0.9996429161948268,0.0,1.0,True,non-ringing
-18.0,0.0005808245221814102,0.9996039989914101,0.0,1.0,True,non-ringing
-18.0,0.0006441525999493224,0.9995608423004849,0.0,1.0,True,non-ringing
-18.0,0.0007143854230931981,0.999512984737501,0.0,1.0,True,non-ringing
-18.0,0.0007922758252752512,0.999459914808547,0.0,1.0,True,non-ringing
-18.0,0.0008786587226230274,0.9994010654919085,0.0,1.0,True,non-ringing
-18.0,0.0009744600632908472,0.9993358082392261,0.0,1.0,True,non-ringing
-18.0,0.0010807067528039549,0.99926344633533,0.0,1.0,True,non-ringing
-18.0,0.001198537661576262,0.9991832075497515,0.0,1.0,True,non-ringing
-18.0,0.001329215832592545,0.9990942360062911,0.0,1.0,True,non-ringing
-18.0,0.0014741420201106225,0.9989955831898161,0.0,1.0,True,non-ringing
-18.0,0.001634869704506417,0.9988861980016714,0.0,1.0,True,non-ringing
-18.0,0.0018131217442077456,0.9987649157666285,0.0,1.0,True,non-ringing
-18.0,0.0020108088432108043,0.9986304460853626,0.0,1.0,True,non-ringing
-18.0,0.0022300500321347895,0.9984813594166457,0.0,1.0,True,non-ringing
-18.0,0.002473195382353419,0.9983160722632263,0.0,1.0,True,non-ringing
-18.0,0.002742851196678697,0.9981328308244855,0.0,1.0,True,non-ringing
-18.0,0.0030419079466187894,0.9979296929674701,0.0,1.0,True,non-ringing
-18.0,0.003373571255672634,0.9977045083561442,0.0,1.0,True,non-ringing
-18.0,0.0037413962607747778,0.9974548965664328,0.0,1.0,True,non-ringing
-18.0,0.004149325720214712,0.9971782230024708,0.0,1.0,True,non-ringing
-18.0,0.004601732276513801,0.9968715724172306,0.0,1.0,True,non-ringing
-18.0,0.005103465327280476,0.9965317198291742,0.0,1.0,True,non-ringing
-18.0,0.005659903006457729,0.9961550986159318,0.0,1.0,True,non-ringing
-18.0,0.006277009833155804,0.9957377655569002,0.0,1.0,True,non-ringing
-18.0,0.00696140064601457,0.9952753625901112,0.0,1.0,True,non-ringing
-18.0,0.007720411508415302,0.9947630750454031,0.0,1.0,True,non-ringing
-18.0,0.008562178344582902,0.994195586117488,0.0,1.0,True,non-ringing
-18.0,0.009495724149488028,0.9935670273502656,0.0,1.0,True,non-ringing
-18.0,0.010531055707361887,0.9928709249201485,0.0,1.0,True,non-ringing
-18.0,0.011679270855560683,0.9921001415334458,0.0,1.0,True,non-ringing
-18.0,0.012952677443553275,0.9912468137944053,0.0,1.0,True,non-ringing
-18.0,0.014364925262166945,0.9903022849605856,0.0,1.0,True,non-ringing
-18.0,0.01593115235725613,0.9892570330852419,0.0,1.0,True,non-ringing
-18.0,0.017668147296146925,0.9881005946590024,0.0,1.0,True,non-ringing
-18.0,0.019594529126209955,0.9868214840123382,0.0,1.0,True,non-ringing
-18.0,0.02173094695455825,0.9854071089353014,0.0,1.0,True,non-ringing
-18.0,0.02410030128818746,0.9838436832226316,0.0,1.0,True,non-ringing
-18.0,0.02672798950712899,0.9821161371733802,0.0,1.0,True,non-ringing
-18.0,0.02964217810187076,0.9802080274800407,0.0,1.0,True,non-ringing
-18.0,0.032874104593189374,0.9781014484504305,0.0,1.0,True,non-ringing
-18.0,0.03645841237070733,0.9757769471366613,0.0,1.0,True,non-ringing
-18.0,0.040433522039347726,0.9732134457217602,0.0,1.0,True,non-ringing
-18.0,0.04484204325419173,0.9703881754606184,0.0,1.0,True,non-ringing
-18.0,0.04973123145824381,0.9672766276122515,0.0,1.0,True,non-ringing
-18.0,0.05515349441892861,0.9638525281583317,0.0,1.0,True,non-ringing
-18.0,0.061166953992942745,0.9600878446962449,0.0,1.0,True,non-ringing
-18.0,0.06783606914108303,0.9559528357300834,0.0,1.0,True,non-ringing
-18.0,0.0752323268712176,0.9514161546473393,0.0,1.0,True,non-ringing
-18.0,0.08343500851569784,0.9464450229173151,0.0,1.0,True,non-ringing
-18.0,0.09253203955702538,0.9410054893849157,0.0,1.0,True,non-ringing
-18.0,0.10262093211115302,0.935062794793001,0.0,1.0,True,non-ringing
-18.0,0.11380983017100621,0.9285818625774712,0.0,1.0,True,non-ringing
-18.0,0.12621866881430865,-0.43387330347379993,0.8236373200867226,0.03479771387829841,True,ringing
-18.0,0.1399804598013949,-0.43692392918230405,0.8354910716662196,0.02866270349904229,True,ringing
-18.0,0.15524271734347939,-0.44040573497335345,0.8485226880907494,0.021946284279409613,True,ringing
-18.0,0.17216903932435343,-0.4443864421438583,0.8628355823919575,0.014606475335608167,True,ringing
-18.0,0.1909408609248092,-0.4489450652337736,0.8785390072855292,0.006601753987018351,True,ringing
-18.0,0.21175939944708896,-0.45417369003758945,0.8957475280159077,-0.002107852114778643,False,unstable
-18.0,0.23484781118615636,-0.4601794401969316,0.9145802099657557,-0.011559415966551271,False,unstable
-18.0,0.2604535834675404,-0.4670866129726587,0.9351594625211773,-0.02178549859816795,False,unstable
-18.0,0.28885118749227573,-0.475038948368681,0.9576094814006963,-0.032812288487328825,False,unstable
-18.0,0.3203450204250925,-0.48420197768137196,0.9820542385220827,-0.044657540137536304,False,unstable
-18.0,0.35527266826243264,-0.49476538044726626,1.0086149831941724,-0.05732839901685013,False,unstable
-18.0,0.3940085244553465,-0.5069452667657768,1.0374072416473827,-0.07081924552227091,False,unstable
-18.0,0.43696780307570626,-0.5209863003146304,1.0685373323036014,-0.08510973502711013,False,unstable
-18.0,0.4846109895433208,-0.537163591419596,1.102098447420241,-0.10016324452076668,False,unstable
-18.0,0.5374487766218056,-0.5557843230718978,1.1381663801392468,-0.11592594688353255,False,unstable
-18.0,0.5960475385927138,-0.5771891259000428,1.1767949891603866,-0.1323267103282372,False,unstable
-18.0,0.6610354022862212,-0.6017532854909873,1.218011480306217,-0.14927795698725368,False,unstable
-18.0,0.733108980044444,-0.6298879361848266,1.2618115369095804,-0.16667751433112396,False,unstable
-18.0,0.8130408367887928,-0.6620414550258396,1.3081542469075607,-0.18441137060805637,False,unstable
-18.0,0.9016877712317013,-0.6987013040153358,1.356956658883791,-0.20235712440466566,False,unstable
-18.0,1.0,-0.740396569680451,1.4080876630763424,-0.2203878250348662,False,unstable
-17.0,0.0001,0.9999325150187957,0.0,1.0,True,non-ringing
-17.0,0.00011090313431155938,0.9999251576205874,0.0,1.0,True,non-ringing
-17.0,0.0001229950520012778,0.9999169981687275,0.0,1.0,True,non-ringing
-17.0,0.0001364053677175493,0.9999079492448886,0.0,1.0,True,non-ringing
-17.0,0.00015127782816797016,0.9998979139064663,0.0,1.0,True,non-ringing
-17.0,0.00016777185295673396,0.9998867846497406,0.0,1.0,True,non-ringing
-17.0,0.00018606424342159842,0.9998744422603838,0.0,1.0,True,non-ringing
-17.0,0.0002063510777876421,0.9998607545390896,0.0,1.0,True,non-ringing
-17.0,0.0002288498129521791,0.999845574888822,0.0,1.0,True,non-ringing
-17.0,0.0002538016154301076,0.9998287407487179,0.0,1.0,True,non-ringing
-17.0,0.00028147394644535966,0.9998100718580931,0.0,1.0,True,non-ringing
-17.0,0.00031216342887834366,0.9997893683322225,0.0,1.0,True,non-ringing
-17.0,0.0003461990268005186,0.9997664085296107,0.0,1.0,True,non-ringing
-17.0,0.00038394557167789064,0.9997409466882985,0.0,1.0,True,non-ringing
-17.0,0.00042580767304121515,0.9997127103064356,0.0,1.0,True,non-ringing
-17.0,0.0004722340555418245,0.9996813972396343,0.0,1.0,True,non-ringing
-17.0,0.0005237223688824735,0.9996466724847846,0.0,1.0,True,non-ringing
-17.0,0.0005808245221814102,0.99960816461687,0.0,1.0,True,non-ringing
-17.0,0.0006441525999493224,0.9995654618417276,0.0,1.0,True,non-ringing
-17.0,0.0007143854230931981,0.9995181076239237,0.0,1.0,True,non-ringing
-17.0,0.0007922758252752512,0.9994655958447083,0.0,1.0,True,non-ringing
-17.0,0.0008786587226230274,0.9994073654403264,0.0,1.0,True,non-ringing
-17.0,0.0009744600632908472,0.9993427944659596,0.0,1.0,True,non-ringing
-17.0,0.0010807067528039549,0.9992711935250242,0.0,1.0,True,non-ringing
-17.0,0.001198537661576262,0.9991917984975067,0.0,1.0,True,non-ringing
-17.0,0.001329215832592545,0.9991037624944603,0.0,1.0,True,non-ringing
-17.0,0.0014741420201106225,0.9990061469586824,0.0,1.0,True,non-ringing
-17.0,0.001634869704506417,0.9988979118238173,0.0,1.0,True,non-ringing
-17.0,0.0018131217442077456,0.9987779046358383,0.0,1.0,True,non-ringing
-17.0,0.0020108088432108043,0.998644848531921,0.0,1.0,True,non-ringing
-17.0,0.0022300500321347895,0.9984973289620644,0.0,1.0,True,non-ringing
-17.0,0.002473195382353419,0.9983337790286906,0.0,1.0,True,non-ringing
-17.0,0.002742851196678697,0.998152463308648,0.0,1.0,True,non-ringing
-17.0,0.0030419079466187894,0.9979514600106416,0.0,1.0,True,non-ringing
-17.0,0.003373571255672634,0.9977286413094821,0.0,1.0,True,non-ringing
-17.0,0.0037413962607747778,0.9974816516863687,0.0,1.0,True,non-ringing
-17.0,0.004149325720214712,0.9972078840922729,0.0,1.0,True,non-ringing
-17.0,0.004601732276513801,0.9969044537394243,0.0,1.0,True,non-ringing
-17.0,0.005103465327280476,0.9965681693143601,0.0,1.0,True,non-ringing
-17.0,0.005659903006457729,0.9961955013953248,0.0,1.0,True,non-ringing
-17.0,0.006277009833155804,0.9957825478478297,0.0,1.0,True,non-ringing
-17.0,0.00696140064601457,0.9953249959653631,0.0,1.0,True,non-ringing
-17.0,0.007720411508415302,0.9948180811189293,0.0,1.0,True,non-ringing
-17.0,0.008562178344582902,0.9942565416803149,0.0,1.0,True,non-ringing
-17.0,0.009495724149488028,0.9936345699913792,0.0,1.0,True,non-ringing
-17.0,0.010531055707361887,0.9929457591675185,0.0,1.0,True,non-ringing
-17.0,0.011679270855560683,0.9921830455499119,0.0,1.0,True,non-ringing
-17.0,0.012952677443553275,0.991338646661767,0.0,1.0,True,non-ringing
-17.0,0.014364925262166945,0.9904039945822305,0.0,1.0,True,non-ringing
-17.0,0.01593115235725613,0.989369664732948,0.0,1.0,True,non-ringing
-17.0,0.017668147296146925,0.988225300182182,0.0,1.0,True,non-ringing
-17.0,0.019594529126209955,0.9869595317174915,0.0,1.0,True,non-ringing
-17.0,0.02173094695455825,0.9855598941287541,0.0,1.0,True,non-ringing
-17.0,0.02410030128818746,0.9840127393895124,0.0,1.0,True,non-ringing
-17.0,0.02672798950712899,0.9823031477389318,0.0,1.0,True,non-ringing
-17.0,0.02964217810187076,0.980414838063804,0.0,1.0,True,non-ringing
-17.0,0.032874104593189374,0.9783300794774572,0.0,1.0,True,non-ringing
-17.0,0.03645841237070733,0.9760296066098901,0.0,1.0,True,non-ringing
-17.0,0.040433522039347726,0.9734925418830408,0.0,1.0,True,non-ringing
-17.0,0.04484204325419173,0.9706963289704285,0.0,1.0,True,non-ringing
-17.0,0.04973123145824381,0.9676166827559153,0.0,1.0,True,non-ringing
-17.0,0.05515349441892861,0.9642275624344724,0.0,1.0,True,non-ringing
-17.0,0.061166953992942745,0.9605011759562275,0.0,1.0,True,non-ringing
-17.0,0.06783606914108303,0.9564080258105326,0.0,1.0,True,non-ringing
-17.0,0.0752323268712176,0.9519170081673419,0.0,1.0,True,non-ringing
-17.0,0.08343500851569784,0.946995579596156,0.0,1.0,True,non-ringing
-17.0,0.09253203955702538,0.9416100078776779,0.0,1.0,True,non-ringing
-17.0,0.10262093211115302,0.9357257256497525,0.0,1.0,True,non-ringing
-17.0,0.11380983017100621,-0.43655881884968983,0.8204804364395525,0.03552676168626374,True,ringing
-17.0,0.12621866881430865,-0.43927013066963916,0.8311498915487799,0.030020699086203414,True,ringing
-17.0,0.1399804598013949,-0.44235696664195556,0.8428905889597242,0.023983430927752142,True,ringing
-17.0,0.15524271734347939,-0.4458772952301483,0.8557991477215002,0.0173739742263019,True,ringing
-17.0,0.17216903932435343,-0.4498987302150864,0.8699783176167196,0.010150915566638802,True,ringing
-17.0,0.1909408609248092,-0.4545000991494972,0.8855366944512695,0.002273239481884868,True,ringing
-17.0,0.21175939944708896,-0.45977320575360414,0.9025882091732765,-0.006298613756519014,False,unstable
-17.0,0.23484781118615636,-0.4658247813835861,0.921251336461268,-0.015601440185855419,False,unstable
-17.0,0.2604535834675404,-0.472778607856765,0.9416479647410073,-0.025667706567163877,False,unstable
-17.0,0.28885118749227573,-0.48077777806599475,0.9639018698482803,-0.03652374085514698,False,unstable
-17.0,0.3203450204250925,-0.489987043208792,0.9881367406496063,-0.04818772239652038,False,unstable
-17.0,0.35527266826243264,-0.5005951785869316,1.0144737185395003,-0.060667553866047344,False,unstable
-17.0,0.3940085244553465,-0.5128172876837908,1.043028434587327,-0.07395874078383567,False,unstable
-17.0,0.43696780307570626,-0.5268969616123831,1.0739075570643586,-0.0880424477950204,False,unstable
-17.0,0.4846109895433208,-0.5431082232913436,1.1072048941935164,-0.10288393446653751,False,unstable
-17.0,0.5374487766218056,-0.5617572167264893,1.142997125018566,-0.11843158573341371,False,unstable
-17.0,0.5960475385927138,-0.5831836520416724,1.1813392453625977,-0.13461673241767477,False,unstable
-17.0,0.6610354022862212,-0.6077620817996986,1.222259805215501,-0.15135439910507567,False,unstable
-17.0,0.733108980044444,-0.6359031535724256,1.265755970088703,-0.16854502236670255,False,unstable
-17.0,0.8130408367887928,-0.6680550438027681,1.3117883588506543,-0.18607706484324535,False,unstable
-17.0,0.9016877712317013,-0.7047053149882501,1.360275498351045,-0.2038303321246744,False,unstable
-17.0,1.0,-0.7463834431139726,1.4110876007161328,-0.22167970500775933,False,unstable
-16.0,0.0001,0.9999332228328519,0.0,1.0,True,non-ringing
-16.0,0.00011090313431155938,0.9999259426006917,0.0,1.0,True,non-ringing
-16.0,0.0001229950520012778,0.9999178687265908,0.0,1.0,True,non-ringing
-16.0,0.0001364053677175493,0.9999089147089457,0.0,1.0,True,non-ringing
-16.0,0.00015127782816797016,0.9998989846217285,0.0,1.0,True,non-ringing
-16.0,0.00016777185295673396,0.9998879720885208,0.0,1.0,True,non-ringing
-16.0,0.00018606424342159842,0.9998757591450633,0.0,1.0,True,non-ringing
-16.0,0.0002063510777876421,0.9998622149782381,0.0,1.0,True,non-ringing
-16.0,0.0002288498129521791,0.9998471945281087,0.0,1.0,True,non-ringing
-16.0,0.0002538016154301076,0.9998305369382419,0.0,1.0,True,non-ringing
-16.0,0.00028147394644535966,0.9998120638378891,0.0,1.0,True,non-ringing
-16.0,0.00031216342887834366,0.9997915774379076,0.0,1.0,True,non-ringing
-16.0,0.0003461990268005186,0.999768858420369,0.0,1.0,True,non-ringing
-16.0,0.00038394557167789064,0.9997436635996173,0.0,1.0,True,non-ringing
-16.0,0.00042580767304121515,0.999715723330227,0.0,1.0,True,non-ringing
-16.0,0.0004722340555418245,0.9996847386347496,0.0,1.0,True,non-ringing
-16.0,0.0005237223688824735,0.9996503780211603,0.0,1.0,True,non-ringing
-16.0,0.0005808245221814102,0.9996122739569404,0.0,1.0,True,non-ringing
-16.0,0.0006441525999493224,0.999570018963071,0.0,1.0,True,non-ringing
-16.0,0.0007143854230931981,0.9995231612876327,0.0,1.0,True,non-ringing
-16.0,0.0007922758252752512,0.9994712001142929,0.0,1.0,True,non-ringing
-16.0,0.0008786587226230274,0.9994135802566153,0.0,1.0,True,non-ringing
-16.0,0.0009744600632908472,0.9993496862839257,0.0,1.0,True,non-ringing
-16.0,0.0010807067528039549,0.9992788360191223,0.0,1.0,True,non-ringing
-16.0,0.001198537661576262,0.9992002733427978,0.0,1.0,True,non-ringing
-16.0,0.001329215832592545,0.999113160231504,0.0,1.0,True,non-ringing
-16.0,0.0014741420201106225,0.9990165679510115,0.0,1.0,True,non-ringing
-16.0,0.001634869704506417,0.9989094673177079,0.0,1.0,True,non-ringing
-16.0,0.0018131217442077456,0.9987907179330293,0.0,1.0,True,non-ringing
-16.0,0.0020108088432108043,0.9986590562869984,0.0,1.0,True,non-ringing
-16.0,0.0022300500321347895,0.9985130826173652,0.0,1.0,True,non-ringing
-16.0,0.002473195382353419,0.9983512464008166,0.0,1.0,True,non-ringing
-16.0,0.002742851196678697,0.9981718303419715,0.0,1.0,True,non-ringing
-16.0,0.0030419079466187894,0.9979729327146545,0.0,1.0,True,non-ringing
-16.0,0.003373571255672634,0.9977524478983029,0.0,1.0,True,non-ringing
-16.0,0.0037413962607747778,0.9975080449403535,0.0,1.0,True,non-ringing
-16.0,0.004149325720214712,0.997237143963343,0.0,1.0,True,non-ringing
-16.0,0.004601732276513801,0.996936890223475,0.0,1.0,True,non-ringing
-16.0,0.005103465327280476,0.9966041256159066,0.0,1.0,True,non-ringing
-16.0,0.005659903006457729,0.9962353574113686,0.0,1.0,True,non-ringing
-16.0,0.006277009833155804,0.995826723999693,0.0,1.0,True,non-ringing
-16.0,0.00696140064601457,0.9953739574089769,0.0,1.0,True,non-ringing
-16.0,0.007720411508415302,0.9948723423656092,0.0,1.0,True,non-ringing
-16.0,0.008562178344582902,0.9943166716613456,0.0,1.0,True,non-ringing
-16.0,0.009495724149488028,0.9937011976007074,0.0,1.0,True,non-ringing
-16.0,0.010531055707361887,0.993019579317166,0.0,1.0,True,non-ringing
-16.0,0.011679270855560683,0.9922648257723868,0.0,1.0,True,non-ringing
-16.0,0.012952677443553275,0.9914292342922797,0.0,1.0,True,non-ringing
-16.0,0.014364925262166945,0.9905043245507111,0.0,1.0,True,non-ringing
-16.0,0.01593115235725613,0.9894807679911211,0.0,1.0,True,non-ringing
-16.0,0.017668147296146925,0.9883483127838617,0.0,1.0,True,non-ringing
-16.0,0.019594529126209955,0.9870957045599373,0.0,1.0,True,non-ringing
-16.0,0.02173094695455825,0.9857106033485028,0.0,1.0,True,non-ringing
-16.0,0.02410030128818746,0.9841794973865383,0.0,1.0,True,non-ringing
-16.0,0.02672798950712899,0.9824876147766505,0.0,1.0,True,non-ringing
-16.0,0.02964217810187076,0.9806188343577662,0.0,1.0,True,non-ringing
-16.0,0.032874104593189374,0.9785555976402768,0.0,1.0,True,non-ringing
-16.0,0.03645841237070733,0.9762788242614955,0.0,1.0,True,non-ringing
-16.0,0.040433522039347726,0.9737678341605248,0.0,1.0,True,non-ringing
-16.0,0.04484204325419173,0.9710002805770136,0.0,1.0,True,non-ringing
-16.0,0.04973123145824381,0.9679520990695316,0.0,1.0,True,non-ringing
-16.0,0.05515349441892861,0.9645974790485934,0.0,1.0,True,non-ringing
-16.0,0.061166953992942745,0.9609088658439278,0.0,1.0,True,non-ringing
-16.0,0.06783606914108303,0.9568570030825303,0.0,1.0,True,non-ringing
-16.0,0.0752323268712176,0.9524110271323133,0.0,1.0,True,non-ringing
-16.0,0.08343500851569784,0.9475386275250958,0.0,1.0,True,non-ringing
-16.0,0.09253203955702538,0.9422062895260478,0.0,1.0,True,non-ringing
-16.0,0.10262093211115302,0.936379637210809,0.0,1.0,True,non-ringing
