theta_rad,mag_dB,phase_deg
1e-05,95.06655333409904,-90.00031413809565
0.00016708648700383984,70.60772703055466,-90.00524882218596
0.0003241729740076797,64.85101820106946,-90.0101835080045
0.00048125946101151954,61.418969873104274,-90.01511819696498
0.0006383459480153594,58.965434990110055,-90.02005289059832
0.0007954324350191993,57.05449327613284,-90.02498759044495
0.000952518922023039,55.48908950613182,-90.02992229803807
0.0011096054090268788,54.16319344162201,-90.03485701489535
0.0012666918960307187,53.01314836299676,-90.03979174255535
0.0014237783830345586,51.99772422437681,-90.04472648253625
0.0015808648700383985,51.088681522067496,-90.04966123637408
0.0017379513570422382,50.26582898837388,-90.05459600559638
0.001895037844046078,49.51422887107613,-90.0595307917291
0.0020521243310499177,48.82251897094917,-90.06446559630227
0.0022092108180537576,48.181855343326305,-90.06940042084389
0.0023662973050575975,47.585219046662324,-90.07433526688317
0.0025233837920614374,47.02694616347258,-90.07927013594934
0.0026804702790652773,46.502400001055705,-90.08420502956858
0.002837556766069117,46.007736788431274,-90.08913994927134
0.002994643253072957,45.539734588341865,-90.09407489658517
0.003151729740076797,45.09566600140535,-90.0990098730405
0.0033088162270806364,44.67320186397239,-90.10394488016381
0.0034659027140844763,44.270337303102956,-90.10887991948567
0.003622989201088316,43.885334195644354,-90.11381499253001
0.003780075688092156,43.516675849368184,-90.11875010083008
0.003937162175095995,43.16303091744949,-90.123685245913
0.004094248662099835,42.82322437693828,-90.12862042930524
0.004251335149103675,42.496213974163936,-90.13355565253863
0.004408421636107515,42.18107094600988,-90.1384909171393
0.004565508123111355,41.876964118159464,-90.14342622463609
0.004722594610115195,41.583146694438504,-90.14836157655614
0.0048796810971190345,41.29894520859334,-90.15329697442978
0.005036767584122874,41.02375022717528,-90.15823241978514
0.005193854071126714,40.75700848068596,-90.16316791414995
0.005350940558130554,40.498216167514926,-90.16810345905414
0.005508027045134394,40.246913226972076,-90.17303905602286
0.005665113532138234,40.00267841783468,-90.17797470658614
0.005822200019142074,39.76512507016316,-90.18291041227211
0.005979286506145914,39.53389740279677,-90.1878461746103
0.006136372993149754,39.30866731847909,-90.19278199512645
0.0062934594801535935,39.089131604149536,-90.19771787535053
0.0064505459671574325,38.87500947644745,-90.20265381681018
0.006607632454161272,38.66604042257677,-90.20758982103496
0.006764718941165112,38.461982294881174,-90.21252588955062
0.006921805428168952,38.26260962417484,-90.21746202388624
0.007078891915172792,38.0677121223664,-90.22239822557108
0.007235978402176632,37.87709334944174,-90.22733449613177
0.007393064889180472,37.69056952362105,-90.23227083709756
0.007550151376184312,37.507968456623956,-90.23720724999491
0.007707237863188152,37.32912859858192,-90.24214373635338
0.00786432435019199,37.153898179320805,-90.24708029769951
0.008021410837195831,36.98213443457548,-90.25201693556258
0.00817849732419967,36.81370290725126,-90.25695365147017
0.008335583811203511,36.64847681516405,-90.26189044695002
0.00849267029820735,36.486336477810596,-90.26682732352974
0.008649756785211191,36.327168795676656,-90.27176428273754
0.00880684327221503,36.1708667764085,-90.27670132610112
0.00896392975921887,36.017329102875834,-90.28163845514908
0.00912101624622271,35.86645973875877,-90.28657567140819
0.00927810273322655,35.71816756781394,-90.29151297640583
0.00943518922023039,35.5723660634263,-90.29645037167087
0.00959227570723423,35.42897298544601,-90.30138785873115
0.00974936219423807,35.287910101650475,-90.30632543911297
0.00990644868124191,35.14910293146989,-90.31126311434458
0.010063535168245749,35.012480509874116,-90.31620088595388
0.010220621655249588,34.8779751695472,-90.32113875546837
0.010377708142253429,34.74552233967566,-90.32607672441524
0.010534794629257268,34.61506035985279,-90.33101479432177
0.010691881116261109,34.48653030775634,-90.33595296671635
0.010848967603264948,34.35987583939428,-90.34089124312538
0.011006054090268788,34.23504304083427,-90.34582962507675
0.011163140577272627,34.11198029044053,-90.35076811409806
0.011320227064276468,33.9906381307367,-90.35570671171665
0.011477313551280307,33.87096914909911,-90.36064541945935
0.011634400038284148,33.75292786655963,-90.36558423885302
0.011791486525287987,33.63647063406599,-90.37052317142555
0.011948573012291828,33.521555535606915,-90.3754622187041
0.012105659499295667,33.4081422976644,-90.38040138221623
0.012262745986299508,33.29619220450335,-90.38534066348765
0.012419832473303347,33.18566801885297,-90.39028006404668
0.012576918960307187,33.0765339075731,-90.39521958541947
0.012734005447311026,32.968755371934265,-90.40015922913355
0.012891091934314865,32.862299182172045,-90.40509899671565
0.013048178421318706,32.757133316005095,-90.41003888969284
0.013205264908322545,32.653226900832145,-90.41497890959158
0.013362351395326386,32.550550159347,-90.41991905793914
0.013519437882330225,32.44907435833178,-90.42485933626178
0.013676524369334066,32.34877176040818,-90.42979974608673
0.013833610856337905,32.24961557854389,-90.43474028894018
0.013990697343341746,32.15157993312766,-90.43968096634902
0.014147783830345585,32.054639811440836,-90.44462177983964
0.014304870317349425,31.958771029366577,-90.44956273093915
0.014461956804353264,31.863950195190213,-90.45450382117303
0.014619043291357105,31.770154675355013,-90.4594450520688
0.014776129778360944,31.677362562048135,-90.46438642515228
0.014933216265364785,31.585552642500524,-90.46932794194983
0.015090302752368624,31.49470436989313,-90.47426960398809
0.015247389239372463,31.40479783576975,-90.47921141279218
0.015404475726376304,31.31581374386364,-90.48415336988997
0.015561562213380143,31.22773338525203,-90.48909547680633
0.01571864870038398,31.140538614758366,-90.4940377350682
0.015875735187387822,31.054211828527936,-90.49898014620086
0.016032821674391663,30.96873594270741,-90.50392271173072
0.016189908161395504,30.884094373163972,-90.50886543318391
0.01634699464839934,30.800271016183466,-90.51380831208591
0.016504081135403182,30.71725023009168,-90.51875134996281
0.016661167622407023,30.635016817746134,-90.52369454834077
0.016818254109410864,30.553556009849387,-90.52863790874443
0.0169753405964147,30.47285344903809,-90.5335814327004
0.01713242708341854,30.392895174704762,-90.53852512173384
0.017289513570422382,30.31366760851239,-90.54346897737099
0.017446600057426223,30.235157540564053,-90.54841300113627
0.01760368654443006,30.15735211619241,-90.5533571945564
0.0177607730314339,30.08023882333604,-90.55830155915548
0.017917859518437742,30.0038054804716,-90.56324609645972
0.01807494600544158,29.928040225072664,-90.56819080799431
0.01823203249244542,29.85293150256797,-90.57313569528415
0.01838911897944926,29.778468055773256,-90.57808075985476
0.0185462054664531,29.704638914772655,-90.58302600323087
0.01870329195345694,29.63143338722675,-90.58797142693788
0.01886037844046078,29.558841049085984,-90.59291703250032
0.01901746492746462,29.48685173568923,-90.59786282144385
0.01917455141446846,29.415455533228467,-90.6028087952926
0.0193316379014723,29.344642770561666,-90.607754955572
0.01948872438847614,29.274404011357007,-90.61270130380588
0.01964581087547998,29.204730046552406,-90.61764784151977
0.01980289736248382,29.13561188711535,-90.62259457023814
0.019959983849487658,29.06704075708875,-90.62754149148525
0.0201170703364915,28.999008086909356,-90.63248860678559
0.02027415682349534,28.931505506986092,-90.63743591766372
0.020431243310499177,28.864524841526162,-90.64238342564407
0.020588329797503017,28.798058102597608,-90.64733113225051
0.020745416284506858,28.732097484417586,-90.65227903900788
0.0209025027715107,28.666635357855974,-90.65722714743988
0.021059589258514536,28.60166426514482,-90.66217545907048
0.021216675745518377,28.53717691478436,-90.66712397542416
0.021373762232522218,28.473166176636916,-90.67207269802478
0.02153084871952606,28.409625077200445,-90.67702162839578
0.021687935206529896,28.346546795053836,-90.68197076806145
0.021845021693533737,28.283924656466635,-90.68692011854525
0.022002108180537577,28.221752131166,-90.69186968137097
0.022159194667541418,28.160022828254277,-90.69681945806202
0.022316281154545255,28.098730492270736,-90.70176945014222
0.022473367641549096,28.037868999391428,-90.70671965913448
0.022630454128552937,27.977432353761476,-90.71167008656289
0.022787540615556774,27.917414683954107,-90.7166207339503
0.022944627102560615,27.857810239551377,-90.72157160281999
0.023101713589564456,27.798613387841584,-90.72652269469526
0.023258800076568296,27.73981861062851,-90.73147401109898
0.023415886563572134,27.681420501148093,-90.73642555355411
0.023572973050575975,27.623413761088184,-90.74137732358395
0.023730059537579815,27.565793197707265,-90.74632932271079
0.023887146024583656,27.508553721048198,-90.75128155245807
0.024044232511587493,27.45169034124336,-90.75623401434821
0.024201318998591334,27.395198165907434,-90.76118670990365
0.024358405485595175,27.33907239761461,-90.76613964064695
0.024515491972599016,27.283308331456855,-90.7710928081006
0.024672578459602853,27.227901352680142,-90.77604621378717
0.024829664946606694,27.17284693439572,-90.78099985922867
0.024986751433610534,27.11814063536353,-90.78595374594771
0.025143837920614375,27.063778097845102,-90.79090787546609
0.025300924407618212,27.009755045523338,-90.79586224930607
0.025458010894622053,26.95606728148656,-90.80081686898949
0.025615097381625894,26.90271068627476,-90.8057717360381
0.02577218386862973,26.84968121598535,-90.81072685197411
0.025929270355633572,26.79697490043665,-90.8156822183189
0.026086356842637413,26.74458784138675,-90.82063783659426
0.026243443329641254,26.692516210805856,-90.8255937083218
0.02640052981664509,26.640756249200187,-90.83054983502285
0.02655761630364893,26.58930426398561,-90.83550621821894
0.026714702790652772,26.53815662790921,-90.84046285943117
0.026871789277656613,26.48730977751712,-90.8454197601809
0.02702887576466045,26.436760211667057,-90.85037692198912
0.02718596225166429,26.38650449008391,-90.85533434637738
0.027343048738668132,26.336539231956962,-90.86029203486599
0.027500135225671973,26.286861114577263,-90.86524998897598
0.02765722171267581,26.237466872013858,-90.8702082102283
0.02781430819967965,26.188353293827472,-90.87516670014335
0.02797139468668349,26.139517223820402,-90.88012546024207
0.02812848117368733,26.090955558821477,-90.88508449204477
0.02828556766069117,26.042665247504754,-90.89004379707195
0.02844265414769501,25.99464328924102,-90.89500337684377
0.02859974063469885,25.946886732980875,-90.89996323288062
0.02875682712170269,25.899392676168418,-90.90492336670258
0.02891391360870653,25.852158263684476,-90.90988377982958
0.02907100009571037,25.805180686818602,-90.91484447378163
0.02922808658271421,25.758457182268565,-90.91980545007891
0.029385173069718048,25.711985031166815,-90.92476671024056
0.02954225955672189,25.66576155813289,-90.92972825578673
0.02969934604372573,25.619784130350837,-90.9346900882367
0.02985643253072957,25.574050156671092,-90.9396522091101
0.030013519017733407,25.52855708673585,-90.94461461992636
0.030170605504737248,25.483302410127312,-90.94957732220453
0.03032769199174109,25.438283655537994,-90.95454031746414
0.030484778478744926,25.39349838996253,-90.95950360722384
0.030641864965748767,25.348944217910194,-90.96446719300278
0.030798951452752608,25.304618780637583,-90.96943107632012
0.03095603793975645,25.260519755400818,-90.97439525869441
0.031113124426760286,25.21664485472666,-90.97935974164419
