theta,re,im
-1.9791743113030125,-1.2028824109913847,7.173644501758951
-1.976032640107643,-1.1557935512110333,6.993030518550201
-1.9728909689122731,-1.1113575130336044,6.821687431737009
-1.9697492977169033,-1.0693066752389133,6.658931740541858
-1.9666076265215338,-1.0294200565270024,6.504141881185072
-1.9634659553261642,-0.9915119179076266,6.356752317181496
-1.9603242841307944,-0.9554234977132866,6.216248051550979
-1.9571826129354246,-0.9210170169141406,6.08215959397357
-1.954040941740055,-0.8881713169658298,5.954058387894234
-1.9508992705446855,-0.8567786641168079,5.831552684330373
-1.9477575993493157,-0.8267423834194728,5.71428383778173
-1.944615928153946,-0.7979750816760537,5.601922993198909
-1.9414742569585763,-0.7703972887968019,5.494168129991278
-1.9383325857632068,-0.7439363977661457,5.390741428469017
-1.935190914567837,-0.7185258195638793,5.291386925107563
-1.9320492433724672,-0.6941042948515641,5.1958684249926
-1.9289075721770976,-0.6706153219762196,5.103967642313481
-1.925765900981728,-0.6480066730913601,5.01548254251322
-1.9226242297863583,-0.6262299785877038,4.930225862467302
-1.9194825585909885,-0.6052403657491569,4.848023787719016
-1.916340887395619,-0.5849961414448062,4.768714768269066
-1.9131992162002494,-0.56545851132574,4.692148456664347
-1.9100575450048796,-0.5465913298215189,4.61818475414159
-1.9069158738095098,-0.5283608765012788,4.546692952361609
-1.9037742026141402,-0.5107356552640411,4.477550959832468
-1.9006325314187706,-0.493686213474621,4.410644603484531
-1.8974908602234009,-0.47718497864637544,4.345866997047685
-1.894349189028031,-0.4612061106433077,4.283117968912151
-1.8912075178326615,-0.4457253676654796,4.222303543049173
-1.888065846637292,-0.43071998451711563,4.163335467344263
-1.8849241754419221,-0.41616856185051776,4.106130784369735
-1.8817825042465524,-0.4020509652406448,4.050611440209333
-1.8786408330511828,-0.3883482330834274,3.9967039274575304
-1.8754991618558132,-0.37504249242832516,3.94433895896089
-1.8723574906604434,-0.36211688195800096,3.893451169257007
-1.8692158194650736,-0.34955548141621057,3.84397884100616
-1.866074148269704,-0.3373432468625366,3.795863654008515
-1.8629324770743345,-0.32546595120003374,3.7490504546610253
-1.8597908058789647,-0.3139101294815509,3.7034870439380647
-1.856649134683595,-0.3026630285525068,3.659123982182343
-1.8535074634882254,-0.2917125606342926,3.6159144091714013
-1.8503657922928558,-0.2810472604931314,3.5738138780830857
-1.847224121097486,-0.27065624587536824,3.532780202123379
-1.8440824499021162,-0.26052918092225136,3.4927733127040845
-1.8409407787067467,-0.2506562423056232,3.453755128168221
-1.837799107511377,-0.2410280878513617,3.4156894321591174
-1.8346574363160073,-0.23163582743993005,3.37854176081672
-1.8315157651206375,-0.2224709959935322,3.3422792980626292
-1.828374093925268,-0.2135255283773788,3.306870778305171
-1.8252324227298984,-0.2047917360586646,3.2722863959582766
-1.8220907515345286,-0.19626228538132756,3.2384977212238715
-1.8189490803391588,-0.18793017732755427,3.2054776216377006
-1.8158074091437892,-0.17978872864868467,3.1732001889236003
