K,theta_rad,S_mag_dB
0.05,1.236908998668235,-0.14201529249560613
0.05,1.2370660851552389,-0.14200300570858068
0.05,1.2372231716422426,-0.14199071473720204
0.05,1.2373802581292463,-0.14197841957925703
0.05,1.2375373446162503,-0.14196612023254224
0.05,1.237694431103254,-0.1419538166948455
0.05,1.237851517590258,-0.14194150896395857
0.05,1.2380086040772618,-0.14192919703766838
0.05,1.2381656905642657,-0.14191688091376278
0.05,1.2383227770512695,-0.14190456059002768
0.05,1.2384798635382734,-0.1418922360642481
0.05,1.2386369500252772,-0.1418799073342012
0.05,1.238794036512281,-0.14186757439767783
0.05,1.238951122999285,-0.14185523725245522
0.05,1.2391082094862886,-0.14184289589631155
0.05,1.2392652959732926,-0.141830550327028
0.05,1.2394223824602963,-0.1418182005423749
0.05,1.2395794689473003,-0.14180584654013836
0.05,1.239736555434304,-0.14179348831808392
0.05,1.2398936419213078,-0.14178112587398595
0.05,1.2400507284083118,-0.1417687592056198
0.05,1.2402078148953155,-0.14175638831075202
0.05,1.2403649013823195,-0.14174401318715704
0.05,1.2405219878693232,-0.14173163383260048
0.05,1.2406790743563272,-0.141719250244848
0.05,1.240836160843331,-0.14170686242166425
0.05,1.2409932473303347,-0.14169447036081587
0.05,1.2411503338173386,-0.1416820740600676
0.05,1.2413074203043424,-0.14166967351717535
0.05,1.2414645067913463,-0.14165726872990292
0.05,1.24162159327835,-0.1416448596960111
0.05,1.241778679765354,-0.14163244641325295
0.05,1.2419357662523578,-0.14162002887939035
0.05,1.2420928527393615,-0.14160760709217535
0.05,1.2422499392263655,-0.14159518104936303
0.05,1.2424070257133693,-0.14158275074870355
0.05,1.2425641122003732,-0.14157031618795102
0.05,1.242721198687377,-0.1415578773648576
0.05,1.242878285174381,-0.14154543427716954
0.05,1.2430353716613847,-0.14153298692263322
0.05,1.2431924581483886,-0.14152053529899497
0.05,1.2433495446353924,-0.14150807940400018
0.05,1.2435066311223961,-0.14149561923539616
0.05,1.2436637176094,-0.1414831547909215
0.05,1.2438208040964038,-0.14147068606831675
0.05,1.2439778905834078,-0.1414582130653234
0.05,1.2441349770704115,-0.14144573577968206
0.05,1.2442920635574155,-0.14143325420912453
0.05,1.2444491500444192,-0.14142076835139233
0.05,1.244606236531423,-0.14140827820421537
0.05,1.244763323018427,-0.14139578376533132
0.05,1.2449204095054307,-0.1413832850324662
0.05,1.2450774959924347,-0.1413707820033587
0.05,1.2452345824794384,-0.14135827467573286
0.05,1.2453916689664424,-0.14134576304731672
0.05,1.2455487554534461,-0.1413332471158402
0.05,1.2457058419404499,-0.14132072687902353
0.05,1.2458629284274538,-0.14130820233459762
0.05,1.2460200149144576,-0.14129567348027885
0.05,1.2461771014014615,-0.14128314031379333
0.05,1.2463341878884653,-0.1412706028328574
0.05,1.2464912743754692,-0.14125806103519425
0.05,1.246648360862473,-0.14124551491852227
0.05,1.2468054473494767,-0.141232964480549
0.05,1.2469625338364807,-0.1412204097190017
0.05,1.2471196203234844,-0.14120785063158306
0.05,1.2472767068104884,-0.14119528721601246
0.05,1.2474337932974922,-0.14118271946999658
0.05,1.2475908797844961,-0.14117014739125003
0.05,1.2477479662714999,-0.14115757097747555
0.05,1.2479050527585038,-0.14114499022638674
0.05,1.2480621392455076,-0.1411324051356835
0.05,1.2482192257325113,-0.14111981570307267
0.05,1.2483763122195153,-0.1411072219262551
0.05,1.248533398706519,-0.14109462380293566
0.05,1.248690485193523,-0.14108202133081435
0.05,1.2488475716805267,-0.14106941450758917
0.05,1.2490046581675307,-0.1410568033309592
0.05,1.2491617446545344,-0.14104418779861566
0.05,1.2493188311415382,-0.14103156790826446
0.05,1.2494759176285422,-0.14101894365758805
0.05,1.249633004115546,-0.14100631504428457
0.05,1.2497900906025499,-0.14099368206604432
0.05,1.2499471770895536,-0.14098104472055667
0.05,1.2501042635765576,-0.14096840300551297
0.05,1.2502613500635613,-0.14095575691859574
0.05,1.250418436550565,-0.14094310645749245
0.05,1.250575523037569,-0.1409304516198876
0.05,1.2507326095245728,-0.14091779240346383
0.05,1.2508896960115767,-0.14090512880590375
0.05,1.2510467824985805,-0.14089246082488804
0.05,1.2512038689855844,-0.1408797884580964
0.05,1.2513609554725882,-0.14086711170320368
0.05,1.251518041959592,-0.14085443055788963
0.05,1.251675128446596,-0.1408417450198262
0.05,1.2518322149335996,-0.14082905508668728
0.05,1.2519893014206036,-0.14081636075614778
0.05,1.2521463879076073,-0.14080366202587488
0.05,1.2523034743946113,-0.14079095889354054
0.05,1.252460560881615,-0.14077825135681482
0.05,1.252617647368619,-0.140765539413361
0.05,1.2527747338556228,-0.14075282306084722
0.05,1.2529318203426265,-0.14074010229693576
0.05,1.2530889068296305,-0.1407273771192929
0.05,1.2532459933166342,-0.14071464752557605
0.05,1.2534030798036382,-0.1407019135134437
0.05,1.253560166290642,-0.14068917508056109
0.05,1.253717252777646,-0.14067643222458087
0.05,1.2538743392646496,-0.14066368494315962
0.05,1.2540314257516534,-0.1406509332339538
0.05,1.2541885122386573,-0.14063817709461324
0.05,1.254345598725661,-0.14062541652279545
0.05,1.254502685212665,-0.14061265151614633
0.05,1.2546597716996688,-0.1405998820723166
0.05,1.2548168581866728,-0.1405871081889512
0.05,1.2549739446736765,-0.14057432986369894
0.05,1.2551310311606803,-0.14056154709420676
0.05,1.2552881176476842,-0.14054875987811863
0.05,1.255445204134688,-0.1405359682130707
0.05,1.255602290621692,-0.14052317209671292
0.05,1.2557593771086957,-0.14051037152667462
0.05,1.2559164635956996,-0.1404975665006028
0.05,1.2560735500827034,-0.14048475701612884
0.05,1.2562306365697071,-0.14047194307088898
0.05,1.256387723056711,-0.14045912466251853
0.05,1.2565448095437148,-0.14044630178865283
0.05,1.2567018960307188,-0.1404334744469165
0.05,1.2568589825177225,-0.1404206426349468
0.05,1.2570160690047265,-0.14040780635036548
0.05,1.2571731554917303,-0.140394965590803
0.05,1.2573302419787342,-0.1403821203538821
0.05,1.257487328465738,-0.14036927063723326
0.05,1.2576444149527417,-0.1403564164384744
0.05,1.2578015014397457,-0.14034355775522928
0.05,1.2579585879267494,-0.1403306945851147
0.05,1.2581156744137534,-0.14031782692575456
0.05,1.2582727609007571,-0.1403049547747618
0.05,1.258429847387761,-0.14029207812975536
0.05,1.2585869338747648,-0.1402791969883454
0.05,1.2587440203617686,-0.14026631134814888
0.05,1.2589011068487725,-0.14025342120677894
0.05,1.2590581933357763,-0.14024052656184383
0.05,1.2592152798227803,-0.14022762741095077
0.05,1.259372366309784,-0.14021472375170807
0.05,1.259529452796788,-0.14020181558172204
0.05,1.2596865392837917,-0.14018890289860103
0.05,1.2598436257707954,-0.14017598569994155
0.05,1.2600007122577994,-0.14016306398335202
0.05,1.2601577987448032,-0.14015013774642904
0.05,1.2603148852318071,-0.14013720698677515
0.05,1.2604719717188109,-0.14012427170198305
0.05,1.2606290582058148,-0.14011133188965239
0.05,1.2607861446928186,-0.14009838754737594
0.05,1.2609432311798223,-0.1400854386727524
0.05,1.2611003176668263,-0.14007248526336674
0.05,1.26125740415383,-0.14005952731680985
0.05,1.261414490640834,-0.14004656483067857
0.05,1.2615715771278377,-0.14003359780255298
0.05,1.2617286636148417,-0.140020626230027
0.05,1.2618857501018454,-0.14000765011067498
0.05,1.2620428365888494,-0.1399946694420859
0.05,1.2621999230758532,-0.13998168422184595
0.05,1.262357009562857,-0.1399686944475265
0.05,1.2625140960498609,-0.13995570011671765
0.05,1.2626711825368646,-0.13994270122699093
0.05,1.2628282690238686,-0.13992969777591974
0.05,1.2629853555108723,-0.13991668976108543
0.05,1.2631424419978763,-0.13990367718005958
0.05,1.26329952848488,-0.13989066003040979
0.05,1.2634566149718838,-0.1398776383097136
0.05,1.2636137014588877,-0.13986461201553468
0.05,1.2637707879458915,-0.13985158114544183
0.05,1.2639278744328954,-0.1398385456970047
0.05,1.2640849609198992,-0.13982550566778715
0.05,1.2642420474069032,-0.13981246105534617
0.05,1.264399133893907,-0.13979941185725445
0.05,1.2645562203809106,-0.13978635807106318
0.05,1.2647133068679146,-0.13977329969433824
0.05,1.2648703933549184,-0.13976023672463184
0.05,1.2650274798419223,-0.139747169159502
0.05,1.265184566328926,-0.13973409699650693
0.05,1.26534165281593,-0.13972102023319494
0.05,1.2654987393029338,-0.13970793886712118
0.05,1.2656558257899375,-0.13969485289583608
0.05,1.2658129122769415,-0.13968176231688215
0.05,1.2659699987639452,-0.13966866712781756
0.05,1.2661270852509492,-0.13965556732618198
0.05,1.266284171737953,-0.13964246290951896
0.05,1.266441258224957,-0.13962935387537212
0.05,1.2665983447119606,-0.13961624022128896
0.05,1.2667554311989646,-0.13960312194480237
0.05,1.2669125176859684,-0.139589999043455
0.05,1.267069604172972,-0.13957687151478568
0.05,1.267226690659976,-0.13956373935632727
0.05,1.2673837771469798,-0.13955060256560983
0.05,1.2675408636339838,-0.13953746114017412
0.05,1.2676979501209875,-0.13952431507754828
0.05,1.2678550366079915,-0.13951116437526237
0.05,1.2680121230949952,-0.13949800903084744
0.05,1.268169209581999,-0.13948484904182482
0.05,1.268326296069003,-0.1394716844057256
0.05,1.2684833825560067,-0.13945851512007018
0.05,1.2686404690430106,-0.13944534118238092
0.05,1.2687975555300144,-0.139432162590186
0.05,1.2689546420170184,-0.13941897934099415
0.05,1.269111728504022,-0.13940579143233367
0.05,1.2692688149910258,-0.13939259886171126
0.05,1.2694259014780298,-0.1393794016266514
0.05,1.2695829879650335,-0.13936619972466283
0.05,1.2697400744520375,-0.13935299315325828
0.05,1.2698971609390413,-0.1393397819099524
0.05,1.2700542474260452,-0.13932656599224816
0.05,1.270211333913049,-0.13931334539765933
0.05,1.2703684204000527,-0.13930012012368592
0.05,1.2705255068870567,-0.13928689016783785
0.05,1.2706825933740604,-0.13927365552761525
0.05,1.2708396798610644,-0.1392604162005231
0.05,1.2709967663480681,-0.13924717218405958
0.05,1.271153852835072,-0.1392339234757259
0.05,1.2713109393220758,-0.13922067007301633
0.05,1.2714680258090798,-0.13920741197342817
0.05,1.2716251122960835,-0.1391941491744538
0.05,1.2717821987830873,-0.13918088167359155
0.05,1.2719392852700913,-0.13916760946832601
0.05,1.272096371757095,-0.13915433255615162
0.05,1.272253458244099,-0.13914105093455403
0.05,1.2724105447311027,-0.13912776460102183
0.05,1.2725676312181067,-0.13911447355304066
0.05,1.2727247177051104,-0.1391011777880943
0.05,1.2728818041921142,-0.1390878773036646
0.05,1.2730388906791181,-0.13907457209723137
0.05,1.2731959771661219,-0.1390612621662735
0.05,1.2733530636531258,-0.13904794750827396
0.05,1.2735101501401296,-0.13903462812070377
0.05,1.2736672366271335,-0.13902130400103901
0.05,1.2738243231141373,-0.13900797514675375
0.05,1.273981409601141,-0.13899464155531535
0.05,1.274138496088145,-0.13898130322420182
0.05,1.2742955825751487,-0.13896796015087756
0.05,1.2744526690621527,-0.13895461233281184
0.05,1.2746097555491565,-0.13894125976746521
0.05,1.2747668420361604,-0.138927902452307
0.05,1.2749239285231642,-0.13891454038479678
0.05,1.275081015010168,-0.13890117356239903
0.05,1.2752381014971719,-0.1388878019825695
0.05,1.2753951879841756,-0.13887442564277175
0.05,1.2755522744711796,-0.13886104454045362
0.05,1.2757093609581833,-0.13884765867307977
0.05,1.2758664474451873,-0.13883426803809618
0.05,1.276023533932191,-0.13882087263295767
0.05,1.276180620419195,-0.13880747245511618
0.05,1.2763377069061987,-0.13879406750201972
0.05,1.2764947933932025,-0.1387806577711164
0.05,1.2766518798802065,-0.13876724325984638
0.05,1.2768089663672102,-0.13875382396566566
0.05,1.2769660528542142,-0.13874039988600073
0.05,1.277123139341218,-0.13872697101830764
0.05,1.2772802258282219,-0.1387135373600169
0.05,1.2774373123152256,-0.13870009890857085
0.05,1.2775943988022294,-0.13868665566140592
0.05,1.2777514852892333,-0.13867320761595467
0.05,1.277908571776237,-0.13865975476965267
0.05,1.278065658263241,-0.13864629711992854
0.05,1.2782227447502448,-0.13863283466422088
0.05,1.2783798312372487,-0.13861936739994757
0.05,1.2785369177242525,-0.13860589532454431
0.05,1.2786940042112562,-0.13859241843543393
0.05,1.2788510906982602,-0.13857893673003946
0.05,1.279008177185264,-0.1385654502057877
0.05,1.279165263672268,-0.1385519588600938
0.05,1.2793223501592716,-0.1385384626903798
0.05,1.2794794366462756,-0.1385249616940629
0.05,1.2796365231332794,-0.13851145586856214
0.05,1.279793609620283,-0.13849794521128891
0.05,1.279950696107287,-0.13848442971965844
0.05,1.2801077825942908,-0.13847090939108309
0.05,1.2802648690812948,-0.13845738422297132
0.05,1.2804219555682985,-0.13844385421273162
0.05,1.2805790420553025,-0.13843031935777345
0.05,1.2807361285423062,-0.13841677965549845
0.05,1.2808932150293102,-0.13840323510331523
0.05,1.281050301516314,-0.1383896856986196
0.05,1.2812073880033177,-0.13837613143882016
0.05,1.2813644744903216,-0.13836257232130889
0.05,1.2815215609773254,-0.13834900834348557
0.05,1.2816786474643294,-0.13833543950275012
0.05,1.281835733951333,-0.13832186579649164
0.05,1.281992820438337,-0.13830828722210312
0.05,1.2821499069253408,-0.1382947037769806
0.05,1.2823069934123446,-0.13828111545851032
0.05,1.2824640798993485,-0.13826752226408145
0.05,1.2826211663863523,-0.1382539241910774
0.05,1.2827782528733562,-0.13824032123688346
0.05,1.28293533936036,-0.13822671339889084
0.05,1.283092425847364,-0.13821310067447024
0.05,1.2832495123343677,-0.13819948306100904
0.05,1.2834065988213714,-0.13818586055588383
0.05,1.2835636853083754,-0.13817223315646737
0.05,1.2837207717953791,-0.1381586008601441
0.05,1.283877858282383,-0.1381449636642819
0.05,1.2840349447693868,-0.13813132156625063
0.05,1.2841920312563908,-0.13811767456342508
0.05,1.2843491177433946,-0.13810402265317318
0.05,1.2845062042303983,-0.13809036583286094
0.05,1.2846632907174023,-0.13807670409985437
0.05,1.284820377204406,-0.13806303745152054
0.05,1.28497746369141,-0.13804936588521963
0.05,1.2851345501784137,-0.13803568939831382
0.05,1.2852916366654177,-0.13802200798815753
0.05,1.2854487231524214,-0.1380083216521149
0.05,1.2856058096394254,-0.13799463038753745
0.05,1.2857628961264291,-0.13798093419178353
0.05,1.2859199826134329,-0.13796723306220277
0.05,1.2860770691004368,-0.1379535269961476
0.05,1.2862341555874406,-0.13793981599097072
0.05,1.2863912420744446,-0.13792610004401284
0.05,1.2865483285614483,-0.13791237915262763
0.05,1.2867054150484523,-0.13789865331415893
0.05,1.286862501535456,-0.13788492252594464
0.05,1.2870195880224597,-0.13787118678533067
0.05,1.2871766745094637,-0.13785744608965694
0.05,1.2873337609964675,-0.1378437004362586
0.05,1.2874908474834714,-0.13782994982247562
0.05,1.2876479339704752,-0.13781619424564226
0.05,1.2878050204574791,-0.13780243370309267
0.05,1.2879621069444829,-0.13778866819215718
0.05,1.2881191934314866,-0.13777489771016316
0.05,1.2882762799184906,-0.13776112225444787
0.05,1.2884333664054943,-0.137747341822327
0.05,1.2885904528924983,-0.13773355641113388
0.05,1.288747539379502,-0.1377197660181901
0.05,1.288904625866506,-0.13770597064081835
0.05,1.2890617123535097,-0.13769217027633537
0.05,1.2892187988405137,-0.13767836492206287
0.05,1.2893758853275175,-0.13766455457532156
0.05,1.2895329718145212,-0.13765073923341853
0.05,1.2896900583015252,-0.13763691889367066
0.05,1.289847144788529,-0.13762309355339386
0.05,1.2900042312755329,-0.13760926320989328
0.05,1.2901613177625366,-0.13759542786048393
0.05,1.2903184042495406,-0.13758158750246519
0.05,1.2904754907365443,-0.1375677421331491
0.05,1.290632577223548,-0.137553891749839
0.05,1.290789663710552,-0.1375400363498324
0.05,1.2909467501975558,-0.13752617593043454
0.05,1.2911038366845597,-0.13751231048894302
0.05,1.2912609231715635,-0.13749844002265238
0.05,1.2914180096585675,-0.1374845645288622
0.05,1.2915750961455712,-0.13747068400486417
0.05,1.291732182632575,-0.13745679844795
0.05,1.291889269119579,-0.1374429078554144
0.05,1.2920463556065827,-0.1374290122245424
0.05,1.2922034420935866,-0.1374151115526218
0.05,1.2923605285805904,-0.1374012058369366
0.05,1.2925176150675943,-0.13738729507477482
0.05,1.292674701554598,-0.1373733792634146
0.05,1.2928317880416018,-0.13735945840013908
0.05,1.2929888745286058,-0.13734553248222744
0.05,1.2931459610156095,-0.137331601506955
0.05,1.2933030475026135,-0.13731766547160107
0.05,1.2934601339896172,-0.13730372437343413
0.05,1.2936172204766212,-0.13728977820973157
0.05,1.293774306963625,-0.13727582697775897
0.05,1.293931393450629,-0.13726187067478987
0.05,1.2940884799376327,-0.13724790929808894
0.05,1.2942455664246364,-0.13723394284492196
0.05,1.2944026529116404,-0.13721997131255265
0.05,1.294559739398644,-0.13720599469824185
0.05,1.294716825885648,-0.13719201299924952
0.05,1.2948739123726518,-0.13717802621284048
0.05,1.2950309988596558,-0.13716403433626687
0.05,1.2951880853466595,-0.1371500373667818
0.05,1.2953451718336633,-0.1371360353016463
0.05,1.2955022583206672,-0.1371220281381067
0.05,1.295659344807671,-0.13710801587341126
0.05,1.295816431294675,-0.1370939985048143
0.05,1.2959735177816787,-0.1370799760295582
0.05,1.2961306042686827,-0.13706594844489242
0.05,1.2962876907556864,-0.1370519157480575
0.05,1.2964447772426901,-0.13703787793629604
0.05,1.296601863729694,-0.1370238350068428
0.05,1.2967589502166978,-0.13700978695694724
0.05,1.2969160367037018,-0.13699573378383736
0.05,1.2970731231907056,-0.13698167548475285
0.05,1.2972302096777095,-0.1369676120569198
0.05,1.2973872961647133,-0.136953543497578
0.05,1.297544382651717,-0.13693946980395255
0.05,1.297701469138721,-0.13692539097327355
0.05,1.2978585556257247,-0.13691130700276813
0.05,1.2980156421127287,-0.1368972178896556
0.05,1.2981727285997324,-0.13688312363116611
0.05,1.2983298150867364,-0.13686902422451608
0.05,1.2984869015737401,-0.13685491966692595
0.05,1.298643988060744,-0.13684080995561415
0.05,1.2988010745477478,-0.1368266950877982
0.05,1.2989581610347516,-0.13681257506068878
0.05,1.2991152475217556,-0.13679844987150244
0.05,1.2992723340087593,-0.1367843195174451
0.05,1.2994294204957633,-0.13677018399573035
0.05,1.299586506982767,-0.13675604330356317
0.05,1.299743593469771,-0.13674189743814946
0.05,1.2999006799567747,-0.13672774639669422
0.05,1.3000577664437785,-0.13671359017640042
0.05,1.3002148529307824,-0.13669942877446722
0.05,1.3003719394177862,-0.13668526218809188
0.05,1.3005290259047901,-0.1366710904144716
0.05,1.3006861123917939,-0.1366569134508066
0.05,1.3008431988787978,-0.13664273129428336
0.05,1.3010002853658016,-0.13662854394209828
0.05,1.3011573718528053,-0.13661435139144082
0.05,1.3013144583398093,-0.13660015363949565
0.05,1.301471544826813,-0.1365859506834543
0.05,1.301628631313817,-0.13657174252049853
0.05,1.3017857178008208,-0.13655752914781014
0.05,1.3019428042878247,-0.13654331056257482
0.05,1.3020998907748285,-0.13652908676196857
0.05,1.3022569772618322,-0.1365148577431713
0.05,1.3024140637488362,-0.1365006235033561
0.05,1.30257115023584,-0.13648638403969993
0.05,1.3027282367228439,-0.1364721393493721
0.05,1.3028853232098476,-0.13645788942954773
0.05,1.3030424096968516,-0.13644363427739015
0.05,1.3031994961838553,-0.13642937389007265
0.05,1.3033565826708593,-0.13641510826475767
0.05,1.303513669157863,-0.13640083739860673
0.05,1.3036707556448668,-0.1363865612887873
0.05,1.3038278421318708,-0.13637227993245207
0.05,1.3039849286188745,-0.13635799332676568
0.05,1.3041420151058785,-0.13634370146888186
0.05,1.3042991015928822,-0.13632940435595547
0.05,1.3044561880798862,-0.13631510198514032
0.05,1.30461327456689,-0.1363007943535874
0.05,1.3047703610538937,-0.13628648145844766
0.05,1.3049274475408976,-0.13627216329686426
0.05,1.3050845340279014,-0.13625783986598627
0.05,1.3052416205149053,-0.1362435111629599
0.05,1.305398707001909,-0.13622917718491953
0.05,1.305555793488913,-0.13621483792901926
0.05,1.3057128799759168,-0.13620049339238377
0.05,1.3058699664629205,-0.13618614357215733
0.05,1.3060270529499245,-0.13617178846547456
0.05,1.3061841394369282,-0.13615742806946712
0.05,1.3063412259239322,-0.13614306238126758
0.05,1.306498312410936,-0.13612869139800474
0.05,1.30665539889794,-0.13611431511680738
0.05,1.3068124853849437,-0.13609993353480335
0.05,1.3069695718719474,-0.1360855466491156
0.05,1.3071266583589514,-0.13607115445686715
0.05,1.307283744845955,-0.13605675695517316
0.05,1.307440831332959,-0.13604235414116359
0.05,1.3075979178199628,-0.1360279460119468
0.05,1.3077550043069668,-0.1360135325646449
0.05,1.3079120907939705,-0.13599911379636245
0.05,1.3080691772809745,-0.13598468970421873
0.05,1.3082262637679782,-0.13597026028532316
0.05,1.308383350254982,-0.13595582553677943
0.05,1.308540436741986,-0.1359413854556961
0.05,1.3086975232289897,-0.1359269400391788
0.05,1.3088546097159937,-0.13591248928432736
0.05,1.3090116962029974,-0.13589803318824556
0.05,1.3091687826900014,-0.1358835717480322
0.05,1.309325869177005,-0.1358691049607853
0.05,1.3094829556640089,-0.1358546328235989
0.05,1.3096400421510128,-0.13584015533356605
0.05,1.3097971286380166,-0.13582567248777894
0.05,1.3099542151250205,-0.1358111842833248
0.05,1.3101113016120243,-0.13579669071729789
0.05,1.3102683880990282,-0.1357821917867776
0.05,1.310425474586032,-0.1357676874888553
0.05,1.3105825610730357,-0.13575317782060659
0.05,1.3107396475600397,-0.13573866277911792
0.05,1.3108967340470434,-0.13572414236146696
0.05,1.3110538205340474,-0.1357096165647265
0.05,1.3112109070210511,-0.13569508538597919
0.05,1.311367993508055,-0.1356805488222919
0.05,1.3115250799950589,-0.1356660068707357
0.05,1.3116821664820626,-0.13565145952838634
0.05,1.3118392529690666,-0.1356369067923099
0.05,1.3119963394560703,-0.13562234865956768
0.05,1.3121534259430743,-0.1356077851272277
0.05,1.312310512430078,-0.13559321619235423
0.05,1.312467598917082,-0.13557864185200463
0.05,1.3126246854040857,-0.13556406210323826
0.05,1.3127817718910897,-0.13554947694310868
0.05,1.3129388583780934,-0.1355348863686773
0.05,1.3130959448650972,-0.13552029037699573
0.05,1.3132530313521011,-0.13550568896510878
0.05,1.3134101178391049,-0.135491082130074
0.05,1.3135672043261089,-0.13547646986893336
0.05,1.3137242908131126,-0.1354618521787327
0.05,1.3138813773001166,-0.13544722905651987
0.05,1.3140384637871203,-0.13543260049933303
0.05,1.314195550274124,-0.13541796650421123
0.05,1.314352636761128,-0.13540332706819558
0.05,1.3145097232481318,-0.1353886821883243
0.05,1.3146668097351357,-0.13537403186162775
0.05,1.3148238962221395,-0.13535937608513732
0.05,1.3149809827091434,-0.1353447148558913
0.05,1.3151380691961472,-0.1353300481709065
0.05,1.315295155683151,-0.13531537602722019
0.05,1.3154522421701549,-0.13530069842185316
0.05,1.3156093286571586,-0.13528601535182813
0.05,1.3157664151441626,-0.1352713268141689
0.05,1.3159235016311663,-0.13525663280588937
0.05,1.3160805881181703,-0.13524193332401435
0.05,1.316237674605174,-0.13522722836555592
0.05,1.3163947610921778,-0.1352125179275262
0.05,1.3165518475791818,-0.1351978020069403
0.05,1.3167089340661855,-0.13518308060080342
0.05,1.3168660205531895,-0.1351683537061269
0.05,1.3170231070401932,-0.13515362131991807
0.05,1.3171801935271972,-0.13513888343917835
0.05,1.317337280014201,-0.1351241400609142
0.05,1.3174943665012049,-0.13510939118212031
0.05,1.3176514529882086,-0.1350946367997973
0.05,1.3178085394752124,-0.13507987691094284
0.05,1.3179656259622163,-0.13506511151254977
0.05,1.31812271244922,-0.1350503406016149
0.05,1.318279798936224,-0.13503556417512613
0.05,1.3184368854232278,-0.13502078223007064
0.05,1.3185939719102318,-0.13500599476344127
0.05,1.3187510583972355,-0.13499120177221738
0.05,1.3189081448842392,-0.13497640325338311
0.05,1.3190652313712432,-0.1349615992039237
0.05,1.319222317858247,-0.13494678962081458
0.05,1.319379404345251,-0.13493197450103417
0.05,1.3195364908322547,-0.134917153841559
0.05,1.3196935773192586,-0.13490232763936458
0.05,1.3198506638062624,-0.13488749589141572
0.05,1.3200077502932661,-0.13487265859468997
0.05,1.32016483678027,-0.13485781574615124
0.05,1.3203219232672738,-0.13484296734276635
0.05,1.3204790097542778,-0.13482811338150025
0.05,1.3206360962412815,-0.13481325385931203
0.05,1.3207931827282855,-0.1347983887731647
0.05,1.3209502692152892,-0.1347835181200145
0.05,1.321107355702293,-0.13476864189682153
0.05,1.321264442189297,-0.13475376010053328
0.05,1.3214215286763007,-0.13473887272810703
0.05,1.3215786151633047,-0.1347239797764952
0.05,1.3217357016503084,-0.13470908124264142
0.05,1.3218927881373124,-0.13469417712349327
0.05,1.3220498746243161,-0.1346792674160003
0.05,1.32220696111132,-0.13466435211709846
0.05,1.3223640475983238,-0.13464943122373244
0.05,1.3225211340853276,-0.1346345047328382
0.05,1.3226782205723315,-0.13461957264135568
0.05,1.3228353070593353,-0.13460463494621694
0.05,1.3229923935463392,-0.13458969164435708
0.05,1.323149480033343,-0.13457474273270828
0.05,1.323306566520347,-0.1345597882081949
0.05,1.3234636530073507,-0.13454482806774717
0.05,1.3236207394943544,-0.13452986230828956
0.05,1.3237778259813584,-0.13451489092674457
0.05,1.3239349124683621,-0.13449991392003569
0.05,1.3240919989553661,-0.13448493128507868
0.05,1.3242490854423699,-0.1344699430187941
0.05,1.3244061719293738,-0.13445494911809489
0.05,1.3245632584163776,-0.13443994957989483
0.05,1.3247203449033813,-0.13442494440110486
0.05,1.3248774313903853,-0.13440993357863304
0.05,1.325034517877389,-0.1343949171093914
0.05,1.325191604364393,-0.13437989499028208
0.05,1.3253486908513967,-0.13436486721821034
0.05,1.3255057773384007,-0.1343498337900745
0.05,1.3256628638254044,-0.134334794702774
0.05,1.3258199503124082,-0.13431974995320825
0.05,1.3259770367994121,-0.1343046995382728
0.05,1.326134123286416,-0.13428964345485922
0.05,1.3262912097734199,-0.1342745816998622
0.05,1.3264482962604236,-0.13425951427016564
0.05,1.3266053827474276,-0.1342444411626671
0.05,1.3267624692344313,-0.13422936237424274
0.05,1.3269195557214353,-0.13421427790177845
0.05,1.327076642208439,-0.1341991877421534
0.05,1.3272337286954428,-0.13418409189225258
0.05,1.3273908151824467,-0.13416899034895224
0.05,1.3275479016694505,-0.13415388310912377
0.05,1.3277049881564544,-0.13413877016964443
0.05,1.3278620746434582,-0.1341236515273847
0.05,1.3280191611304621,-0.13410852717921512
0.05,1.3281762476174659,-0.13409339712200224
0.05,1.3283333341044696,-0.1340782613526098
0.05,1.3284904205914736,-0.1340631198679035
0.05,1.3286475070784773,-0.13404797266474422
0.05,1.3288045935654813,-0.1340328197399918
0.05,1.328961680052485,-0.13401766109049928
0.05,1.329118766539489,-0.13400249671312867
0.05,1.3292758530264928,-0.1339873266047311
0.05,1.3294329395134965,-0.13397215076215777
0.05,1.3295900260005005,-0.133956969182257
0.05,1.3297471124875042,-0.13394178186187713
0.05,1.3299041989745082,-0.1339265887978587
0.05,1.330061285461512,-0.13391138998705307
0.05,1.3302183719485159,-0.13389618542629694
0.05,1.3303754584355196,-0.13388097511242797
0.05,1.3305325449225234,-0.13386575904228687
0.05,1.3306896314095273,-0.1338505372127124
0.05,1.330846717896531,-0.13383530962052662
0.05,1.331003804383535,-0.1338200762625655
0.05,1.3311608908705388,-0.133804837135662
0.05,1.3313179773575428,-0.13378959223664025
0.05,1.3314750638445465,-0.1337743415623226
0.05,1.3316321503315505,-0.13375908510953424
0.05,1.3317892368185542,-0.1337438228751005
0.05,1.331946323305558,-0.1337285548558329
0.05,1.332103409792562,-0.13371328104854904
0.05,1.3322604962795657,-0.13369800145006738
0.05,1.3324175827665696,-0.1336827160571977
0.05,1.3325746692535734,-0.13366742486675073
0.05,1.3327317557405773,-0.13365212787553632
0.05,1.332888842227581,-0.13363682508036231
0.05,1.3330459287145848,-0.13362151647802883
0.05,1.3332030152015888,-0.1336062020653399
