M_dB,seq,re,im,mag_dB,phase_deg
-12,259,-0.1038402685646707,0.20633924104076107,-12.727948919657813,116.71383654472153
-12,260,-0.10563686321040357,0.20483543122863915,-12.747689081911446,117.28087190034957
-12,261,-0.10742024795584594,0.20331597898462678,-12.767373241739385,117.84934794911995
-12,262,-0.10919028661130513,0.2017810003429867,-12.786998711901802,118.41926702542507
-12,263,-0.1109468440062739,0.20023061252366833,-12.806562778965551,118.99063123644974
-12,264,-0.11268978599975325,0.19866493392335569,-12.826062703639916,119.5634424564226
-12,265,-0.11441897949049558,0.1970840841064266,-12.845495721137386,120.13770232083812
-12,266,-0.11613429242716965,0.19548818379582159,-12.864859041559955,120.71341222065398
-12,267,-0.11783559381844437,0.1938773548638249,-12.884149850311488,121.2905732964679
-12,268,-0.11952275374299216,0.1922517203227579,-12.903365308536674,121.86918643267806
-12,269,-0.12119564335941087,0.1906114043155845,-12.92250255358709,122.44925225163294
-12,270,-0.12285413491606219,0.18895653210643162,-12.941558699514813,123.03077110777406
-12,271,-0.12449810176082825,0.18728723007102258,-12.960530837594126,123.61374308177804
-12,272,-0.1261274183507829,0.18560362568702693,-12.97941603687171,124.19816797470249
-12,273,-0.12774196026177914,0.1839058475243252,-12.998211344745807,124.78404530214182
-12,274,-0.12934160419795115,0.18219402523519038,-13.016913787574751,125.37137428839831
-12,275,-0.13092622800112935,0.18046828954438734,-13.035520371315252,125.96015386067472
-12,276,-0.13249571066016963,0.17872877223918957,-13.054028082190847,126.5503826432943
-12,277,-0.1340499323201939,0.17697560615931532,-13.072433887390812,127.14205895195457
-12,278,-0.1355887742917437,0.17520892518678302,-13.090734735799874,127.73518078802219
-12,279,-0.13711211905984316,0.17342886423568757,-13.10892755875905,128.32974583287384
-12,280,-0.13861985029297358,0.17163555924189727,-13.1270092708578,128.9257514422923
-12,281,-0.14011185285195732,0.1698291471526727,-13.144976770757786,129.5231946409231
-12,282,-0.14158801279875022,0.1680097659162094,-13.162826942048385,130.1220721167997
-12,283,-0.14304821740514267,0.1661775544711024,-13.180556654134145,130.72238021594472
-12,284,-0.1444923551613682,0.16433265273573688,-13.19816276315427,131.32411493705456
-12,285,-0.145920315784619,0.16247520159760281,-13.215642112934244,131.9272719262754
-12,286,-0.1473319902274678,0.1606053429025356,-13.232991535969617,132.53184647207857
-12,287,-0.14872727068619523,0.15872321944388487,-13.25020785444191,133.13783350024283
-12,288,-0.1501060506090227,0.1568289749516087,-13.267287881266688,133.7452275689527
-12,289,-0.15146822470424898,0.15492275408129874,-13.284228421173566,134.3540228640202
-12,290,-0.15281368894829073,0.15300470240313274,-13.301026271818127,134.9642131942389
-12,291,-0.15414234059362708,0.15107496639075801,-13.317678224925483,135.5757919868793
-12,292,-0.15545407817664508,0.14913369341010632,-13.334181067465249,136.18875228333263
-12,293,-0.1567488015253889,0.1471810317081394,-13.35053158285762,136.80308673491422
-12,294,-0.15802641176720894,0.14521713040152864,-13.366726552210235,137.41878759883235
-12,295,-0.15928681133631262,0.14324213946526757,-13.382762755585361,138.03584673433383
-12,296,-0.1605299039812152,0.1412562097212182,-13.398636973296965,138.6542555990339
-12,297,-0.16175559477208956,0.13925949282659442,-13.414345987237144,139.27400524543913
-12,298,-0.16296379010801637,0.13725214126237964,-13.429886582231312,139.89508631767356
-12,299,-0.16415439772413132,0.13523430832168315,-13.4452555474215,140.517489048415
-12,300,-0.16532732669867128,0.13320614809803344,-13.460449677677087,141.14120325605208
-12,301,-0.16648248745991784,0.13116781547361045,-13.475465775032141,141.76621834206964
-12,302,-0.16761979179303704,0.1291194661074186,-13.490300650148603,142.39252328867144
-12,303,-0.1687391528468164,0.12706125642339883,-13.50495112380435,143.0201066566494
-12,304,-0.16984048514029715,0.12499334359848414,-13.519414028405203,143.64895658350676
-12,305,-0.17092370456930228,0.12291588555059565,-13.533686209519917,144.27906078184444
-12,306,-0.1719887284128589,0.1208290409265839,-13.547764527436925,144.91040653801812
-12,307,-0.1730354753395154,0.11873296909011329,-13.561645858741834,145.54298071107485
-12,308,-0.17406386541355284,0.11662783010949178,-13.575327097914357,146.17676973197595
-12,309,-0.17507382010108857,0.11451378474544803,-13.588805158943444,146.81175960311475
-12,310,-0.1760652622760741,0.11239099443885373,-13.602076976959259,147.4479358981361
-12,311,-0.1770381162261846,0.11025962129839588,-13.615139509880601,148.08528376206456
-12,312,-0.17799230765860097,0.10811982808819692,-13.627989740076295,148.72378791174847
-12,313,-0.17892776370568297,0.10597177821538474,-13.640624676039074,149.36343263662621
-12,314,-0.1798444129305341,0.1038156357176147,-13.653041354070282,150.00420179982072
-12,315,-0.18074218533245695,0.10165156525054193,-13.665236839973847,150.64607883956822
-12,316,-0.18162101235229855,0.09947973207524802,-13.677208230757792,151.2890467709864
-12,317,-0.18248082687768608,0.09730030204562035,-13.688952656341517,151.93308818818718
-12,318,-0.18332156324815224,0.09511344159568622,-13.700467281267114,152.57818526673907
-12,319,-0.18414315726014918,0.09291931772690375,-13.711749306412779,153.22431976648198
-12,320,-0.18494554617195158,0.09071809799540773,-13.722795970706548,153.8714730347001
-12,321,-0.18572866870844779,0.08850995049921492,-13.7336045528383,154.5196260096542
-12,322,-0.18649246506581935,0.08629504386538671,-13.74417237296814,155.1687592244773
-12,323,-0.18723687691610796,0.08407354723715145,-13.75449679442913,155.81885281143553
-12,324,-0.18796184741166966,0.08184563026098846,-13.764575225422274,156.46988650655547
-12,325,-0.18866732118951607,0.07961146307367191,-13.77440512070179,157.12183965461972
-12,326,-0.18935324437554224,0.07737121628927905,-13.783983983248437,157.77469121453058
-12,327,-0.19001956458864078,0.07512506098616073,-13.793309365928897,158.42841976504238
-12,328,-0.19066623094470192,0.07287316869387644,-13.802378873138991,159.08300351086154
-12,329,-0.19129319406049966,0.07061571138009629,-13.811190162428591,159.7384202891128
-12,330,-0.19190040605746234,0.06835286143746744,-13.819740946106142,160.39464757617043
-12,331,-0.19248782056532954,0.06608479167045013,-13.828028992820474,161.0516624948511
-12,332,-0.19305539272569283,0.06381167528212092,-13.836052129117881,161.70944182196624
-12,333,-0.19360307919542152,0.06153368586094556,-13.843808240972281,162.36796199622935
-12,334,-0.19413083814997273,0.05925099736752354,-13.851295275286152,163.02719912651378
-12,335,-0.19463862928658493,0.05696378412130253,-13.858511241360372,163.6871290004569
-12,336,-0.19512641382735635,0.05467222078726717,-13.865454212330572,164.34772709340382
-12,337,-0.19559415452220563,0.05237648236260024,-13.872122326568107,165.00896857768487
-12,338,-0.19604181565171686,0.050076744163318525,-13.878513789043458,165.67082833221997
-12,339,-0.19646936302986717,0.04777318181088545,-13.884626872650088,166.3332809524421
