branch,sign,K,re,im,mag
0,pos,4.501500500166722,-2.516966214640277,1.9994144840411023,3.2144637507108325
0,pos,4.521507169056352,-2.5268282158319035,1.9977489578655443,3.221158445493967
0,pos,4.541513837945981,-2.5366913471472987,1.9960322605733427,3.2278394904241297
0,pos,4.5615205068356115,-2.5465555951695062,1.994264255599683,3.2345069671360545
0,pos,4.581527175725242,-2.5564209466917363,1.992444802011551,3.2411609564702464
0,pos,4.601533844614871,-2.5662873887133153,1.9905737544504665,3.2478015384835373
0,pos,4.621540513504501,-2.5761549084357043,1.9886509630731077,3.254428792459434
0,pos,4.641547182394131,-2.5860234932585944,1.9866762734897818,3.261042796918285
0,pos,4.661553851283761,-2.5958931307761297,1.9846495267007354,3.267643629627342
0,pos,4.681560520173391,-2.6057638087731987,1.9825705590300813,3.274231367610581
0,pos,4.70156718906302,-2.6156355152217694,1.9804392020575223,3.2808060871584117
0,pos,4.7215738579526505,-2.625508238277387,1.978255282547513,3.287367863837202
0,pos,4.741580526842281,-2.635381966275688,1.976018622376055,3.293916772498673
0,pos,4.76158719573191,-2.645256687729003,1.9737290384548878,3.3004528872891172
0,pos,4.78159386462154,-2.655132391323068,1.9713863426530291,3.3069762816584944
0,pos,4.80160053351117,-2.665009065913761,1.968990341715611,3.3134870283693423
0,pos,4.8216072024008,-2.6748867005239476,1.9665408371799113,3.319985199505588
0,pos,4.84161387129043,-2.6847652843403775,1.9640376252884784,3.3264708664811833
0,pos,4.861620540180059,-2.6946448067106714,1.9614804968992754,3.3329441000486373
0,pos,4.8816272090696895,-2.7045252571403364,1.9588692373927232,3.339404970307368
0,pos,4.90163387795932,-2.7144066252898806,1.956203626575573,3.345853546711963
0,pos,4.921640546848949,-2.72428890097198,1.9534834385814637,3.3522898980802927
0,pos,4.941647215738579,-2.7341720741487,1.9507084417680727,3.3587140926014865
0,pos,4.961653884628209,-2.744056134928793,1.947878398610746,3.3651261978438063
0,pos,4.981660553517839,-2.7539410735650263,1.9449930655924845,3.37152628076237
0,pos,5.001667222407469,-2.763826880451595,1.9420521930901384,3.377914407706775
0,pos,5.021673891297098,-2.773713546121589,1.9390555252566968,3.3842906444285967
0,pos,5.0416805601867285,-2.7836010612444952,1.9360027998995393,3.3906550560887694
0,pos,5.061687229076359,-2.7934894166237694,1.9328937483544795,3.3970077072648563
0,pos,5.081693897965988,-2.8033786031944388,1.9297280953554579,3.4033486619581903
0,pos,5.101700566855618,-2.813268612020792,1.9265055588997286,3.409677983600937
0,pos,5.121707235745248,-2.823159434294082,1.923225850108362,3.4159957350630155
0,pos,5.141713904634878,-2.833051061330297,1.9198886730819171,3.4223019786589504
0,pos,5.161720573524508,-2.8429434845679546,1.9164937247510316,3.4285967761545635
0,pos,5.181727242414137,-2.8528366955659945,1.9130406947217997,3.43488018877363
0,pos,5.2017339113037675,-2.8627306860016564,1.9095292651157578,3.441152277204402
0,pos,5.221740580193398,-2.8726254476684203,1.9059591104041307,3.4474131016059997
0,pos,5.241747249083027,-2.882520972473997,1.9023298972362963,3.4536627216147635
0,pos,5.261753917972657,-2.892417252438387,1.898641284262098,3.459901196350505
0,pos,5.281760586862287,-2.9023142796919106,1.8948929219478048,3.4661285844226066
0,pos,5.301767255751917,-2.912212046473318,1.8910844523855022,3.4723449439360836
0,pos,5.321773924641547,-2.9221105451279925,1.8872155090955487,3.478550332497574
0,pos,5.341780593531176,-2.932009768106056,1.8832857168219148,3.4847448072211487
0,pos,5.3617872624208065,-2.9419097079606495,1.87929469132004,3.490928424734142
0,pos,5.381793931310437,-2.9518103573461767,1.8752420391369053,3.4971012411828317
