Ts,theta_c_deg,guard_band_deg,resonance_cost_dB,b0,b1,b2,a1,a2
1.0,57.29577951308232,6.625752330615724,-20.08786741109994,0.14410497124816976,0.2882099424963395,0.14410497124816976,-0.6774908749497849,0.2539107599424641
0.5,28.64788975654116,14.119681388569203,-33.259591045786365,0.0457120897947912,0.0914241795895824,0.0457120897947912,-1.3107979873112792,0.4936463464904439
0.2,11.459155902616466,34.986893678484364,-49.48443257245145,0.008739046114517073,0.017478092229034146,0.008739046114517073,-1.7186907397711064,0.7536469242291748
0.1,5.729577951308233,64.57992262066436,-61.569143013675394,0.00233320937761252,0.00466641875522504,0.00233320937761252,-1.858790915543167,0.8681237530536171
