alpha,K_lower_exact,K_upper_exact
-0.16630325814536295,-1.4168483709273185,0.0
-0.15878947368421015,-1.420605263157895,0.0
-0.15127568922305734,-1.4243621553884713,0.0
-0.14376190476190454,-1.4281190476190477,0.0
-0.13624812030075173,-1.4318759398496241,0.0
-0.12873433583959892,-1.4356328320802005,0.0
-0.12122055137844567,-1.4393897243107772,0.0
-0.11370676691729287,-1.4431466165413536,0.0
-0.10619298245614006,-1.44690350877193,0.0
-0.09867919799498726,-1.4506604010025064,0.0
-0.09116541353383445,-1.4544172932330828,0.0
-0.08365162907268164,-1.4581741854636592,0.0
-0.0761378446115284,-1.4619310776942358,0.0
-0.06862406015037559,-1.4656879699248122,0.0
-0.06111027568922278,-1.4694448621553886,0.0
-0.053596491228069976,-1.473201754385965,0.0
-0.04608270676691717,-1.4769586466165414,0.0
-0.038568922305764364,-1.4807155388471178,0.0
-0.031055137844611114,-1.4844724310776944,0.0
-0.023541353383458308,-1.4882293233082708,0.0
-0.016027568922305502,-1.4919862155388472,0.0
-0.008513784461152696,-1.4957431077694237,0.0
-0.001,-1.4995,0.0
