omega,uncompensated_dB,compensated_2nd_dB,filter1_dB,filter2_dB,compensated_1st_dB
-1.2926729309660685,2.7698835278547014,-3.158194219160548,-4.325745241950357,-5.9280777470152515,-1.5558617140956557
-1.2917304060437456,2.7638414145070067,-3.1515618890974646,-4.320377122358304,-5.915403303604471,-1.556535707851297
-1.2907878811214228,2.757814850970328,-3.144923314183636,-4.3150114450443,-5.902738165153961,-1.557196594073972
-1.2898453561991,2.7518038164819747,-3.138278536758867,-4.309648209601727,-5.890082353240837,-1.5578443931197525
-1.2889028312767756,2.745808290398041,-3.1316275990941014,-4.304287415631095,-5.877435889492141,-1.5584791252330543
-1.287960306354453,2.739828252193038,-3.1249705433916124,-4.298929062740081,-5.86479879558465,-1.5591008105470427
-1.2870177814321302,2.7338636814594306,-3.118307411785106,-4.293573150543455,-5.852171093244536,-1.5597094690840247
-1.2860752565098077,2.727914557907292,-3.111638246339901,-4.288219678663141,-5.839552804247199,-1.5603051207558485
-1.2851327315874848,2.7219808613638947,-3.104963089053096,-4.28286864672818,-5.82694395041699,-1.5608877853642853
-1.2841902066651605,2.716062571773298,-3.09828198185368,-4.277520054374735,-5.814344553626976,-1.561457482601437
-1.2832476817428375,2.710159669196025,-3.0915949666027083,-4.272173901246122,-5.8017546357987335,-1.562014232050097
-1.2823051568205148,2.7042721338086,-3.0849020850934004,-4.2668301869927525,-5.789174218902,-1.5625580531841523
-1.281362631898192,2.698399945903213,-3.078203379051277,-4.261488911272163,-5.776603324954489,-1.5630889653689497
-1.2804201069758694,2.6925430858873245,-3.07149889013429,-4.2561500737490086,-5.7640419760216135,-1.563606987861684
-1.279477582053545,2.686701534283284,-3.0647886599329253,-4.250813674095056,-5.751490194216209,-1.564112139811772
-1.2785350571312222,2.680875271728,-3.058072729970369,-4.245479711989207,-5.73894800169837,-1.5646044402612067
-1.2775925322088997,2.6750642789725028,-3.0513511417025176,-4.2401481871174544,-5.72641542067502,-1.5650839081449517
-1.2766500072865767,2.669268536881616,-3.044623936518151,-4.234819099172909,-5.713892473399767,-1.565550562291293
-1.275707482364254,2.6634880264335874,-3.037891155739016,-4.229492447855787,-5.7013791821726,-1.5660044214221993
-1.2747649574419295,2.6577227287197087,-3.0311528406198835,-4.224168232873402,-5.6888755693395945,-1.5664455041536933
-1.2738224325196068,2.6519726249440034,-3.0244090323487267,-4.218846453940206,-5.6763816572927315,-1.566873828996203
-1.272879907597284,2.646237696422805,-3.0176597720466654,-4.213527110777715,-5.663897468469471,-1.56728941435491
-1.2719373826749614,2.640517924584433,-3.0109051007681558,-4.208210203114565,-5.651423025352591,-1.5676922785301324
-1.2709948577526389,2.6348132909688573,-3.0041450595009977,-4.2028957306864845,-5.638958350469857,-1.5680824397176272
-1.270052332830316,2.629123777227314,-2.9973796891664275,-4.197583693236299,-5.626503466393741,-1.5684599160089854
-1.2691098079079914,2.623449365121978,-2.990609030619171,-4.1922740905139255,-5.614058395741148,-1.5688247253919476
-1.2681672829856687,2.6177900365256432,-2.983833124647516,-4.186966922276396,-5.601623161173162,-1.5691768857507524
-1.267224758063346,2.6121457734213296,-2.9770520119733277,-4.181662188287816,-5.589197785394656,-1.5695164148664862
-1.2662822331410233,2.6065165579019745,-2.9702657332521074,-4.1763598883193715,-5.576782291154082,-1.569843330417397
-1.2653397082187006,2.6009023721700903,-2.963474329073048,-4.171060022149353,-5.564376701243139,-1.5701576499792629
-1.264397183296376,2.595303198537424,-2.956677839959042,-4.165762589563122,-5.551981038496468,-1.5704593910256976
-1.2634546583740534,2.589719019424665,-2.9498763063667632,-4.160467590353153,-5.539595325791426,-1.5707485709284876
-1.2625121334517306,2.584149817361048,-2.9430697686866187,-4.155175024318974,-5.527219586047667,-1.571025206957926
-1.261569608529408,2.578595574984077,-2.9362582672428066,-4.149884891267206,-5.514853842226886,-1.5712893162831287
-1.2606270836070852,2.5730562750391863,-2.9294418422933517,-4.144597191011546,-5.5024981173325385,-1.57154091597236
-1.2596845586847607,2.567531900379408,-2.9226205340300586,-4.139311923372761,-5.490152434409465,-1.5717800229933525
-1.258742033762438,2.5620224339650943,-2.915794382578596,-4.134029088178721,-5.477816816543689,-1.5720066542136268
-1.2577995088401153,2.5565278588635456,-2.908963427998408,-4.128748685264343,-5.465491286861953,-1.5722208264007973
-1.2568569839177923,2.551048158248725,-2.902127710282771,-4.123470714471626,-5.453175868531494,-1.572422556222901
-1.2559144589954698,2.5455833154009486,-2.895287269358751,-4.118195175649641,-5.4408705847597005,-1.572611860248692
-1.254971934073147,2.540133313706568,-2.8884421450872133,-4.112922068654525,-5.428575458793783,-1.5727887549479571
-1.2540294091508226,2.5346981366576538,-2.8815923772627694,-4.107651393349478,-5.416290513920425,-1.5729532566918243
-1.2530868842285,2.529277767851742,-2.8747380056138065,-4.102383149604786,-5.404015773465547,-1.5731053817530438
-1.2521443593061772,2.523872190991448,-2.867879069802395,-4.097117337297784,-5.391751260793844,-1.5732451463063364
-1.2512018343838545,2.518481389884234,-2.8610156094242782,-4.0918539563128675,-5.379496999308514,-1.5733725664286333
-1.2502593094615315,2.513105348442086,-2.8541476640088392,-4.086593006541499,-5.367253012450925,-1.5734876580994124
-1.2493167845392072,2.507744050681207,-2.8472752730190494,-4.081334487882192,-5.355019323700256,-1.5735904372009855
-1.2483742596168843,2.5023974807217666,-2.8403984758514373,-4.076078400240545,-5.342795956573201,-1.573680919518778
-1.2474317346945618,2.4970656227875616,-2.833517311835996,-4.070824743529188,-5.330582934623558,-1.5737591207416268
-1.246489209772239,2.491748461205754,-2.826631820236148,-4.065573517667811,-5.3183802814419,-1.5738250564620575
-1.2455466848499164,2.486445980406563,-2.81974204024868,-4.0603247225831565,-5.306188020655243,-1.5738787421765936
-1.244604159927592,2.481158164923011,-2.8128480110036467,-4.055078358209019,-5.294006175926662,-1.5739201932860079
-1.2436616350052692,2.4758849993906447,-2.805949771564371,-4.049834424486262,-5.281834770955015,-1.5739494250956172
-1.2427191100829464,2.470626468547205,-2.79904736092727,-4.044592921362779,-5.269673829474474,-1.573966452815574
-1.2417765851606235,2.465382557232403,-2.7921408180218164,-4.039353848793516,-5.257523375254217,-1.5739712915611128
-1.240834060238301,2.4601532503876173,-2.785230181710455,-4.034117206740468,-5.245383432098073,-1.5739639563528502
-1.2398915353159763,2.45493853305562,-2.778315490788494,-4.0288829951726575,-5.233254023844115,-1.5739444621170375
-1.2389490103936538,2.449738390380352,-2.77139678398404,-4.023651214066193,-5.221135174364391,-1.5739128236858413
-1.238006485471331,2.444552807606579,-2.764474099957833,-4.018421863404189,-5.20902690756441,-1.5738690557976103
-1.2370639605490084,2.439381770079672,-2.757547477303181,-4.013194943176807,-5.196929247382853,-1.5738131730971352
-1.2361214356266856,2.434225263245346,-2.75061695454585,-4.007970453381259,-5.1848422177911955,-1.573745190135913
-1.235178910704363,2.4290832726493763,-2.743682570143924,-4.002748394021785,-5.172765842793302,-1.573665121372409
-1.2342363857820384,2.423955783937345,-2.736744362487684,-3.9975287651096525,-5.160700146425027,-1.5735729811723074
-1.2332938608597157,2.418842782854415,-2.7298023698995237,-3.9923115666632047,-5.148645152753939,-1.57346878380879
-1.232351335937393,2.41374425524501,-2.722856630633755,-3.98709679870778,-5.136600885878767,-1.5733525434627702
-1.2314088110150705,2.4086601870526256,-2.7159071828764985,-3.9818844612757593,-5.124567369929123,-1.5732242742231337
-1.2304662860927476,2.4035905643195234,-2.708954064745553,-3.97667455440656,-5.112544629065079,-1.5730839900870364
-1.229523761170423,2.398535373186525,-2.701997314290221,-3.9714670781466213,-5.100532687476747,-1.5729317049600962
-1.2285812362481003,2.393494599892759,-2.6950369694912117,-3.96626203254943,-5.088531569383968,-1.5727674326566712
-1.2276387113257776,2.388468230775374,-2.6880730682604224,-3.961059417675487,-5.076541299035798,-1.5725911869001132
-1.226696186403455,2.3834562522693483,-2.681105648440804,-3.955859233592319,-5.064561900710153,-1.5724029813229707
-1.2257536614811322,2.378458650907214,-2.6741347478061925,-3.950661480374479,-5.052593398713407,-1.572202829467265
-1.2248111365588077,2.3734754133188267,-2.6671604040611485,-3.945466158103537,-5.0406358173799735,-1.5719907447847103
-1.223868611636485,2.368506526231154,-2.660182654840806,-3.9402732668681173,-5.028689181071958,-1.571766740636963
-1.2229260867141625,2.363551976467991,-2.65320153771062,-3.9350828067638304,-5.01675351417861,-1.5715308302958393
-1.2219835617918395,2.358611750949763,-2.646217090166245,-3.929894777893319,-5.004828841116007,-1.571283026943556
-1.2210410368695168,2.353685836693283,-2.6392293496333368,-3.9247091803662504,-4.992915186326621,-1.5710233436729673
-1.220098511947194,2.348774220811531,-2.632238353467335,-3.9195260142993025,-4.981012574278866,-1.5707517934877715
-1.2191559870248696,2.3438768905134,-2.6252441389532826,-3.9143452798161658,-4.969121029466682,-1.5704683893027656
-1.2182134621025469,2.338993833103522,-2.6182467433056527,-3.9091669770475743,-4.957240576409173,-1.5701731439440523
-1.2172709371802242,2.334125035981991,-2.611246203668076,-3.9039911061312447,-4.945371239650065,-1.5698660701492537
-1.2163284122579014,2.329270486644164,-2.6042425571131744,-3.8988176672119224,-4.93351304375734,-1.5695471805677585
-1.2153858873355787,2.3244301726804406,-2.597235840642353,-3.8936466604413598,-4.921666013322794,-1.5692164877609192
-1.2144433624132542,2.3196040817760477,-2.590226091185519,-3.8884780859783152,-4.909830172961568,-1.5688740042022675
-1.2135008374909315,2.314792201710838,-2.5832133456009645,-3.8833119439885784,-4.898005547311802,-1.5685197422777404
-1.2125583125686088,2.3099945203590364,-2.5761976406750136,-3.878148234644929,-4.886192161034048,-1.5681537142858928
-1.211615787646286,2.305211025689057,-2.569179013121878,-3.8729869581271603,-4.874390038810937,-1.5677759324381033
-1.2106732627239634,2.300441705763295,-2.5621574995833774,-3.867828114622071,-4.862599205346674,-1.5673864088587761
-1.2097307378016389,2.295686548737895,-2.555133136628687,-3.8626717043234544,-4.850819685366583,-1.5669851555855594
-1.208788212879316,2.2909455428625907,-2.5481059607541585,-3.85751772743214,-4.839051503616747,-1.5665721845695493
-1.2078456879569934,2.286218676480442,-2.5410760083829698,-3.852366184155935,-4.8272946848634115,-1.5661475076754927
-1.2069031630346707,2.281505938027668,-2.5340433158649427,-3.847217074709655,-4.81554925389261,-1.565711136681987
-1.205960638112348,2.276807316033449,-2.527007919476232,-3.842070399315114,-4.803815235509681,-1.565263083281665
-1.2050181131900253,2.2721227991197037,-2.519969855419112,-3.8369261582011305,-4.792092654538815,-1.5648033590814268
-1.2040755882677008,2.267452376000904,-2.51292915982164,-3.831784351603516,-4.780381535822543,-1.5643319756026117
-1.203133063345378,2.262796035483903,-2.505885868737485,-3.826644979765101,-4.768681904221388,-1.5638489442811978
-1.2021905384230551,2.258153766467704,-2.49884001814552,-3.8215080429356934,-4.7569937846132175,-1.5633542764679893
-1.2012480135007326,2.25352555794328,-2.4917916439496275,-3.8163735413720996,-4.745317201892909,-1.5628479834288198
-1.20030548857841,2.2489113989934046,-2.484740781978385,-3.811241475338126,-4.73365218097179,-1.5623300763447214
-1.1993629636560854,2.244311278792421,-2.477687467984768,-3.806111845104562,-4.721998746777191,-1.561800566312141
-1.1984204387337627,2.23972518660612,-2.470631737645895,-3.8009846509492204,-4.7103569242520145,-1.5612594643431006
-1.19747791381144,2.235153111791488,-2.463573626562653,-3.7958598931568717,-4.6987267383541385,-1.5607067813653837
-1.1965353888891173,2.230595043796565,-2.456513170259443,-3.7907375720192986,-4.687108214056007,-1.5601425282227335
-1.1955928639667943,2.226050972160248,-2.4494504041838687,-3.785617687835266,-4.675501376344115,-1.5595667156750177
-1.19465033904447,2.221520886512109,-2.4423853637063955,-3.7805002409105226,-4.6639062502185045,-1.5589793543984136
-1.193707814122147,2.217004776572256,-2.4353180841200914,-3.775385231557829,-4.652322860692344,-1.5583804549855729
-1.1927652891998246,2.212502632151086,-2.4282486006402286,-3.7702726600969143,-4.640751232791314,-1.5577700279458284
-1.191822764277502,2.208014443149171,-2.4211769484040038,-3.76516252685449,-4.629191391553174,-1.5571480837053189
-1.1908802393551792,2.203540199557061,-2.4141031624701976,-3.760054832164271,-4.617643362027258,-1.5565146326072101
-1.189937714432855,2.199079891455108,-2.407027277818827,-3.7549495763669336,-4.6061071692739395,-1.5558696849118254
-1.188995189510532,2.1946335090133293,-2.3999493293508625,-3.749846759810169,-4.5945828383641905,-1.5552132507968395
-1.1880526645882092,2.1902010424911937,-2.392869351887788,-3.744746382848629,-4.583070394378982,-1.5545453403574352
-1.1871101396658863,2.1857824822374865,-2.3857873801713403,-3.7396484458439505,-4.571569862408826,-1.553865963606464
-1.1861676147435638,2.181377818690139,-2.378703448863112,-3.734552949164758,-4.56008126755325,-1.553175130474619
-1.185225089821241,2.1769870423760627,-2.3716175925442005,-3.7294598931866476,-4.548604634920263,-1.552472850810585
-1.1842825648989166,2.172610143910981,-2.364529845714855,-3.724369278292196,-4.537139989625837,-1.5517591343812152
-1.183340039976594,2.1682471139993105,-2.3574402427941434,-3.719281104870978,-4.5256873567934575,-1.5510339908716677
-1.1823975150542712,2.163897943433939,-2.350348818119524,-3.7141953733195225,-4.514246761553463,-1.5502974298855836
-1.1814549901319484,2.159562623096126,-2.343255605946499,-3.7091120840413447,-4.502818229042626,-1.5495494609452187
-1.1805124652096255,2.155241143955312,-2.3361606404482576,-3.70403123744693,-4.491401784403567,-1.5487900934916183
-1.1795699402873012,2.1509334970689835,-2.329063955715253,-3.6989528339537436,-4.479997452784236,-1.5480193368847601
-1.1786274153649785,2.146639673582535,-2.321965585754893,-3.6938768739862367,-4.468605259337429,-1.5472372004037016
-1.1776848904426558,2.1423596647290823,-2.3148655644910674,-3.6888033579758153,-4.457225229220149,-1.546443693246733
-1.176742365520333,2.1380934618293472,-2.3077639257637914,-3.6837322863608666,-4.44585738759314,-1.5456388245315194
-1.1757998405980103,2.1338410562915016,-2.3006607033288136,-3.6786636595867437,-4.434501759620314,-1.5448226032952421
-1.174857315675686,2.129602439611005,-2.293555930857205,-3.6735974781057763,-4.423158370468217,-1.5439950384947712
-1.1739147907533631,2.1253776033705183,-2.286449641934988,-3.6685337423772695,-4.411827245305507,-1.5431561390067512
-1.1729722658310404,2.121166539239683,-2.2793418700626717,-3.663472452867489,-4.400508409302354,-1.5423059136278061
-1.1720297409087177,2.1169692389750416,-2.2722326486548754,-3.6584136100496725,-4.389201887629915,-1.5414443710746308
-1.171087215986395,2.1127856944198764,-2.2651220110399,-3.653357214404021,-4.377907705459777,-1.5405715199841445
-1.1701446910640725,2.1086158975040687,-2.258009990459328,-3.6483032664177135,-4.3666258879634,-1.5396873689136448
-1.1692021661417478,2.1044598402439814,-2.25089662006755,-3.643251766584868,-4.35535646031153,-1.5387919263408865
-1.168259641219425,2.100317514742319,-2.24378193293143,-3.6382027154066146,-4.344099447673751,-1.5378852006642956
-1.1673171162971023,2.0961889131879867,-2.2366659620297638,-3.6331561133910064,-4.332854875217753,-1.5369672002030197
-1.1663745913747796,2.092074027855962,-2.229548740252912,-3.6281119610530794,-4.321622768108873,-1.5360379331971172
-1.165432066452457,2.087972851107172,-2.2224303004023387,-3.6230702589148294,-4.310403151509512,-1.5350974078076574
-1.1644895415301324,2.0838853753883644,-2.2153106751901643,-3.618031007505195,-4.29919605057853,-1.5341456321168305
-1.1635470166078097,2.079811593231996,-2.208189897238761,-3.6129942073601184,-4.288001490470758,-1.5331826141281226
-1.162604491685487,2.0757514972560704,-2.201067999080238,-3.607959859022473,-4.27681949633631,-1.5322083617664024
-1.1616619667631642,2.071705080164061,-2.1939450131560165,-3.602927963042093,-4.265650093320076,-1.531222882878032
-1.1607194418408415,2.067672334744745,-2.186820971816376,-3.597898519975779,-4.2544933065611215,-1.530226185231034
-1.159776916918517,2.063653253872124,-2.1796959073199837,-3.5928715303872734,-4.243349161192108,-1.5292182765151492
-1.1588343919961943,2.059647830505292,-2.172569851833463,-3.5878469948473124,-4.232217682338756,-1.5281991643420203
-1.1578918670738716,2.0556560576883056,-2.1654428374308607,-3.5828249139335573,-4.221098895119167,-1.5271688562452517
-1.1569493421515489,2.051677928550081,-2.1583148960932204,-3.5778052882306364,-4.209992824643302,-1.5261273596805554
-1.1560068172292262,2.047713436304283,-2.1511860597080896,-3.5727881183301298,-4.1988994960123724,-1.525074682025847
-1.1550642923069017,2.0437625742491967,-2.144056360069025,-3.567773404830565,-4.187818934318225,-1.5240108305813682
-1.154121767384579,2.039825335767651,-2.1369258288751976,-3.562761148337448,-4.176751164642849,-1.5229358125697972
-1.1531792424622562,2.035901714326867,-2.129794497730756,-3.55775134946322,-4.165696212057622,-1.5218496351363529
-1.1522367175399335,2.0319917034783743,-2.1226623981444543,-3.5527440088272755,-4.15465410162283,-1.5207523053489012
-1.1512941926176108,2.028095296857908,-2.1155295615291085,-3.547739127055962,-4.1436248583870166,-1.5196438301980542
-1.150351667695288,2.0242124881852948,-2.108396019201108,-3.542736704782576,-4.1326085073864025,-1.5185242165972812
-1.1494091427729636,2.0203432712643394,-2.101261802379912,-3.5377367426473594,-4.121605073644249,-1.51739347138302
-1.1484666178506409,2.016487639982757,-2.0941269421875788,-3.532739241297529,-4.110614582170335,-1.5162516013147718
-1.147524092928318,2.012645588312036,-2.086991469648189,-3.5277442013872213,-4.099637057960222,-1.5150986130751853
-1.1465815680059954,2.008817110307361,-2.0798554156873816,-3.5227516235775376,-4.088672525994743,-1.5139345132701765
-1.1456390430836727,2.0050022001075005,-2.0727188111318355,-3.5177615085365117,-4.077721011239336,-1.5127593084290112
-1.1446965181613482,2.001200851934721,-2.065581686708731,-3.512773856939128,-4.066782538643451,-1.511573005004407
-1.1437539932390255,1.9974130600947055,-2.058444073045276,-3.507788669467336,-4.055857133139981,-1.5103756093726304
-1.1428114683167028,1.993638818976427,-2.051306000668116,-3.5028059468100103,-4.04494481964454,-1.5091671278335834
-1.14186894339438,1.989878123052074,-2.044167500002844,-3.4978256896629754,-4.034045623054917,-1.5079475666109015
-1.1409264184720571,1.986130966876976,-2.037028601373461,-3.4928478987289986,-4.023159568250435,-1.5067169318520226
-1.1399838935497328,1.9823973450894812,-2.029889335001832,-3.4878725747177763,-4.012286680091313,-1.5054752296282952
-1.13904136862741,1.978677252410908,-2.0227497310072,-3.4828997183459864,-4.001426983418107,-1.5042224659350785
-1.1380988437050874,1.9749706836454224,-2.015609819405558,-3.4779293303372145,-3.99058050305098,-1.5029586466917921
-1.137156318782765,1.9712776336799755,-2.008469630109163,-3.4729614114219913,-3.97974726378914,-1.5016837777420158
-1.136213793860442,1.9675980974842104,-2.00132919292598,-3.4679959623377945,-3.968927290410187,-1.500397864853584
-1.1352712689381192,1.9639320701103844,-1.9941885375591173,-3.46303298382904,-3.9581206076695015,-1.4991009137186557
-1.1343287440157948,1.9602795466932852,-1.987047693606272,-3.4580724766470694,-3.947327240299558,-1.4977929299537842
-1.133386219093472,1.9566405224501655,-1.979906690559236,-3.453114441550191,-3.936547213009397,-1.4964739191000254
-1.132443694171149,1.953014992680647,-1.972765557803209,-3.448158879303627,-3.9257805504838523,-1.49514388662298
-1.1315011692488266,1.949402952766643,-1.965624324616355,-3.443205790679545,-3.9150272773829995,-1.4938028379129018
-1.130558644326504,1.945804398172305,-1.958483020169178,-3.4382551764570426,-3.9042874183414837,-1.4924507782847376
-1.1296161194041794,1.942219324443918,-1.951341673523948,-3.433307037422143,-3.8935609979678647,-1.4910877129782247
-1.128673594481857,1.9386477272098748,-1.944200313634188,-3.428361374367838,-3.882848040844067,-1.489713647157963
-1.127731069559534,1.935089602180551,-1.9370589693440183,-3.423418188094018,-3.8721485715245696,-1.488328585913467
-1.1267885446372112,1.931544945148268,-1.929917669387635,-3.418477479407529,-3.8614626145359026,-1.486932534259261
-1.1258460197148883,1.928013751987219,-1.9227764423886995,-3.4135392491221266,-3.850790194375918,-1.4855254971349077
-1.124903494792564,1.92449601865339,-1.9156353168597628,-3.408603498058512,-3.840131335513153,-1.484107479405122
-1.1239609698702413,1.9209917411845288,-1.908494321201724,-3.40367022704433,-3.8294860623862546,-1.4826784858598012
-1.1230184449479186,1.9175009157000389,-1.9013534837031576,-3.3987394369141333,-3.8188543994031967,-1.4812385212140944
-1.122075920025596,1.9140235384009348,-1.894212832539775,-3.3938111285094132,-3.8082363709407128,-1.4797875901084785
-1.1211333951032731,1.9105596055697904,-1.887072395773821,-3.388885302678583,-3.797632001343611,-1.4783256971087924
-1.1201908701809489,1.907109113570657,-1.8799322013534523,-3.3839619602769835,-3.7870413149241102,-1.4768528467063264
-1.119248345258626,1.9036720588490343,-1.8727922771122163,-3.379041102166905,-3.776464335961251,-1.4753690433178708
-1.1183058203363032,1.9002484379317808,-1.865652650768336,-3.374122729217539,-3.765901088700117,-1.4738742912857583
-1.1173632954139805,1.8968382474270735,-1.8585133499241848,-3.3692068423050165,-3.7553515973512597,-1.472368594877943
-1.1164207704916578,1.893441484024365,-1.851374402065634,-3.364293442312375,-3.7448158860899987,-1.4708519582880102
-1.115478245569335,1.8900581444943017,-1.844235834561476,-3.3593825301296016,-3.734293979055776,-1.4693243856353
-1.1145357206470106,1.8866882256886883,-1.8370976746627825,-3.3544741066535746,-3.7237859003514706,-1.4677858809648863
-1.1135931957246878,1.883331724540461,-1.8299599495023264,-3.3495681727881395,-3.713291674042787,-1.4662364482476784
-1.1126506708023651,1.8799886380635824,-1.822822686093915,-3.3446647294440286,-3.7028113241574996,-1.4646760913804462
-1.1117081458800424,1.8766589633530408,-1.815685911331804,-3.339763777538904,-3.6923448746848435,-1.4631048141858631
-1.1107656209577197,1.873342697584782,-1.808549651990046,-3.334865317997349,-3.681892349574828,-1.461522620412567
-1.1098230960353952,1.8700398380156604,-1.8014139347218951,-3.3299693517508597,-3.671453772737556,-1.4599295137351993
-1.1088805711130725,1.866750381983429,-1.7942787860591851,-3.325075879737875,-3.6610291680426137,-1.458325497754446
-1.1079380461907498,1.863474326906645,-1.7871442324116404,-3.3201849029037294,-3.650618559318286,-1.4567105759970844
-1.106995521268427,1.8602116702846676,-1.7800103000663057,-3.3152964222006793,-3.6402219703509733,-1.4550847519160117
-1.1060529963461043,1.856962409697591,-1.772877015186875,-3.310410438587899,-3.629839424884465,-1.453448028890308
-1.1051104714237798,1.8537265428062275,-1.765744403813062,-3.30552695303147,-3.61947094661929,-1.4518004102252426
-1.104167946501457,1.85050406735207,-1.7586124918600068,-3.3006459665044168,-3.609116559212077,-1.4501418991523467
-1.1032254215791344,1.847294981157234,-1.7514813051175326,-3.2957674799866505,-3.5987762862747665,-1.4484724988294166
-1.1022828966568117,1.844099282124436,-1.7443508692495913,-3.2908914944650025,-3.588450151374028,-1.4467922123405665
-1.101340371734489,1.840916968236956,-1.737221209793586,-3.2860180109332235,-3.578138178030543,-1.4451010426962676
-1.1003978468121662,1.8377480375586224,-1.730092352159711,-3.281147030391965,-3.5678403897183344,-1.4433989928333428
-1.0994553218898415,1.8345924882337383,-1.7229643216303128,-3.276278553848792,-3.5575568098640513,-1.4416860656150539
-1.098512796967519,1.8314503184871191,-1.7158371433592707,-3.2714125823182023,-3.547287461846393,-1.4399622638310832
-1.0975702720451963,1.8283215266239936,-1.708710842371273,-3.2665491168215777,-3.5370323689952663,-1.438227590197584
-1.0966277471228736,1.8252061110300088,-1.7015854435612137,-3.261688158387211,-3.5267915545912225,-1.436482047357202
-1.0956852222005509,1.822104070171214,-1.6944609716935055,-3.2568297080503106,-3.516565041864718,-1.4347256378790967
-1.0947426972782264,1.8190154025940133,-1.687337451401426,-3.2519737668529816,-3.5063528539954385,-1.4329583642589683
-1.0938001723559037,1.81594010692517,-1.680214907186499,-3.247120335844263,-3.4961550141116704,-1.431180228919093
-1.092857647433581,1.8128781818717508,-1.673093363417753,-3.2422694160800676,-3.4859715452895026,-1.4293912342083168
-1.0919151225112582,1.8098296262211264,-1.665972844331101,-3.2374210086232247,-3.475802470552229,-1.4275913824020983
-1.0909725975889355,1.806794438840945,-1.658853374028673,-3.2325751145434714,-3.4656478128696175,-1.4257806757025264
-1.090030072666611,1.8037726186791103,-1.6517349764781164,-3.227731734917434,-3.4555075951572274,-1.4239591162383236
-1.0890875477442885,1.8007641647637904,-1.6446176755119968,-3.222890870828669,-3.4453818402757923,-1.4221267060648788
-1.0881450228219656,1.797769076203359,-1.63750149482702,-3.2180525233676005,-3.435270571030378,-1.4202834471642416
-1.0872024978996429,1.7947873521864115,-1.630386457983442,-3.2132166936315825,-3.4251738101698526,-1.418429341445171
-1.08625997297732,1.7918189919817378,-1.623272588404352,-3.2083833827248434,-3.4150915803860853,-1.4165643907431056
-1.0853174480549956,1.7888639949383185,-1.6161599093749768,-3.20355259175852,-3.405023904313298,-1.4146885968202016
-1.084374923132673,1.7859223604853192,-1.609048444042099,-3.198724321850664,-3.394970804527419,-1.4128019613653446
-1.0834323982103502,1.7829940881320572,-1.601938215413239,-3.1938985741262,-3.3849323035452974,-1.4109044859941426
-1.0824898732880277,1.7800791774680187,-1.5948292463560712,-3.189075349716957,-3.374908423824091,-1.4089961722489384
-1.0815473483657048,1.777177628162833,-1.5877215595976923,-3.1842546497616615,-3.3648991877605257,-1.4070770215988284
-1.080604823443382,1.7742894399662783,-1.5806151777239474,-3.179436475405934,-3.3549046176902286,-1.4051470354396558
-1.0796622985210576,1.771414612708275,-1.5735101231787485,-3.1746208278022703,-3.344924735887023,-1.4032062150939952
-1.0787197735987348,1.7685531462988835,-1.5664064182634054,-3.1698077081101035,-3.3349595645622894,-1.40125456181122
-1.077777248676412,1.765705040728299,-1.559304085135882,-3.164997117495712,-3.3250091258641756,-1.3992920767674129
-1.0768347237540894,1.762870296066839,-1.5522031458101535,-3.1601890571322904,-3.3150734418769923,-1.3973187610654514
-1.075892198831767,1.760048912464972,-1.5451036221554892,-3.155383528199911,-3.305152534620461,-1.3953346157349389
-1.0749496739094422,1.757240890153288,-1.5380055358957452,-3.1505805318855336,-3.295246426049032,-1.3933396417322454
-1.0740071489871197,1.7544462294425311,-1.53090890860875,-3.1457800693830276,-3.2853551380512873,-1.3913338399404964
-1.0730646240647967,1.7516649307235823,-1.523813761725499,-3.1409821418931196,-3.2754786924490804,-1.3893172111695373
-1.072122099142474,1.748896994467467,-1.5167201165295128,-3.1361867506234438,-3.265617110996979,-1.3872897561559767
-1.0711795742201513,1.7461424212253722,-1.5096279941561357,-3.131393896788504,-3.2557704153815115,-1.3852514755631318
-1.0702370492978268,1.7434012116286386,-1.502537415591835,-3.126603581609692,-3.2459386272204744,-1.3832023699810536
-1.069294524375504,1.7406733663887937,-1.4954484016735203,-3.1218158063152988,-3.236121768062315,-1.381142439926505
-1.0683519994531814,1.7379588862975388,-1.4883609730877878,-3.1170305721404805,-3.226319859385327,-1.3790716858429417
-1.0674094745308589,1.7352577722267686,-1.4812751503702628,-3.1122478803272706,-3.2165329225970307,-1.376990108100502
-1.066466949608536,1.7325700251285785,-1.474190953904886,-3.107467732124594,-3.206760979033465,-1.3748977069960155
-1.0655244246862132,1.7298956460353048,-1.4671084039232003,-3.10269012878825,-3.1970040499585037,-1.372794482752945
-1.0645818997638887,1.7272346360594926,-1.4600275205036457,-3.097915071580907,-3.1872621565631363,-1.3706804355214144
-1.063639374841566,1.7245869963939704,-1.452948323570899,-3.0931425617721353,-3.1775353199648677,-1.368555565378165
-1.0626968499192433,1.721952728311809,-1.4458708328950831,-3.088372600638354,-3.167823561206893,-1.3664198723265448
-1.0617543249969206,1.7193318331663854,-1.438795068091131,-3.0836051894628764,-3.158126901257515,-1.364273356296491
-1.060811800074598,1.716724312391379,-1.4317210486180274,-3.0788403295358684,-3.148445361009409,-1.3621160171444895
-1.0598692751522734,1.7141301675007998,-1.4246487937781318,-3.0740780221543806,-3.138778961278933,-1.3599478546535808
